@relation 'Station 46001_9.arff'

@attribute csulf numeric
@attribute pres numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WVHT numeric

@data
241,42640,?,?,?,?,?,?,?,?,?,?,?,?,?
239,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
240,84340,?,?,?,?,?,?,?,?,?,?,?,?,?
243,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
242,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
244,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
245,82710,?,?,?,?,?,?,?,?,?,?,?,?,?
242,86740,?,?,?,?,?,?,?,?,?,?,?,?,?
241,81980,?,?,?,?,?,?,?,?,?,?,?,?,?
242,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
246,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
255,90870,?,?,?,?,?,?,?,?,?,?,?,?,?
245,88790,?,?,?,?,?,?,?,?,?,?,?,?,?
237,87740,?,?,?,?,?,?,?,?,?,?,?,?,?
239,88590,?,?,?,?,?,?,?,?,?,?,?,?,?
241,88480,?,?,?,?,?,?,?,?,?,?,?,?,?
243,87420,?,?,?,?,?,?,?,?,?,?,?,?,?
246,85300,?,?,?,?,?,?,?,?,?,?,?,?,?
248,87100,?,?,?,?,?,?,?,?,?,?,?,?,?
247,83180,?,?,?,?,?,?,?,?,?,?,?,?,?
245,85100,?,?,?,?,?,?,?,?,?,?,?,?,?
242,83370,?,?,?,?,?,?,?,?,?,?,?,?,?
241,83620,?,?,?,?,?,?,?,?,?,?,?,?,?
243,85210,?,?,?,?,?,?,?,?,?,?,?,?,?
246,87930,?,?,?,?,?,?,?,?,?,?,?,?,?
247,89270,?,?,?,?,?,?,?,?,?,?,?,?,?
245,90850,?,?,?,?,?,?,?,?,?,?,?,?,?
250,89330,?,?,?,?,?,?,?,?,?,?,?,?,?
252,44040,?,?,?,?,?,?,?,?,?,?,?,?,?
252,86000,?,?,?,?,?,?,?,?,?,?,?,?,?
248,83960,?,?,?,?,?,?,?,?,?,?,?,?,?
246,84400,?,?,?,?,?,?,?,?,?,?,?,?,?
244,85820,?,?,?,?,?,?,?,?,?,?,?,?,?
242,86680,?,?,?,?,?,?,?,?,?,?,?,?,?
242,87700,?,?,?,?,?,?,?,?,?,?,?,?,?
240,93160,?,?,?,?,?,?,?,?,?,?,?,?,?
242,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
244,45920,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
245,45190,?,?,?,?,?,?,?,?,?,?,?,?,?
251,89210,?,?,?,?,?,?,?,?,?,?,?,?,?
258,90300,?,?,?,?,?,?,?,?,?,?,?,?,?
239,90710,?,?,?,?,?,?,?,?,?,?,?,?,?
233,85300,?,?,?,?,?,?,?,?,?,?,?,?,?
235,84860,?,?,?,?,?,?,?,?,?,?,?,?,?
242,84540,?,?,?,?,?,?,?,?,?,?,?,?,?
243,89290,?,?,?,?,?,?,?,?,?,?,?,?,?
242,87670,?,?,?,?,?,?,?,?,?,?,?,?,?
242,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
241,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
238,90740,?,?,?,?,?,?,?,?,?,?,?,?,?
236,91980,?,?,?,?,?,?,?,?,?,?,?,?,?
233,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
233,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
232,87210,?,?,?,?,?,?,?,?,?,?,?,?,?
232,85680,?,?,?,?,?,?,?,?,?,?,?,?,?
232,85550,?,?,?,?,?,?,?,?,?,?,?,?,?
232,85610,?,?,?,?,?,?,?,?,?,?,?,?,?
234,85800,?,?,?,?,?,?,?,?,?,?,?,?,?
235,86050,?,?,?,?,?,?,?,?,?,?,?,?,?
239,43710,?,?,?,?,?,?,?,?,?,?,?,?,?
234,86820,?,?,?,?,?,?,?,?,?,?,?,?,?
236,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
235,88250,?,?,?,?,?,?,?,?,?,?,?,?,?
233,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
231,86110,?,?,?,?,?,?,?,?,?,?,?,?,?
233,85660,?,?,?,?,?,?,?,?,?,?,?,?,?
236,83600,?,?,?,?,?,?,?,?,?,?,?,?,?
239,82860,?,?,?,?,?,?,?,?,?,?,?,?,?
250,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
238,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
233,44390,?,?,?,?,?,?,?,?,?,?,?,?,?
231,87530,?,?,?,?,?,?,?,?,?,?,?,?,?
233,85470,?,?,?,?,?,?,?,?,?,?,?,?,?
237,85140,?,?,?,?,?,?,?,?,?,?,?,?,?
235,83470,?,?,?,?,?,?,?,?,?,?,?,?,?
236,84120,?,?,?,?,?,?,?,?,?,?,?,?,?
241,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
239,81740,?,?,?,?,?,?,?,?,?,?,?,?,?
236,83540,?,?,?,?,?,?,?,?,?,?,?,?,?
237,84730,?,?,?,?,?,?,?,?,?,?,?,?,?
238,85300,?,?,?,?,?,?,?,?,?,?,?,?,?
238,84390,?,?,?,?,?,?,?,?,?,?,?,?,?
238,81350,?,?,?,?,?,?,?,?,?,?,?,?,?
238,86370,?,?,?,?,?,?,?,?,?,?,?,?,?
240,85980,?,?,?,?,?,?,?,?,?,?,?,?,?
238,85630,?,?,?,?,?,?,?,?,?,?,?,?,?
237,84460,?,?,?,?,?,?,?,?,?,?,?,?,?
237,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
239,92030,?,?,?,?,?,?,?,?,?,?,?,?,?
246,48530,?,?,?,?,?,?,?,?,?,?,?,?,?
252,96780,?,?,?,?,?,?,?,?,?,?,?,?,?
247,96920,?,?,?,?,?,?,?,?,?,?,?,?,?
257,95070,?,?,?,?,?,?,?,?,?,?,?,?,?
242,88240,?,?,?,?,?,?,?,?,?,?,?,?,?
236,85940,?,?,?,?,?,?,?,?,?,?,?,?,?
