@relation 'Station 46001_air.2m.gauss.1948_1.arff'

@attribute air numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WVHT numeric

@data
272.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
272.600006,?,?,?,?,?,?,?,?,?,?,?,?,?
272.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
272.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
271.299988,?,?,?,?,?,?,?,?,?,?,?,?,?
270.899994,?,?,?,?,?,?,?,?,?,?,?,?,?
271.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
272.100006,?,?,?,?,?,?,?,?,?,?,?,?,?
272.299988,?,?,?,?,?,?,?,?,?,?,?,?,?
272.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
274.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
273.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
273.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
276.299988,?,?,?,?,?,?,?,?,?,?,?,?,?
276.5,?,?,?,?,?,?,?,?,?,?,?,?,?
276.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
276.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
278,?,?,?,?,?,?,?,?,?,?,?,?,?
277.899994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
275.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
274,?,?,?,?,?,?,?,?,?,?,?,?,?
273.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
272.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
271.299988,?,?,?,?,?,?,?,?,?,?,?,?,?
271.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
272.100006,?,?,?,?,?,?,?,?,?,?,?,?,?
274.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
274.899994,?,?,?,?,?,?,?,?,?,?,?,?,?
275,?,?,?,?,?,?,?,?,?,?,?,?,?
274.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
274.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
274.5,?,?,?,?,?,?,?,?,?,?,?,?,?
274.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
275.5,?,?,?,?,?,?,?,?,?,?,?,?,?
276.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
276,?,?,?,?,?,?,?,?,?,?,?,?,?
275.5,?,?,?,?,?,?,?,?,?,?,?,?,?
276.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
277.200012,?,?,?,?,?,?,?,?,?,?,?,?,?
276.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
276.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
277.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
277,?,?,?,?,?,?,?,?,?,?,?,?,?
276.899994,?,?,?,?,?,?,?,?,?,?,?,?,?
276.899994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
278.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
278.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
278.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
278.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
278.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
278.5,?,?,?,?,?,?,?,?,?,?,?,?,?
278.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
277.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
277.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
277.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
278.5,?,?,?,?,?,?,?,?,?,?,?,?,?
279,?,?,?,?,?,?,?,?,?,?,?,?,?
278.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
277.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
277.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
277.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
278.099976,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
277.200012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
278,?,?,?,?,?,?,?,?,?,?,?,?,?
278,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
277.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
278,?,?,?,?,?,?,?,?,?,?,?,?,?
277.899994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
277,?,?,?,?,?,?,?,?,?,?,?,?,?
276.799988,?,?,?,?,?,?,?,?,?,?,?,?,?
276,?,?,?,?,?,?,?,?,?,?,?,?,?
276,?,?,?,?,?,?,?,?,?,?,?,?,?
276.200012,?,?,?,?,?,?,?,?,?,?,?,?,?
276.899994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.299988,?,?,?,?,?,?,?,?,?,?,?,?,?
277.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
277.700012,?,?,?,?,?,?,?,?,?,?,?,?,?
277.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
277.5,?,?,?,?,?,?,?,?,?,?,?,?,?
277.399994,?,?,?,?,?,?,?,?,?,?,?,?,?
276.599976,?,?,?,?,?,?,?,?,?,?,?,?,?
