@relation 'Station 46001_X150.214.94.234.71.3.25.57_2.arff'

@attribute air numeric
@attribute WVHT numeric

@data
283.5,1.16
283,1.38
283.200012,1.18
282.799988,1.38
283.299988,1.32
283.299988,1.69
283.799988,1.43
283.5,1.61
283.600006,1.62
282.900024,1.6
283,1.59
283.299988,1.17
283.600006,1.04
282.5,0.99
282.900024,1.01
282.900024,0.87
282.600006,0.8
281.900024,0.74
282.100006,0.8
282.200012,0.61
282.799988,0.62
282.600006,1.29
283.400024,2.03
283.5,1.67
284,1.39
283.100006,1.27
283.799988,1.63
283,1.78
283.600006,1.55
283.5,1.53
283.600006,1.18
282.700012,1.18
283.700012,1.17
283.799988,1.12
283.400024,1.16
283.600006,1.67
284.5,2.01
284.400024,2.19
284.200012,2.45
283.799988,2.05
283.900024,2.12
283.200012,1.67
283.200012,1.91
283.5,1.39
283.700012,1.51
283.799988,1.64
283.799988,1.33
283.299988,1.35
283.600006,1.38
283,1.26
282.900024,1.39
283.299988,1.03
283.200012,0.98
283.600006,0.88
283,0.91
283.700012,0.81
283.400024,0.88
283.900024,1.05
284.100006,1.5
283.799988,2.06
284,1.74
283.799988,1.54
282.900024,1.16
283.299988,1.18
283.5,1.27
283.5,1.32
283.700012,1.28
284.5,2.01
283.700012,1.88
283.5,1.59
283.200012,1.61
283.700012,1.34
283.5,?
283.5,2.52
284.200012,2.92
283.600006,2.59
283.299988,2.5
283.5,2.31
284.299988,2.03
284.900024,1.66
284.299988,1.27
283.900024,1.31
283.799988,1.02
284.5,0.98
284,1.01
284.299988,1.05
283.700012,0.97
284.299988,1.25
283.600006,1.4
284.100006,2.07
284.100006,2.88
284.700012,2.18
285.100006,1.88
284.700012,2.91
284.299988,3.26
285,2.87
284.200012,1.93
283.900024,1.73
283.400024,1.25
283.400024,1.13
283.5,1.07
284.600006,0.93
284.100006,1.25
284.200012,2.07
284.299988,2.42
284.100006,1.87
283.799988,1.52
283.600006,1.49
283.400024,1.49
283.299988,1.58
283.100006,2.64
284,2.26
283.900024,1.88
284.299988,1.91
284.200012,2.72
285.200012,2.76
284.799988,2.62
284.299988,2.81
284.299988,2.65
284.700012,3.04
284.100006,3.38
283.799988,2.87
284.400024,2.25
285.299988,2.58
285.299988,2.85
284.799988,3.33
284,2.97
284.200012,4.52
283.100006,4.33
283.600006,3.83
282.900024,3.45
284.100006,2.61
283,2.28
282.299988,1.57
281.799988,1.29
283,1.33
282.900024,1.31
281.700012,1.69
281.700012,1.83
282.700012,1.84
283,2.06
282.799988,3.13
283.100006,3.6
282.900024,3.7
282.700012,3.15
281.900024,2.62
282.299988,2.23
283.100006,1.6
283.200012,1.12
283.799988,1.6
283.900024,1.29
283.799988,1.34
282.200012,1.79
282.5,2.21
282.900024,2.6
283,2.57
282.900024,2.34
283,1.76
283.100006,1.65
282.900024,1.46
282.200012,1.95
282.700012,2.19
283.100006,1.99
283.200012,2.22
283.299988,2.68
283.400024,2.79
283.299988,3.06
284.299988,3.44
285.100006,6.13
284.5,6.35
282.799988,4.95
282.799988,4.53
283.100006,3.81
282.600006,4.53
281.700012,4.25
282,2.89
283.400024,2.64
283.799988,2.83
283.5,3.51
284.100006,3.4
284.400024,2.79
285,2.93
285.200012,2.83
284.900024,3.49
284.600006,3.38
284.900024,3.76
283.900024,3.45
283.400024,3.17
283.200012,3.04
283.200012,2.61
283.900024,2.37
284.299988,3.06
284.299988,3.82
283.900024,4.03
283.299988,3.67
282.900024,3.36
282.799988,3.39
282.600006,3.87
283.200012,3.63
282.299988,3.37
281.900024,3.85
281.700012,3.04
280.5,2.63
281.900024,2.11
283.5,3.29
282.799988,3.93
281.700012,3.8
281.600006,3.55
282.400024,4.03
282.100006,4.53
282.600006,?
281.299988,9.08
282.600006,8.52
280.799988,7.61
282.700012,6.16
282.600006,4.59
281.700012,4.25
281.200012,3.97
280.200012,4
280,3.82
279.600006,3.39
280,2.89
279.5,2.37
280.100006,2
279,2.45
278.900024,2.61
278.900024,2.72
280,2.03
280,1.61
279.900024,1.62
280.700012,1.59
280.799988,1.61
280.600006,1.38
280.700012,1.48
280.600006,?
282.600006,3.41
281.299988,3.36
281.799988,3.56
283,3.31
283.299988,2.44
282.900024,2.57
282.600006,2.31
282.299988,2.76
282.299988,2.55
282.5,2.75
282.400024,2.8
282.600006,3.06
282.200012,3.32
281.900024,3.23
282.200012,2.88
281.799988,2.76
282.200012,2.28
282.100006,1.85
282,1.61
281.400024,1.71
282,1.2
281,1.48
280.900024,1.22
280.900024,1.53
281.200012,1.42
280.900024,1.31
280.200012,1.35
279.700012,1.26
281.5,1.43
280.600006,1.5
281.100006,1.51
280.100006,1.85
281,1.88
281.299988,2.19
281.5,2.04
281.400024,2.13
281.600006,2.34
281.600006,2.21
281.600006,2.37
281.5,2.44
281.700012,2.64
281.5,2.72
281.200012,2.78
281,3.53
281.5,3.07
280.799988,2.64
279.299988,2.52
277.900024,1.79
278.100006,2.64
278,2.41
278.700012,3.24
278,2.85
277.600006,2.94
276.600006,3.58
276.200012,3.77
276.299988,5.82
276.799988,5.29
275.5,4.06
275.799988,3.3
275.700012,3.09
276.400024,3.3
276.200012,?
276.5,2.26
276.200012,2.23
276.799988,1.76
276.299988,2.21
276.5,2.66
276.600006,2.72
276.799988,2.54
276.900024,2.82
277,2.37
276.600006,2.13
277.5,2.07
277,2.47
277.299988,2.76
277.5,2.27
278.400024,1.88
277.299988,1.82
277.200012,1.6
277.799988,1.53
277.700012,1.11
277.400024,1.03
277.200012,0.94
277.400024,1.07
278,1
277.799988,0.96
278.600006,0.87
278.600006,0.89
279.200012,0.77
279,0.8
277.900024,0.8
278.299988,0.73
279.5,2.14
279.299988,?
279.5,2.7
279.100006,3.28
279.100006,3.08
277.799988,3.03
277.900024,3.18
277.5,2.92
278.400024,2.77
278.400024,2.47
278.100006,2.39
278,2.32
278.299988,2.58
277.900024,2.23
277.200012,2.17
277.299988,1.41
277.700012,1.76
277.900024,2.49
277.799988,2.68
276.200012,2.27
274.400024,2.91
273.700012,3.1
273.5,2.85
273.100006,2.23
273,2.55
272.200012,1.85
272.900024,1.4
277.799988,1.91
279.700012,4.64
279.799988,5.27
279.400024,7.33
278.600006,5.71
278.600006,6.14
278.200012,7.29
278.400024,6.11
278.5,4.99
278.5,?
278.400024,2.95
277.799988,2.74
278.200012,2.13
278.299988,1.94
278,2.13
277.299988,2
276.100006,2.84
275.400024,3.53
274.900024,3.57
273.299988,2.59
273.900024,2.51
274.700012,2.14
276.700012,1.86
276.5,2.89
275.799988,2.9
276.100006,2.44
275.700012,1.87
277.100006,1.45
279.100006,1.14
279.600006,1.95
279.200012,2.7
278.900024,2.8
279,2.83
279,2.99
278.900024,3.56
279.5,3.32
278.799988,3.27
278.700012,2.94
278.5,2.49
277.799988,2.74
278.200012,2.68
278,2.53
278.799988,2.6
278.900024,2.44
278.5,2.19
278.5,1.58
277.600006,1.73
277.100006,1.98
277.700012,1.51
279.299988,1.61
279.900024,2.08
277.900024,2.68
277.700012,3.1
279,3.23
277.900024,4.56
277.5,4.53
277.700012,4.32
278,2.91
276.799988,3.04
276.799988,2.52
278.700012,3.75
277.600006,4.69
275.900024,3.3
274.600006,3.19
273.900024,2.25
274.400024,2.18
274.100006,1.71
273.799988,1.61
273.299988,1.74
272.700012,1.67
273.900024,1.95
274.299988,2.75
275.400024,2.61
276,2.59
276.900024,2.8
276.799988,2.97
276.900024,3.64
276.700012,2.85
276.799988,2.61
276.299988,2.26
276.700012,1.83
276.700012,2
277.900024,2.22
278.100006,2.73
277.900024,?
277.100006,6.39
278.5,8.49
278.299988,6.07
278,4.92
277.100006,3.91
276.100006,4.5
275.100006,3.4
273,3.08
275.100006,2.71
277,1.92
277.200012,1.83
277.700012,2.02
277.299988,1.65
277.400024,1.88
276.5,2.05
277.100006,2.03
277.799988,1.55
278.200012,1.67
278.400024,1.61
278.299988,2.41
277.799988,5.02
277.799988,?
277.700012,5.24
279,4.53
279.100006,4.17
279,3.61
278.5,3.51
277.900024,3.69
278.100006,2.87
276.700012,3.27
277.5,3.31
278.200012,3.8
278.200012,3.19
276.5,3.37
275.100006,2.87
274.700012,2.4
275,2.79
275,2.77
274.799988,2.98
274.799988,2.66
274.799988,2.67
274.700012,2.63
273,2.88
272.900024,2.54
274.600006,2.41
274.799988,2.19
273.900024,2.19
273,2.76
272.400024,2.86
271.400024,3.07
270.700012,2.77
271.100006,3.34
271,2.54
271.400024,3.93
271.799988,3.87
273.799988,3.35
273.900024,3.36
273.5,2.57
272.299988,2.02
272.5,1.99
275,1.67
277.400024,1.62
277.799988,2.63
279.799988,3.16
279,2.74
278.400024,3.46
277.799988,4.45
278.5,5.2
278.100006,7.73
278.100006,6.58
277.700012,5.05
276.5,4.36
276.900024,3.59
276.400024,3.78
275.799988,4.88
276.100006,4.84
278.900024,4.62
278.799988,3.51
278.5,3.23
277.700012,2.92
278.600006,3.56
278,4.01
277.600006,4.85
277.200012,4.13
277.900024,3.79
276.700012,2.96
276.200012,2.86
275.700012,2.37
275.400024,3.3
275.400024,2.99
274.5,3.45
273.799988,4.83
272.299988,4.96
270.400024,4.72
270.5,4.92
272,5.28
272.900024,6.36
272.900024,6.16
273.299988,5.94
273.400024,5.12
273.900024,4.31
274.799988,2.69
276.100006,3.03
275.799988,4.79
276.400024,3.63
274,5.22
273.100006,5.44
274.200012,8.56
274.100006,7.08
273.100006,6.07
272,?
271.799988,4.44
272.900024,3.61
273.100006,2.84
273.299988,2.68
273.299988,?
274,2.32
274,1.9
273.5,1.95
273.299988,1.8
273.100006,2.03
272.600006,2.15
271.600006,1.93
272.799988,1.82
272.900024,2.17
273.799988,2.84
273.400024,?
273.799988,2.58
273.200012,2.64
271.799988,2.85
272.299988,2.89
272.900024,4.61
274.799988,4.01
275.299988,3.05
276.900024,?
278.100006,?
278,4.12
277.400024,3.83
277.200012,4.86
276.5,7.3
275.799988,6.38
276.100006,5.98
276.5,6.13
277.200012,4.92
276.799988,3.43
277.5,3.43
277.299988,4.94
276.900024,4.59
277.799988,?
278.5,?
276.299988,7.53
276.600006,11.14
276.900024,9.32
277.299988,6.82
276.600006,4.7
277.600006,3.88
277.600006,4.98
