@relation 'Station 46001_10.arff'

@attribute csulf numeric
@attribute pres numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WVHT numeric

@data
239,85880,?,?,?,?,?,?,?,?,?,?,?,?,?
246,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
254,48460,?,?,?,?,?,?,?,?,?,?,?,?,?
243,96750,?,?,?,?,?,?,?,?,?,?,?,?,?
240,97050,?,?,?,?,?,?,?,?,?,?,?,?,?
238,93220,?,?,?,?,?,?,?,?,?,?,?,?,?
237,88270,?,?,?,?,?,?,?,?,?,?,?,?,?
235,86410,?,?,?,?,?,?,?,?,?,?,?,?,?
242,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
240,85320,?,?,?,?,?,?,?,?,?,?,?,?,?
243,86280,?,?,?,?,?,?,?,?,?,?,?,?,?
246,40150,?,?,?,?,?,?,?,?,?,?,?,?,?
246,85650,?,?,?,?,?,?,?,?,?,?,?,?,?
245,84180,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
243,43820,?,?,?,?,?,?,?,?,?,?,?,?,?
244,82750,?,?,?,?,?,?,?,?,?,?,?,?,?
248,81810,?,?,?,?,?,?,?,?,?,?,?,?,?
249,87600,?,?,?,?,?,?,?,?,?,?,?,?,?
249,86490,?,?,?,?,?,?,?,?,?,?,?,?,?
246,88000,?,?,?,?,?,?,?,?,?,?,?,?,?
242,91530,?,?,?,?,?,?,?,?,?,?,?,?,?
244,97460,?,?,?,?,?,?,?,?,?,?,?,?,?
249,97780,?,?,?,?,?,?,?,?,?,?,?,?,?
253,49100,?,?,?,?,?,?,?,?,?,?,?,?,?
248,96770,?,?,?,?,?,?,?,?,?,?,?,?,?
240,97090,?,?,?,?,?,?,?,?,?,?,?,?,?
236,92330,?,?,?,?,?,?,?,?,?,?,?,?,?
240,87370,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
242,43640,?,?,?,?,?,?,?,?,?,?,?,?,?
238,88240,?,?,?,?,?,?,?,?,?,?,?,?,?
245,92120,?,?,?,?,?,?,?,?,?,?,?,?,?
244,84770,?,?,?,?,?,?,?,?,?,?,?,?,?
236,86100,?,?,?,?,?,?,?,?,?,?,?,?,?
239,86410,?,?,?,?,?,?,?,?,?,?,?,?,?
248,45480,?,?,?,?,?,?,?,?,?,?,?,?,?
251,93680,?,?,?,?,?,?,?,?,?,?,?,?,?
246,93540,?,?,?,?,?,?,?,?,?,?,?,?,?
246,92630,?,?,?,?,?,?,?,?,?,?,?,?,?
248,91620,?,?,?,?,?,?,?,?,?,?,?,?,?
253,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
250,43470,?,?,?,?,?,?,?,?,?,?,?,?,?
249,94370,?,?,?,?,?,?,?,?,?,?,?,?,?
250,95850,?,?,?,?,?,?,?,?,?,?,?,?,?
250,89090,?,?,?,?,?,?,?,?,?,?,?,?,?
246,87000,?,?,?,?,?,?,?,?,?,?,?,?,?
244,86970,?,?,?,?,?,?,?,?,?,?,?,?,?
240,41920,?,?,?,?,?,?,?,?,?,?,?,?,?
237,85260,?,?,?,?,?,?,?,?,?,?,?,?,?
237,86620,?,?,?,?,?,?,?,?,?,?,?,?,?
240,86730,?,?,?,?,?,?,?,?,?,?,?,?,?
243,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
250,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
248,97000,?,?,?,?,?,?,?,?,?,?,?,?,?
240,97850,?,?,?,?,?,?,?,?,?,?,?,?,?
238,96030,?,?,?,?,?,?,?,?,?,?,?,?,?
240,94320,?,?,?,?,?,?,?,?,?,?,?,?,?
240,90410,?,?,?,?,?,?,?,?,?,?,?,?,?
239,88650,?,?,?,?,?,?,?,?,?,?,?,?,?
240,88640,?,?,?,?,?,?,?,?,?,?,?,?,?
239,88720,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87650,?,?,?,?,?,?,?,?,?,?,?,?,?
242,96820,?,?,?,?,?,?,?,?,?,?,?,?,?
251,99290,?,?,?,?,?,?,?,?,?,?,?,?,?
249,99290,?,?,?,?,?,?,?,?,?,?,?,?,?
245,99700,?,?,?,?,?,?,?,?,?,?,?,?,?
244,99810,?,?,?,?,?,?,?,?,?,?,?,?,?
244,99770,?,?,?,?,?,?,?,?,?,?,?,?,?
243,99330,?,?,?,?,?,?,?,?,?,?,?,?,?
242,98260,?,?,?,?,?,?,?,?,?,?,?,?,?
242,98700,?,?,?,?,?,?,?,?,?,?,?,?,?
242,98830,?,?,?,?,?,?,?,?,?,?,?,?,?
240,96290,?,?,?,?,?,?,?,?,?,?,?,?,?
236,92610,?,?,?,?,?,?,?,?,?,?,?,?,?
237,88680,?,?,?,?,?,?,?,?,?,?,?,?,?
241,88220,?,?,?,?,?,?,?,?,?,?,?,?,?
250,86410,?,?,?,?,?,?,?,?,?,?,?,?,?
256,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
255,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
251,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
252,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
253,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
256,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
252,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
251,48740,?,?,?,?,?,?,?,?,?,?,?,?,?
252,97630,?,?,?,?,?,?,?,?,?,?,?,?,?
251,97840,?,?,?,?,?,?,?,?,?,?,?,?,?
251,98030,?,?,?,?,?,?,?,?,?,?,?,?,?
251,98370,?,?,?,?,?,?,?,?,?,?,?,?,?
250,98670,?,?,?,?,?,?,?,?,?,?,?,?,?
252,98820,?,?,?,?,?,?,?,?,?,?,?,?,?
252,98800,?,?,?,?,?,?,?,?,?,?,?,?,?
250,98590,?,?,?,?,?,?,?,?,?,?,?,?,?
247,98130,?,?,?,?,?,?,?,?,?,?,?,?,?
246,97520,?,?,?,?,?,?,?,?,?,?,?,?,?
245,94890,?,?,?,?,?,?,?,?,?,?,?,?,?
241,88660,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87330,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87320,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87310,?,?,?,?,?,?,?,?,?,?,?,?,?
242,86650,?,?,?,?,?,?,?,?,?,?,?,?,?
256,88010,?,?,?,?,?,?,?,?,?,?,?,?,?
250,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
246,97170,?,?,?,?,?,?,?,?,?,?,?,?,?
243,94400,?,?,?,?,?,?,?,?,?,?,?,?,?
240,85670,?,?,?,?,?,?,?,?,?,?,?,?,?
241,86530,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
248,94720,?,?,?,?,?,?,?,?,?,?,?,?,?
244,94730,?,?,?,?,?,?,?,?,?,?,?,?,?
244,94290,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
243,92900,?,?,?,?,?,?,?,?,?,?,?,?,?
247,93720,?,?,?,?,?,?,?,?,?,?,?,?,?
246,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
244,87330,?,?,?,?,?,?,?,?,?,?,?,?,?
247,89570,?,?,?,?,?,?,?,?,?,?,?,?,?
249,87950,?,?,?,?,?,?,?,?,?,?,?,?,?
247,91080,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
245,87980,?,?,?,?,?,?,?,?,?,?,?,?,?
245,44700,?,?,?,?,?,?,?,?,?,?,?,?,?
246,92420,?,?,?,?,?,?,?,?,?,?,?,?,?
243,84230,?,?,?,?,?,?,?,?,?,?,?,?,?
241,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
241,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
240,91250,?,?,?,?,?,?,?,?,?,?,?,?,?
239,90690,?,?,?,?,?,?,?,?,?,?,?,?,?
243,94790,?,?,?,?,?,?,?,?,?,?,?,?,?
243,93710,?,?,?,?,?,?,?,?,?,?,?,?,?
240,44480,?,?,?,?,?,?,?,?,?,?,?,?,?
237,88660,?,?,?,?,?,?,?,?,?,?,?,?,?
240,88310,?,?,?,?,?,?,?,?,?,?,?,?,?
243,43110,?,?,?,?,?,?,?,?,?,?,?,?,?
247,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
248,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
249,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
250,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
248,91580,?,?,?,?,?,?,?,?,?,?,?,?,?
244,90330,?,?,?,?,?,?,?,?,?,?,?,?,?
241,88330,?,?,?,?,?,?,?,?,?,?,?,?,?
240,86040,?,?,?,?,?,?,?,?,?,?,?,?,?
240,86960,?,?,?,?,?,?,?,?,?,?,?,?,?
238,86430,?,?,?,?,?,?,?,?,?,?,?,?,?
238,85310,?,?,?,?,?,?,?,?,?,?,?,?,?
244,84450,?,?,?,?,?,?,?,?,?,?,?,?,?
244,84120,?,?,?,?,?,?,?,?,?,?,?,?,?
240,84120,?,?,?,?,?,?,?,?,?,?,?,?,?
238,84800,?,?,?,?,?,?,?,?,?,?,?,?,?
238,85450,?,?,?,?,?,?,?,?,?,?,?,?,?
238,88200,?,?,?,?,?,?,?,?,?,?,?,?,?
237,88430,?,?,?,?,?,?,?,?,?,?,?,?,?
237,86840,?,?,?,?,?,?,?,?,?,?,?,?,?
238,90350,?,?,?,?,?,?,?,?,?,?,?,?,?
243,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
248,91880,?,?,?,?,?,?,?,?,?,?,?,?,?
254,92540,?,?,?,?,?,?,?,?,?,?,?,?,?
250,95210,?,?,?,?,?,?,?,?,?,?,?,?,?
241,91910,?,?,?,?,?,?,?,?,?,?,?,?,?
240,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
244,86860,?,?,?,?,?,?,?,?,?,?,?,?,?
247,94190,?,?,?,?,?,?,?,?,?,?,?,?,?
248,90780,?,?,?,?,?,?,?,?,?,?,?,?,?
241,87620,?,?,?,?,?,?,?,?,?,?,?,?,?
235,86360,?,?,?,?,?,?,?,?,?,?,?,?,?
241,87480,?,?,?,?,?,?,?,?,?,?,?,?,?
246,90740,?,?,?,?,?,?,?,?,?,?,?,?,?
241,90960,?,?,?,?,?,?,?,?,?,?,?,?,?
242,92930,?,?,?,?,?,?,?,?,?,?,?,?,?
248,96410,?,?,?,?,?,?,?,?,?,?,?,?,?
249,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
251,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
250,48320,?,?,?,?,?,?,?,?,?,?,?,?,?
247,93080,?,?,?,?,?,?,?,?,?,?,?,?,?
241,95800,?,?,?,?,?,?,?,?,?,?,?,?,?
236,92270,?,?,?,?,?,?,?,?,?,?,?,?,?
238,88780,?,?,?,?,?,?,?,?,?,?,?,?,?
244,89810,?,?,?,?,?,?,?,?,?,?,?,?,?
242,91760,?,?,?,?,?,?,?,?,?,?,?,?,?
239,91310,?,?,?,?,?,?,?,?,?,?,?,?,?
238,90150,?,?,?,?,?,?,?,?,?,?,?,?,?
238,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
240,41350,?,?,?,?,?,?,?,?,?,?,?,?,?
245,46580,?,?,?,?,?,?,?,?,?,?,?,?,?
258,92120,?,?,?,?,?,?,?,?,?,?,?,?,?
260,88990,?,?,?,?,?,?,?,?,?,?,?,?,?
250,86740,?,?,?,?,?,?,?,?,?,?,?,?,?
247,86880,?,?,?,?,?,?,?,?,?,?,?,?,?
245,41730,?,?,?,?,?,?,?,?,?,?,?,?,?
241,86640,?,?,?,?,?,?,?,?,?,?,?,?,?
240,87020,?,?,?,?,?,?,?,?,?,?,?,?,?
242,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
242,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87660,?,?,?,?,?,?,?,?,?,?,?,?,?
237,87840,?,?,?,?,?,?,?,?,?,?,?,?,?
240,87890,?,?,?,?,?,?,?,?,?,?,?,?,?
248,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
247,94470,?,?,?,?,?,?,?,?,?,?,?,?,?
244,94680,?,?,?,?,?,?,?,?,?,?,?,?,?
240,94810,?,?,?,?,?,?,?,?,?,?,?,?,?
237,92280,?,?,?,?,?,?,?,?,?,?,?,?,?
237,88700,?,?,?,?,?,?,?,?,?,?,?,?,?
238,86670,?,?,?,?,?,?,?,?,?,?,?,?,?
238,86990,?,?,?,?,?,?,?,?,?,?,?,?,?
239,86890,?,?,?,?,?,?,?,?,?,?,?,?,?
240,86370,?,?,?,?,?,?,?,?,?,?,?,?,?
242,88010,?,?,?,?,?,?,?,?,?,?,?,?,?
240,85320,?,?,?,?,?,?,?,?,?,?,?,?,?
238,84660,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87010,?,?,?,?,?,?,?,?,?,?,?,?,?
241,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
242,87410,?,?,?,?,?,?,?,?,?,?,?,?,?
242,93500,?,?,?,?,?,?,?,?,?,?,?,?,?
246,93820,?,?,?,?,?,?,?,?,?,?,?,?,?
246,46890,?,?,?,?,?,?,?,?,?,?,?,?,?
242,92250,?,?,?,?,?,?,?,?,?,?,?,?,?
241,88350,?,?,?,?,?,?,?,?,?,?,?,?,?
245,94420,?,?,?,?,?,?,?,?,?,?,?,?,?
245,96450,?,?,?,?,?,?,?,?,?,?,?,?,?
239,91640,?,?,?,?,?,?,?,?,?,?,?,?,?
237,85070,?,?,?,?,?,?,?,?,?,?,?,?,?
240,86610,?,?,?,?,?,?,?,?,?,?,?,?,?
244,84820,?,?,?,?,?,?,?,?,?,?,?,?,?
246,85970,?,?,?,?,?,?,?,?,?,?,?,?,?
242,85950,?,?,?,?,?,?,?,?,?,?,?,?,?
243,85910,?,?,?,?,?,?,?,?,?,?,?,?,?
249,43650,?,?,?,?,?,?,?,?,?,?,?,?,?
245,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
244,95060,?,?,?,?,?,?,?,?,?,?,?,?,?
244,95420,?,?,?,?,?,?,?,?,?,?,?,?,?
246,94170,?,?,?,?,?,?,?,?,?,?,?,?,?
241,97230,?,?,?,?,?,?,?,?,?,?,?,?,?
235,91610,?,?,?,?,?,?,?,?,?,?,?,?,?
234,85160,?,?,?,?,?,?,?,?,?,?,?,?,?
237,88310,?,?,?,?,?,?,?,?,?,?,?,?,?
240,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
252,94660,?,?,?,?,?,?,?,?,?,?,?,?,?
249,93700,?,?,?,?,?,?,?,?,?,?,?,?,?
247,93270,?,?,?,?,?,?,?,?,?,?,?,?,?
246,93610,?,?,?,?,?,?,?,?,?,?,?,?,?
246,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
243,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
241,43990,?,?,?,?,?,?,?,?,?,?,?,?,?
239,84230,?,?,?,?,?,?,?,?,?,?,?,?,?
235,86420,?,?,?,?,?,?,?,?,?,?,?,?,?
239,85770,?,?,?,?,?,?,?,?,?,?,?,?,?
244,86400,?,?,?,?,?,?,?,?,?,?,?,?,?
248,85970,?,?,?,?,?,?,?,?,?,?,?,?,?
249,90130,?,?,?,?,?,?,?,?,?,?,?,?,?
248,92870,?,?,?,?,?,?,?,?,?,?,?,?,?
248,94580,?,?,?,?,?,?,?,?,?,?,?,?,?
245,94490,?,?,?,?,?,?,?,?,?,?,?,?,?
245,94530,?,?,?,?,?,?,?,?,?,?,?,?,?
245,94740,?,?,?,?,?,?,?,?,?,?,?,?,?
244,95080,?,?,?,?,?,?,?,?,?,?,?,?,?
244,95290,?,?,?,?,?,?,?,?,?,?,?,?,?
241,95650,?,?,?,?,?,?,?,?,?,?,?,?,?
242,96030,?,?,?,?,?,?,?,?,?,?,?,?,?
245,96370,?,?,?,?,?,?,?,?,?,?,?,?,?
246,95470,?,?,?,?,?,?,?,?,?,?,?,?,?
246,94420,?,?,?,?,?,?,?,?,?,?,?,?,?
248,90680,?,?,?,?,?,?,?,?,?,?,?,?,?
243,91560,?,?,?,?,?,?,?,?,?,?,?,?,?
238,88970,?,?,?,?,?,?,?,?,?,?,?,?,?
236,87440,?,?,?,?,?,?,?,?,?,?,?,?,?
235,80510,?,?,?,?,?,?,?,?,?,?,?,?,?
236,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
237,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
240,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
245,43940,?,?,?,?,?,?,?,?,?,?,?,?,?
245,45700,?,?,?,?,?,?,?,?,?,?,?,?,?
243,48530,?,?,?,?,?,?,?,?,?,?,?,?,?
241,97070,?,?,?,?,?,?,?,?,?,?,?,?,?
240,97620,?,?,?,?,?,?,?,?,?,?,?,?,?
245,95520,?,?,?,?,?,?,?,?,?,?,?,?,?
241,91590,?,?,?,?,?,?,?,?,?,?,?,?,?
235,87850,?,?,?,?,?,?,?,?,?,?,?,?,?
236,85250,?,?,?,?,?,?,?,?,?,?,?,?,?
239,88740,?,?,?,?,?,?,?,?,?,?,?,?,?
241,95390,?,?,?,?,?,?,?,?,?,?,?,?,?
243,97310,?,?,?,?,?,?,?,?,?,?,?,?,?
241,97950,?,?,?,?,?,?,?,?,?,?,?,?,?
238,97000,?,?,?,?,?,?,?,?,?,?,?,?,?
235,94620,?,?,?,?,?,?,?,?,?,?,?,?,?
235,88620,?,?,?,?,?,?,?,?,?,?,?,?,?
236,88270,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87970,?,?,?,?,?,?,?,?,?,?,?,?,?
242,85530,?,?,?,?,?,?,?,?,?,?,?,?,?
242,85890,?,?,?,?,?,?,?,?,?,?,?,?,?
244,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
248,87790,?,?,?,?,?,?,?,?,?,?,?,?,?
247,93660,?,?,?,?,?,?,?,?,?,?,?,?,?
245,94830,?,?,?,?,?,?,?,?,?,?,?,?,?
246,93140,?,?,?,?,?,?,?,?,?,?,?,?,?
248,93970,?,?,?,?,?,?,?,?,?,?,?,?,?
249,91690,?,?,?,?,?,?,?,?,?,?,?,?,?
251,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
247,49340,?,?,?,?,?,?,?,?,?,?,?,?,?
243,98650,?,?,?,?,?,?,?,?,?,?,?,?,?
239,98060,?,?,?,?,?,?,?,?,?,?,?,?,?
237,98060,?,?,?,?,?,?,?,?,?,?,?,?,?
240,97890,?,?,?,?,?,?,?,?,?,?,?,?,?
242,97780,?,?,?,?,?,?,?,?,?,?,?,?,?
247,97770,?,?,?,?,?,?,?,?,?,?,?,?,?
247,97740,?,?,?,?,?,?,?,?,?,?,?,?,?
247,97880,?,?,?,?,?,?,?,?,?,?,?,?,?
248,97910,?,?,?,?,?,?,?,?,?,?,?,?,?
249,95550,?,?,?,?,?,?,?,?,?,?,?,?,?
250,97600,?,?,?,?,?,?,?,?,?,?,?,?,?
250,95530,?,?,?,?,?,?,?,?,?,?,?,?,?
249,91340,?,?,?,?,?,?,?,?,?,?,?,?,?
247,96590,?,?,?,?,?,?,?,?,?,?,?,?,?
245,97600,?,?,?,?,?,?,?,?,?,?,?,?,?
250,97500,?,?,?,?,?,?,?,?,?,?,?,?,?
245,97540,?,?,?,?,?,?,?,?,?,?,?,?,?
245,97410,?,?,?,?,?,?,?,?,?,?,?,?,?
241,97350,?,?,?,?,?,?,?,?,?,?,?,?,?
245,97680,?,?,?,?,?,?,?,?,?,?,?,?,?
243,96820,?,?,?,?,?,?,?,?,?,?,?,?,?
244,96970,?,?,?,?,?,?,?,?,?,?,?,?,?
242,97250,?,?,?,?,?,?,?,?,?,?,?,?,?
241,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
245,94730,?,?,?,?,?,?,?,?,?,?,?,?,?
246,49320,?,?,?,?,?,?,?,?,?,?,?,?,?
244,97330,?,?,?,?,?,?,?,?,?,?,?,?,?
244,98480,?,?,?,?,?,?,?,?,?,?,?,?,?
248,98340,?,?,?,?,?,?,?,?,?,?,?,?,?
245,98160,?,?,?,?,?,?,?,?,?,?,?,?,?
244,97950,?,?,?,?,?,?,?,?,?,?,?,?,?
246,97850,?,?,?,?,?,?,?,?,?,?,?,?,?
250,97690,?,?,?,?,?,?,?,?,?,?,?,?,?
253,97750,?,?,?,?,?,?,?,?,?,?,?,?,?
256,97660,?,?,?,?,?,?,?,?,?,?,?,?,?
257,97540,?,?,?,?,?,?,?,?,?,?,?,?,?
258,97440,?,?,?,?,?,?,?,?,?,?,?,?,?
257,97380,?,?,?,?,?,?,?,?,?,?,?,?,?
256,97370,?,?,?,?,?,?,?,?,?,?,?,?,?
253,97060,?,?,?,?,?,?,?,?,?,?,?,?,?
246,96940,?,?,?,?,?,?,?,?,?,?,?,?,?
246,94950,?,?,?,?,?,?,?,?,?,?,?,?,?
243,97220,?,?,?,?,?,?,?,?,?,?,?,?,?
248,97290,?,?,?,?,?,?,?,?,?,?,?,?,?
251,48630,?,?,?,?,?,?,?,?,?,?,?,?,?
248,98030,?,?,?,?,?,?,?,?,?,?,?,?,?
246,97850,?,?,?,?,?,?,?,?,?,?,?,?,?
245,91200,?,?,?,?,?,?,?,?,?,?,?,?,?
247,97890,?,?,?,?,?,?,?,?,?,?,?,?,?
249,97880,?,?,?,?,?,?,?,?,?,?,?,?,?
244,97680,?,?,?,?,?,?,?,?,?,?,?,?,?
246,97510,?,?,?,?,?,?,?,?,?,?,?,?,?
