@relation 'Station 46001_X150.214.94.234.71.3.2_1.arff'

@attribute air numeric
@attribute pres numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WDIR numeric

@data
283.077674,102128.306194,10,12.7,2.65,8.33,5.71,?,1018.1,9.2,9.2,?,?,?,220
283.669259,102592.820797,9.7,11.7,2.93,8.33,6.02,?,1021.5,9.5,9.3,?,?,?,232
283.193274,102781.003517,9.2,11.2,3.1,10,6.51,?,1024.3,10,9.2,?,?,?,255
283.303511,103017.589282,10.1,12.4,3.28,11.43,6.79,?,1026.5,9.6,9.3,?,?,?,261
282.910725,103210.613527,7.8,9.6,2.59,12.12,6.29,?,1028.3,9.4,9.3,?,?,?,254
283.125975,103229.080567,6.2,7.5,2.22,10.81,5.94,?,1028.7,9.7,9.4,?,?,?,270
282.851289,103058.660479,6.1,7.5,1.85,10,5.77,?,1027.6,9.5,9.5,?,?,?,254
282.081527,102792.837125,4.8,6.1,1.57,10,5.73,?,1025.2,9.2,9.3,?,?,?,245
282.036609,102530.735139,3.3,4.1,1.32,5.56,5.53,?,1022.6,8.9,9.4,?,?,?,189
281.679336,102300.69818,4.2,4.8,1.02,7.69,5.6,?,1020.5,9.1,9.8,?,?,?,132
282.049063,101940.520012,5.6,6.7,1.01,3.57,4.1,?,1015.5,9.2,9.5,?,?,?,119
281.755366,101815.863515,2.5,3,0.94,5.88,4.85,?,1014,9.6,9.5,?,?,?,212
282.02849,101597.622829,1.7,2.1,1.63,7.14,5.81,?,1010.9,9.3,9.4,?,?,?,169
281.875991,101509.046824,3.4,4.5,1.72,7.69,5.86,?,1007.6,9.5,9.5,?,?,?,84
283.326601,101627.561916,12.1,14.4,2.23,5.88,5.03,?,1010.6,10.3,9.3,?,?,?,29
283.987683,101948.114023,8.6,11.1,2.39,6.67,5.35,?,1015.8,10,9.3,?,?,?,23
283.233874,102215.355962,5.4,6.8,1.98,7.69,5.44,?,1018.7,9.3,9.3,?,?,?,30
283.553648,102204.29322,3.4,4.7,1.8,7.69,6.23,?,1018.9,8.7,9.6,?,?,?,268
283.067836,102115.074068,4.5,5.2,1.57,7.69,6.28,?,1017.6,8.6,9.7,?,?,?,191
282.808882,101947.832613,3.4,4.2,1.82,7.14,6.37,?,1016,9.5,9.5,?,?,?,199
282.350793,101915.432441,5.4,6.1,1.56,7.14,5.92,?,1015.8,9.7,9.5,?,?,?,168
283.130769,101878.193373,5.5,6.3,1.26,6.25,5.07,?,1015.6,10.1,10,?,?,?,177
282.998583,101752.891545,6.9,7.9,1.18,6.67,4.63,?,1015.3,9.3,10,?,?,?,164
283.316673,101730.820141,8,9.5,1.33,8.33,4.48,?,1014.1,9.6,9.9,?,?,?,161
282.90729,101719.155403,9,11.2,1.51,4.76,4.23,?,1014,9.8,9.7,?,?,?,159
283.271817,101712.710363,8.5,10.1,1.55,5.56,4.4,?,1013.3,9.8,9.7,?,?,?,167
283.067485,101630.18712,7.7,9.2,1.5,5.56,4.56,?,1012.6,9.7,9.7,?,?,?,187
282.722358,101756.352904,7.9,9.4,1.62,5.88,4.71,?,1014.5,9.2,9.7,?,?,?,235
282.546739,102013.468166,6.7,8,1.52,5.88,5.1,?,1016.6,9.6,10.1,?,?,?,208
283.083997,102240.534024,4.8,5.7,1.62,7.69,5.53,?,1019.2,10.3,10.1,?,?,?,224
282.961777,102490.952894,4.8,6,1.56,8.33,6.13,?,1021.7,10,10.5,?,?,?,226
282.843517,102581.454138,4.4,5.6,1.44,8.33,5.54,?,1022.8,9.6,9.9,?,?,?,216
282.416697,102696.542057,7,8,1.48,9.09,5.22,?,1023.7,9.4,10.5,?,?,?,207
283.645688,102743.365753,6.1,7.4,1.47,5.88,4.97,?,1024.6,9.9,10.5,?,?,?,212
283.203217,102770.574481,6.3,7.5,1.28,6.67,4.85,?,1024.8,9.7,10.5,?,?,?,213
282.773164,102736.85949,6.3,7.3,1.3,6.67,4.99,?,1024.3,10,10.5,?,?,?,218
282.488166,102754.618866,4.1,4.9,1.21,7.14,4.89,?,1024.3,9.7,10.5,?,?,?,222
282.650784,102804.98809,2.9,3.6,1.2,7.14,5.41,?,1024,9.8,10.7,?,?,?,262
282.693228,102806.549062,1.9,2.4,0.87,6.67,5.28,?,1023.7,10.4,10.7,?,?,?,317
282.072008,102757.597697,3.9,4.4,0.78,6.67,5.28,?,1023.5,10.5,10.6,?,?,?,334
283.020632,102788.140615,3.9,4.4,0.72,6.67,5.1,?,1023.7,10.5,10.6,?,?,?,334
283.542096,102695.267453,3.7,4.6,0.65,6.25,4.54,?,1023.3,11,11.2,?,?,?,351
282.950183,102582.07423,3.8,4.4,0.68,16,5.25,?,1022.1,10.7,11.2,?,?,?,321
282.992923,102378.68849,3.8,4.7,0.57,6.67,4.78,?,1020.7,9.9,11,?,?,?,252
282.484006,102225.749875,0.7,1,0.56,14.81,5.11,?,1019.3,9.5,11,?,?,?,247
282.364692,102126.201472,2.2,2.8,0.63,13.79,6.4,?,1017.9,10.5,11.5,?,?,?,242
282.862607,101992.921402,1.9,2.4,0.71,7.69,5.63,?,1016.4,9.9,11.6,?,?,?,225
282.720712,101924.590613,2.5,3.2,0.73,14.81,5.93,?,1016,9.4,11.2,?,?,?,226
283.148672,101963.040734,2,2.4,0.81,7.14,5.84,?,1016.2,9.5,11.4,?,?,?,274
284.067109,101984.693268,2.8,3.7,0.84,7.69,6.28,?,1016.5,10.4,12,?,?,?,279
284.52196,101944.98955,4,4.6,0.75,7.69,6.1,?,1016,11,11.8,?,?,?,251
283.840185,101973.155834,3,4.6,0.78,7.14,5.82,?,1016.6,11.1,11.5,?,?,?,263
283.565035,102060.865806,2.7,3.4,0.86,6.25,5.72,?,1016.8,11,11.5,?,?,?,214
283.483528,102141.066293,2.5,3,0.87,7.69,5.79,?,1018,10.8,11.8,?,?,?,204
283.770694,102122.813404,3.2,3.8,0.67,5.56,5.46,?,1017.6,11.1,12,?,?,?,151
283.859993,102069.444341,3.7,4.2,0.63,13.79,5.93,?,1017.4,11,11.6,?,?,?,178
283.43658,102005.115877,4.7,5.4,0.54,6.67,4.45,?,1016.8,10.9,11.6,?,?,?,182
283.873422,102011.457394,5.2,6.2,0.55,6.67,3.92,?,1016.7,11.1,11.8,?,?,?,164
283.58229,101664.424505,7.9,9.5,0.88,4.17,3.73,?,1014.6,11.2,11.8,?,?,?,163
283.328564,101429.611716,8.9,10.7,1.37,5.88,4.35,?,1012.3,10.9,11.5,?,?,?,167
283.675594,101215.743555,10.2,12.3,1.85,5.88,4.6,?,1009,10,11.3,?,?,?,161
283.930953,101106.614999,7,8.5,1.69,5.88,4.86,?,1006.5,10.5,11.3,?,?,?,190
284.131398,101100.910494,2.7,3.3,1.3,5.88,4.86,?,1005.5,10.8,11.2,?,?,?,258
283.876803,101322.843019,5.8,7,1.16,5.26,4.87,?,1007.1,10.8,11.2,?,?,?,11
284.27295,101528.140615,5.5,6.3,1.38,8.33,4.94,?,1010.5,11,11.2,?,?,?,38
284.322942,101717.282593,0.8,1.2,1.28,6.67,5.06,?,1013.1,11.7,11.8,?,?,?,21
284.009823,101657.877785,3.1,3.8,1.01,7.14,5.51,?,1013.5,10.9,11.7,?,?,?,241
283.646591,101591.536511,5.9,7.3,0.88,7.14,4.32,?,1012.6,11,11.6,?,?,?,193
284.766249,101426.086228,8.3,9.9,1.05,4,3.83,?,1011,10.7,11.5,?,?,?,176
285.134657,101297.220599,8.9,10.8,1.52,5,4.64,?,1009.3,11.2,11.5,?,?,?,214
284.489213,101454.045271,9.8,11.5,2.29,7.69,5.1,?,1011.1,11.3,11.3,?,?,?,237
284.416221,101663.721847,10.4,12.9,2.45,7.14,5.62,?,1013.9,11.2,11.2,?,?,?,233
284.044659,101924.119324,7.7,10.2,2.49,8.33,5.83,?,1016.5,10.8,11.3,?,?,?,225
284.379492,102096.24363,7.2,8.8,1.93,7.14,5.51,?,1018.3,11,11.4,?,?,?,230
283.70426,102123.706724,7.2,8.6,1.95,9.09,5.95,?,1018.4,10.5,11.5,?,?,?,222
284.140104,102167.692515,2.8,3.4,1.62,8.33,5.78,?,1018.3,10.3,11.4,?,?,?,235
284.032626,102470.37205,2.1,2.9,1.41,10,6.09,?,1020.8,11.1,11.6,?,?,?,295
284.376408,102691.420927,0.3,0.7,1.2,9.09,5.95,?,1023,12.3,12.7,?,?,?,201
284.663166,102716.307383,1.8,2.5,0.91,9.09,5.93,?,1024.2,11.7,13.2,?,?,?,181
283.851645,102555.609149,5.2,6.2,0.95,9.09,5.41,?,1022.8,11.2,11.7,?,?,?,200
283.598674,102396.603907,6.5,7.5,0.86,5.88,4.37,?,1021,10.8,11.5,?,?,?,188
283.360634,102074.116888,5.1,6.3,1.15,4,4.53,?,1018.2,10.4,11.6,?,?,?,180
283.633576,101564.700263,8.2,10.3,1.16,4.17,4.11,?,1012.7,10.2,11.5,?,?,?,159
283.523053,101189.307848,4.2,5,1.38,5.56,4.67,?,1007.4,10.8,11.5,?,?,?,159
284.198236,101128.10813,4.8,5.8,1.18,6.67,4.83,?,1005.9,10.9,11.5,?,?,?,221
283.889309,101061.105339,5.3,6.3,1.38,6.67,5.14,?,1004.5,11.2,11.7,?,?,?,227
283.96547,101024.707317,5,6,1.32,7.14,4.94,?,1003.4,11,11.5,?,?,?,190
283.932134,100997.83869,3.8,4.8,1.69,7.14,5.89,?,1002.1,10.1,11.5,?,?,?,6
284.325471,101009.696186,6.7,8,1.43,7.69,5.11,?,1003.8,10.8,11.5,?,?,?,341
283.930757,101241.450157,4.3,5.1,1.61,7.14,5.5,?,1007.2,11.4,11.8,?,?,?,309
283.925998,101468.67133,5.8,6.8,1.62,7.14,5.35,?,1009.4,11.6,11.9,?,?,?,301
283.958941,101485.248148,4.9,5.7,1.6,8.33,5.69,?,1009.6,11.4,11.8,?,?,?,296
284.078552,101511.881472,0.7,1.4,1.59,8.33,5.22,?,1009.3,11,11.8,?,?,?,261
284.155444,101482.563897,4.1,4.7,1.17,7.69,5.35,?,1009.6,11.5,12.6,?,?,?,122
284.157385,101487.692274,4.4,5.2,1.04,5.56,4.97,?,1010.5,11.3,12.2,?,?,?,106
283.380212,101480.189351,2.8,3.6,0.99,5.26,5.67,?,1010.4,11.3,12.1,?,?,?,54
283.972619,101496.341955,1.4,1.9,1.01,19.05,6.1,?,1010.7,11.7,12,?,?,?,28
284.353435,101552.857165,2.3,3,0.87,19.05,5.93,?,1011.3,12.1,13,?,?,?,316
284.078447,101616.045915,1.5,1.8,0.8,17.39,6.2,?,1012.4,12,12.7,?,?,?,242
283.495323,101707.755824,3.2,3.8,0.74,17.39,6.99,?,1014.3,11.4,12.4,?,?,?,189
283.294093,101885.69901,3.9,4.6,0.8,17.39,6.09,?,1015.7,11.3,12,?,?,?,167
283.310507,101977.724024,4.6,5.4,0.61,17.39,4.85,?,1016.8,11.9,12.3,?,?,?,128
283.789082,101992.873552,7.1,8.2,0.62,3.13,3.32,?,1016.3,12,12.3,?,?,?,81
283.849276,101925.31418,9.1,10.9,1.29,4.35,3.79,?,1015.1,11.5,12.1,?,?,?,80
284.519168,101893.941009,10.7,12.9,2.03,6.25,4.69,?,1014,11.7,12,?,?,?,80
283.760432,101836.879625,8.1,9.6,1.67,6.25,4.51,?,1013,11.9,12.1,?,?,?,78
284.397814,101760.373604,6.3,7.3,1.39,5.88,4.74,?,1013,11.9,11.9,?,?,?,75
284.051209,101759.662926,5.8,6.7,1.27,5.56,4.33,?,1013.1,11.9,12,?,?,?,60
284.872126,101794.28344,7.2,8.2,1.63,7.14,4.99,?,1013.2,12,12,?,?,?,50
284.048703,101839.315094,7,8.3,1.78,5.88,4.94,?,1013.7,12.1,12.1,?,?,?,57
284.468112,101842.266397,5.7,6.6,1.55,9.09,5.58,?,1013.5,11.8,12,?,?,?,78
284.440426,101830.914861,3.5,4.3,1.53,7.69,5.22,?,1014.7,12.1,12,?,?,?,82
284.814549,101691.876891,5.8,6.8,1.18,6.67,5.13,?,1013.2,11.9,12,?,?,?,82
283.853527,101571.374188,6.7,8.6,1.18,7.14,4.51,?,1011.6,12.1,12.1,?,?,?,74
284.764328,101438.089644,7.6,9.2,1.17,5.88,4.12,?,1009.8,12,12.1,?,?,?,79
284.603394,101617.966814,6.6,7.6,1.12,5.56,4.18,?,1012.4,11.7,12.2,?,?,?,92
284.830374,101861.900429,6.8,7.7,1.16,5.56,4.15,?,1014.9,12.1,12,?,?,?,78
284.411937,102098.834509,6.7,8.1,1.67,7.69,5.2,?,1017.3,12.5,12.3,?,?,?,96
285.015247,102074.44978,8.6,10.6,2.01,8.33,5.47,?,1017.6,12.5,12.2,?,?,?,110
285.009068,102093.878851,9.2,11.5,2.19,8.33,5.57,?,1017.6,11.8,12.1,?,?,?,125
284.878668,102001.809833,10,11.8,2.45,10.81,5.68,?,1016.3,11.8,12,?,?,?,126
284.507655,101998.559234,7.1,8.6,2.05,10,5.54,?,1016.2,11.8,11.9,?,?,?,159
284.819986,102099.341059,6.9,8.1,2.12,9.09,5.88,?,1017.4,11.2,11.9,?,?,?,176
284.432579,102251.01027,5,6.7,1.67,10.81,5.59,?,1019.6,10.9,11.9,?,?,?,195
284.430701,102405.383906,3.9,5.3,1.91,10,6.33,?,1020.5,11.5,12.1,?,?,?,189
284.530677,102387.747119,3.9,4.8,1.39,10,6.3,?,1020.5,11.8,12,?,?,?,163
284.568101,102265.642987,3.4,4.5,1.51,10,5.92,?,1020,11.6,12,?,?,?,180
284.770802,102251.643291,4.3,5.2,1.64,9.09,6.48,?,1019.5,11.7,12,?,?,?,173
284.78745,102128.001726,4.5,5.5,1.33,9.09,5.76,?,1018.5,11.6,12.1,?,?,?,167
284.676624,101950.063941,5.5,6.3,1.35,9.09,5.31,?,1016.3,11.5,12.1,?,?,?,156
284.803825,101667.860517,6.4,7.6,1.38,9.09,4.87,?,1013.4,11.6,12.1,?,?,?,122
284.52769,101507.584276,4.2,5.1,1.26,8.33,5.01,?,1011.1,11.9,12.1,?,?,?,110
284.335226,101420.79092,5.3,6.2,1.39,8.33,4.89,?,1010.2,11.6,12.1,?,?,?,70
284.597838,101488.806363,4.4,5.3,1.03,7.69,4.69,?,1010.9,12.3,12.4,?,?,?,24
284.62791,101576.638237,3,3.7,0.98,6.67,4.91,?,1012.7,12.3,12.5,?,?,?,333
284.4445,101765.676449,2,2.5,0.88,7.69,5.46,?,1014.5,12,12.3,?,?,?,286
284.04175,101888.014037,4.3,4.9,0.91,6.25,5.36,?,1016.2,12,12.2,?,?,?,178
284.92291,102013.365511,5.9,7.5,0.81,6.25,4.24,?,1017.2,12.1,12.2,?,?,?,214
284.411917,101913.114643,7.2,8.6,0.88,4.76,3.94,?,1017.1,11.6,12.2,?,?,?,194
284.827259,101932.982866,7.7,9.2,1.05,4.55,3.93,?,1016.7,11.6,12.1,?,?,?,188
284.910846,101863.681341,8.7,10.1,1.5,6.25,4.64,?,1016.4,11.8,12,?,?,?,178
285.087601,101779.225331,9.4,11.5,2.06,7.69,5.26,?,1014.9,11.8,12.1,?,?,?,173
285.332517,101749.052855,8.1,9.2,1.74,8.33,5.01,?,1014,11.9,12.2,?,?,?,188
285.158344,101588.457904,5.3,6.5,1.54,6.25,4.96,?,1013.3,11.1,12.1,?,?,?,250
284.623901,101705.087489,5.5,6.8,1.16,6.25,4.81,?,1014.1,11.4,12.1,?,?,?,259
284.640858,101847.126167,7,8,1.18,6.67,4.49,?,1014.6,12.1,12.3,?,?,?,273
284.714549,102017.471853,6.2,7.2,1.27,6.25,4.6,?,1016.3,11.7,12.2,?,?,?,297
284.63126,102092.708227,3.9,4.8,1.32,5.56,5.03,?,1016.5,11.3,12.2,?,?,?,319
284.828842,102216.416115,7.5,8.9,1.28,7.69,5.15,?,1018,12.2,12.1,?,?,?,331
285.527716,102319.136349,9,10.8,2.01,7.14,5.13,?,1018.6,11.9,12.2,?,?,?,330
285.117179,102358.17456,7.7,9.2,1.88,6.67,5.15,?,1019.4,12.2,12.2,?,?,?,310
284.762415,102356.157518,7.5,8.7,1.59,7.14,4.89,?,1019.1,11.6,12.1,?,?,?,280
284.613187,102288.356467,8.2,9.7,1.61,5.88,4.91,?,1019.3,11.1,12.1,?,?,?,278
284.469749,102119.314265,6.9,8.2,1.34,6.25,4.62,?,1018.3,11.4,12.3,?,?,?,235
284.419437,101644.762945,10,12,1.75,6.67,4.69,?,1014.9,11.2,12.5,?,?,?,195
284.369444,101123.961922,12.1,14.6,2.52,6.67,5.31,?,1008.5,11.4,12.4,?,?,?,204
285.111138,100936.316679,8.2,10,2.92,9.09,6.29,?,1004.9,11.6,12.4,?,?,?,246
284.826895,100968.380981,5.7,7,2.59,9.09,6.63,?,1005.8,12.1,12.5,?,?,?,246
284.579593,101048.068649,5.3,6.5,2.5,9.09,5.94,?,1006.2,11.8,12.4,?,?,?,288
284.860778,101288.642835,3.8,4.9,2.31,9.09,6.58,?,1007.7,11.4,12.3,?,?,?,287
285.267848,101668.140373,4,5,2.03,7.14,5.97,?,1011.3,11.7,12.4,?,?,?,69
285.536671,101878.559244,3.8,4.7,1.66,8.33,6.35,?,1015,11.9,12.6,?,?,?,27
285.432301,102047.051281,3.8,4.8,1.27,6.25,5.5,?,1016.1,12,12.5,?,?,?,314
284.952518,102118.215017,6.6,8,1.31,7.69,5.23,?,1017.4,11.7,12.3,?,?,?,332
284.969434,102215.457583,3.9,5.3,1.02,6.67,4.66,?,1018.5,11.8,12.3,?,?,?,15
285.453275,102356.028754,3,3.6,0.98,6.67,5.23,?,1019.6,12.5,12.9,?,?,?,333
284.936087,102365.970402,1.7,2.1,1.01,7.14,5.63,?,1020.1,12.2,12.7,?,?,?,298
285.232075,102355.704702,2.8,3.3,1.05,6.67,5.5,?,1020.5,12,12.8,?,?,?,234
284.843565,102343.562501,6.6,8,0.97,7.14,4.63,?,1020.2,10.7,12.7,?,?,?,228
285.815671,102175.219509,7.8,9,1.25,4.55,4.44,?,1019.4,11.5,12.7,?,?,?,248
285.015749,101967.196336,9.5,10.9,1.4,5,4.5,?,1016.6,11.6,12.6,?,?,?,232
285.368843,101768.705758,10.9,12.9,2.07,6.67,5.03,?,1014.5,11.7,12.5,?,?,?,244
285.477956,101602.558845,11.1,13.8,2.88,8.33,5.8,?,1012.2,11.8,12.3,?,?,?,253
286.091301,101666.759764,6,7.4,2.18,8.33,5.8,?,1012.6,12.6,12.4,?,?,?,309
286.4951,101843.026878,8.1,10,1.88,7.69,5.37,?,1014.4,12.9,12.4,?,?,?,316
286.164518,102055.571273,10.8,13.4,2.91,7.14,5.7,?,1015.5,12.8,12.3,?,?,?,326
285.461636,102123.272296,7.4,9.2,3.26,9.09,6.7,?,1016.4,12.6,12.2,?,?,?,316
285.959689,102296.392336,8.6,10.7,2.87,7.69,6.08,?,1018.3,12.5,12.3,?,?,?,324
285.497288,102359.296379,6.7,8.2,1.93,7.14,5.5,?,1019.3,12.7,12.4,?,?,?,317
285.237714,102389.186236,5.9,6.7,1.73,6.67,5.24,?,1019.8,12.4,12.3,?,?,?,282
285.196236,102408.109589,6.3,7.1,1.25,6.25,4.73,?,1020.3,12,12.4,?,?,?,286
284.921967,102418.589682,6,6.9,1.13,5.88,4.42,?,1020.5,11.9,12.7,?,?,?,273
284.449268,102183.530016,5,6.4,1.07,5.56,4.38,?,1019.6,10.8,12.7,?,?,?,212
285.45038,101999.354722,6.8,7.9,0.93,5.56,4.08,?,1017.2,12,12.6,?,?,?,199
285.117301,101629.451927,8.6,9.6,1.25,5.26,4.2,?,1014.3,11.6,12.6,?,?,?,174
285.215419,101278.198089,12.1,14.2,2.07,5.88,4.8,?,1009.9,11.7,12.6,?,?,?,166
285.489063,101211.683855,8.5,10.1,2.42,7.14,5.51,?,1008.3,12.1,12.5,?,?,?,212
285.058502,101203.505994,5.1,6.6,1.87,6.67,5.36,?,1008.4,11.5,12.5,?,?,?,217
284.876473,101162.720914,3.4,4.3,1.52,6.67,5.24,?,1008.5,12.1,12.6,?,?,?,251
284.771023,100947.717271,3.3,4.1,1.49,6.67,5.74,?,1006.7,11.4,12.6,?,?,?,238
284.296367,100827.911005,4.9,6,1.49,6.25,5.73,?,1004.9,11.6,12.5,?,?,?,288
284.211983,100765.554837,10.1,13,1.58,7.69,4.68,?,1003.4,11.7,12.6,?,?,?,257
284.160324,100984.331822,11.9,14.5,2.64,7.69,5.63,?,1005.6,11.7,12.5,?,?,?,284
284.54073,101172.82614,8.7,10.8,2.26,7.14,5.18,?,1008.6,11.7,12.5,?,?,?,247
284.48134,101364.028003,5.1,6,1.88,7.14,5.58,?,1010,11.8,12.5,?,?,?,223
285.046685,101450.698529,9.2,11.1,1.91,7.14,5.05,?,1010.3,12.4,12.5,?,?,?,240
285.078337,101421.139275,9.1,10.9,2.72,8.33,5.93,?,1012,12.3,12.4,?,?,?,221
285.432484,101118.6951,11.4,14.4,2.76,7.14,5.52,?,1008.8,11.8,12.5,?,?,?,162
285.729714,100875.490408,9.1,11,2.62,9.09,5.96,?,1006.6,12.3,12.3,?,?,?,215
285.425374,100989.477901,9.1,11.1,2.81,9.09,6.26,?,1007.5,12.3,12.4,?,?,?,212
285.223301,101187.29587,7.7,9.6,2.65,9.09,6.23,?,1009,12,12.4,?,?,?,221
285.141353,101452.536718,9.6,11.4,3.04,10,6.82,?,1011.6,11.9,12.4,?,?,?,238
284.986677,101916.580476,10.6,13.4,3.38,9.09,6.73,?,1015.7,12,12.4,?,?,?,257
284.641047,102187.924176,9.7,11.3,2.87,9.09,6.26,?,1018.8,11.7,12.3,?,?,?,240
284.745904,102218.170077,8.1,10,2.25,10,6.19,?,1019.9,11.6,12.3,?,?,?,192
285.488409,101883.256151,11.7,14.3,2.58,7.69,5.28,?,1017.4,11.9,12.3,?,?,?,169
286.388783,101599.10659,11.7,13.9,2.85,7.14,5.86,?,1013.3,12.8,12.2,?,?,?,199
285.98021,101628.097,10.2,12.7,3.33,9.09,6.14,?,1014.1,12.5,12.2,?,?,?,216
284.951744,101837.915819,13.2,17,2.97,10.81,5.95,?,1016,12.1,12.1,?,?,?,223
284.980517,102145.738262,12.9,16.2,4.52,10.81,7.3,?,1018.8,12.1,12.1,?,?,?,234
284.095801,102547.348879,11.9,15.7,4.33,12.9,7.39,?,1022,11.6,12,?,?,?,247
284.36818,102739.643033,10,12.5,3.83,11.43,7.15,?,1024.6,11.4,11.9,?,?,?,245
283.885026,102966.423701,9.4,12,3.45,9.09,6.84,?,1026.1,11.3,11.7,?,?,?,247
284.815455,102959.888209,6.2,7.5,2.61,10.81,6.59,?,1026.9,11.3,11.8,?,?,?,246
283.965962,102781.64991,3.6,4.3,2.28,10.81,6.71,?,1025.1,11,11.8,?,?,?,196
283.1397,102320.403559,3.7,4.6,1.57,10.81,6.35,?,1020.9,8.9,11.7,?,?,?,52
283.213233,102178.177816,4.1,5.1,1.29,8.33,6.54,?,1019,9.4,11.8,?,?,?,323
283.390512,102185.659772,6.9,8.7,1.33,8.33,5.26,?,1018.5,10.7,12,?,?,?,277
283.557667,101873.229502,6.2,7.6,1.31,7.69,5.11,?,1016.2,10.6,11.9,?,?,?,218
282.738288,101360.389694,8.1,9.3,1.69,6.67,4.89,?,1010.9,9.3,11.8,?,?,?,186
282.556837,100876.557033,8.3,9.5,1.83,7.14,5,?,1002.8,9.3,11.8,?,?,?,129
283.140508,100935.27096,8.9,11,1.84,7.69,5.22,?,1002.2,9.9,11.8,?,?,?,22
283.946855,101088.799126,10.1,12.8,2.06,8.33,5.14,?,1006.1,10.3,11.9,?,?,?,345
284.400555,101151.897088,13.1,16.4,3.13,8.33,5.64,?,1006.5,11.3,11.7,?,?,?,315
284.249834,101184.500076,12.7,15,3.6,8.33,6.35,?,1006.8,11,11.6,?,?,?,320
284.213446,101365.025099,12.6,15.4,3.7,10,6.37,?,1009.2,11.2,11.6,?,?,?,311
284.467422,101564.856362,7.4,8.9,3.15,9.09,6.38,?,1011.6,11.5,11.5,?,?,?,294
283.619369,101681.807361,7.4,8.6,2.62,8.33,5.96,?,1013,11.1,11.5,?,?,?,285
283.787929,101762.377556,7.8,9,2.23,7.14,5.54,?,1014.2,10.6,11.5,?,?,?,269
283.723833,101708.254054,6.8,8.1,1.6,7.14,4.83,?,1013.9,10.7,11.5,?,?,?,228
283.821402,101545.568693,8.6,10.7,1.12,6.67,4.21,?,1010.9,11.2,11.5,?,?,?,248
284.475697,101536.12853,6.9,8.1,1.6,6.67,4.79,?,1012.1,11.4,11.5,?,?,?,244
284.60609,101274.331039,7.3,8.3,1.29,6.25,4.7,?,1009.6,11.1,11.5,?,?,?,146
284.640737,100908.82737,7,8.3,1.34,4.55,4.57,?,1005.5,11.5,11.5,?,?,?,225
283.894614,100843.925455,7.9,9.2,1.79,7.14,5.15,?,1005.9,11.4,11.5,?,?,?,238
283.780989,100912.496261,8.6,10,2.21,6.25,5.2,?,1007.2,10.8,11.4,?,?,?,237
283.734275,101094.053001,11.7,13.9,2.6,7.14,5.61,?,1007.5,10.9,11.2,?,?,?,226
283.760901,101242.454345,8.6,10.4,2.57,8.33,5.66,?,1008.6,10.5,11.3,?,?,?,229
283.815987,101401.8008,6,7.2,2.34,7.69,6.05,?,1010.6,10.9,11.2,?,?,?,257
283.811699,101482.950631,3.9,4.9,1.76,7.69,5.66,?,1011.2,10.6,11.3,?,?,?,271
284.252804,101556.021025,5.3,6.4,1.65,7.69,5.89,?,1011.6,10.9,11.3,?,?,?,285
284.120476,101682.635285,7.7,9.2,1.46,8.33,4.88,?,1012.8,11.3,11.5,?,?,?,279
283.623956,101796.428175,8.9,11,1.95,7.69,5.5,?,1014.2,10.8,11.3,?,?,?,269
283.74314,101854.361486,10.3,11.6,2.19,6.67,4.98,?,1015.6,10.6,11.3,?,?,?,246
283.862796,101899.161337,9.4,11.1,1.99,6.67,5.23,?,1015.9,10.8,11.3,?,?,?,214
284.125367,101870.139175,10.9,12.7,2.22,6.67,5,?,1016.1,11,11.3,?,?,?,212
284.202792,101824.463407,9.7,11.5,2.68,7.69,5.73,?,1016.2,11.3,11.3,?,?,?,208
284.389878,101826.464883,10.2,12.3,2.79,9.09,5.65,?,1016.1,11.1,11.3,?,?,?,194
284.090203,101841.561885,9.8,12,3.06,7.69,6.31,?,1016.7,11.5,11.3,?,?,?,180
284.454029,101331.855104,15.5,18,3.44,7.14,5.72,?,1011,10.9,11.3,?,?,?,153
285.674924,100730.470947,16.4,21.4,6.13,10,7.76,?,1005.3,11.9,11,?,?,?,172
285.992512,100562.315514,14.3,17.8,6.35,10.81,8.32,?,1003.9,12,10.8,?,?,?,171
284.238567,100613.927108,9,11.4,4.95,12.12,7.85,?,1004,10.4,10.8,?,?,?,229
283.90093,101054.935286,12.5,15.6,4.53,11.43,7.43,?,1008.8,10.9,10.8,?,?,?,214
283.608778,101695.638235,10.8,13.3,3.81,10.81,6.97,?,1013.4,10.9,10.9,?,?,?,223
283.468955,102021.902721,10.1,12.9,4.53,10.81,7.7,?,1016.9,10.5,10.8,?,?,?,231
283.101382,102237.632609,7.2,9,4.25,12.9,8.22,?,1019.2,10.5,10.8,?,?,?,236
283.655875,102324.565471,7.3,9.3,2.89,11.43,6.4,?,1020.2,10.8,11,?,?,?,202
283.980266,102111.464979,9.2,11.2,2.64,10,6.58,?,1019.3,10.8,11,?,?,?,184
284.375416,101828.36099,13.7,18.1,2.83,9.09,5.46,?,1015.7,10.7,11,?,?,?,184
284.108207,101567.267182,12,14.4,3.51,9.09,6.59,?,1014.2,11,11,?,?,?,175
