@relation 'Station 46001_X150.214.94.234.71.3.2_1.arff'

@attribute air numeric
@attribute pres numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WDIR numeric

@data
273.555341,100660.74118,11.5,13.8,4.84,14.81,7.81,?,1001,0.6,3,?,?,?,271
272.832799,101001.674715,12.9,16,4.72,11.43,7.3,?,1004.7,-0.1,3,?,?,?,269
271.606489,101315.106603,14.5,17.4,4.56,11.43,7.12,?,1007.1,-1.4,3,?,?,?,262
270.662886,101556.258762,15.8,19.5,5.09,11.43,7.29,?,1008.4,-1.6,3,?,?,?,269
269.563207,101621.556359,17.2,21.1,6.18,12.12,7.79,?,1011,-4,3,?,?,?,275
268.808922,101534.177434,11.7,14.5,5.28,10.81,7.97,?,1010.1,-5.2,3,?,?,?,280
269.615385,101693.385068,10.7,13.7,4.18,10.81,7.32,?,1011,-4.5,2.9,?,?,?,320
271.853478,102068.854657,16,18.9,4.85,10,7.24,?,1013.2,-0.5,3,?,?,?,299
272.403326,102505.382312,1.2,3.5,2.79,10,6.49,?,1020,-0.2,2.9,?,?,?,345
272.269038,102644.783612,5,6.2,2.34,8.33,6.49,?,1022.2,-0.2,2.9,?,?,?,235
274.244885,102450.476783,9.1,10.8,1.59,7.69,4.85,?,1020.8,1.1,3,?,?,?,212
275.456496,101941.318128,12,14,2.73,5.88,5.49,?,1015.6,2.1,3,?,?,?,196
276.632624,101802.275066,7,8.2,2.36,7.69,5.91,?,1013.4,3.9,3.1,?,?,?,258
276.702812,101796.568658,10.8,13,2.94,8.33,5.92,?,1013.7,4,3.2,?,?,?,261
276.578231,101883.573777,11.3,13.9,2.94,9.09,5.83,?,1014,4,3.2,?,?,?,265
276.624255,101900.424267,5.1,6.2,2.47,10,6.39,?,1014.1,3.8,3.1,?,?,?,264
275.690855,101717.586846,1.5,2.5,2.63,12.9,7.27,?,1012.3,2.2,3.2,?,?,?,63
275.690816,101712.230656,6.2,7.9,2.13,13.79,6.57,?,1011.2,1.8,3.2,?,?,?,50
275.293175,101599.015798,7.1,8.6,2.15,12.12,6.13,?,1011,2,3.2,?,?,?,29
274.842948,101543.918689,5.8,7,1.7,12.12,6.2,?,1010.8,2.7,3,?,?,?,23
274.947204,101241.816461,7.9,9.4,1.85,10.81,5.59,?,1008.3,2.2,3.1,?,?,?,20
275.12541,100674.627532,7.9,9.4,1.68,12.12,5.26,?,1002.5,1.6,2.9,?,?,?,353
274.919662,99989.185955,11.4,13.5,2.13,5.56,4.95,?,995.2,2.1,3,?,?,?,3
273.78338,99453.85169,13.3,15.8,3.18,7.14,5.7,?,988.6,1.3,3.1,?,?,?,325
272.631849,99153.627598,10.4,12.8,2.79,7.14,5.72,?,987,0,3.1,?,?,?,300
273.105927,99108.917173,7.8,10.2,2.65,8.33,6.11,?,987.3,-0.6,3,?,?,?,253
272.8422,99319.393343,4.3,5.7,2.58,10.81,6.62,?,989.9,0,3,?,?,?,278
272.4898,99608.574183,3.2,5.5,2.31,7.69,6.69,?,991.8,0.8,3,?,?,?,293
272.038723,99841.962251,7.6,9.1,2.06,10.81,6.16,?,993.4,0,3.2,?,?,?,339
271.157128,99865.902185,7,9.9,2.76,9.09,6.28,?,993.6,-1.5,3.3,?,?,?,322
270.521813,99742.767797,9.5,12.9,4.28,10,7.69,?,992.3,-1.8,3.3,?,?,?,332
270.088127,99625.706413,9.7,12.6,4.07,10,7.34,?,991.5,-2.5,3.3,?,?,?,306
270.044295,99483.470746,9.3,11.7,4.36,11.43,7.43,?,990.2,-3.2,3.2,?,?,?,278
270.777933,99265.9069,11.2,13.6,4.18,10.81,7.09,?,988,-2.4,3.2,?,?,?,324
271.576556,99258.959399,10.5,12.3,3.79,10.81,7.04,?,987.3,-1.9,3.2,?,?,?,310
272.612042,99402.608693,11.2,13.3,4.03,10,7.03,?,987.7,-1,3.2,?,?,?,299
273.530522,99662.675017,10.9,12.7,3.94,10,6.87,?,989.7,0.9,3.2,?,?,?,321
273.919309,99913.479403,10.9,13,4.33,10,7.54,?,993,1.6,3.2,?,?,?,339
273.367436,99894.82432,8.1,9.5,3.32,10,6.76,?,993.9,1.4,3.2,?,?,?,328
272.239037,99621.006289,7.4,8.8,2.78,7.69,6.29,?,992.5,-0.3,3.3,?,?,?,314
271.619517,99187.356994,1.9,3.3,1.69,8.33,5.79,?,988,-0.9,3.2,?,?,?,207
271.922171,98721.574339,4,5,1.59,6.25,5.36,?,983.5,-1.4,3.2,?,?,?,234
272.16741,98577.494414,2,2.8,1.34,6.25,5.87,?,981.7,-1.6,3.2,?,?,?,108
272.32629,98637.025898,4.6,6,1.29,9.09,5.38,?,982,0,3.3,?,?,?,223
272.435191,98646.623947,1.9,4.3,1.17,10,6.35,?,982.3,-0.6,3.2,?,?,?,170
272.240945,98592.110455,3.6,5.1,1.33,13.79,6.42,?,982.1,-0.4,3.2,?,?,?,172
273.857112,98545.776668,9.4,11.1,2.31,10.81,7,?,980.6,1.3,3.2,?,?,?,129
274.826527,98510.178558,8.5,10.5,2.72,12.12,6.87,?,981,2.3,3.2,?,?,?,131
275.353197,98577.165647,7.8,9.4,2.16,12.12,6.51,?,981.2,2.3,3.2,?,?,?,143
274.58522,98708.431554,6,7.2,2.12,12.12,6.58,?,982.3,1.3,3.2,?,?,?,262
274.529507,98797.154178,3.7,4.7,1.84,7.69,7.23,?,982.8,1.7,3.2,?,?,?,274
273.131546,98956.272134,9,11.2,2.68,11.43,6.14,?,985.1,-0.2,3.2,?,?,?,280
272.880505,99143.988908,11,13.4,2.6,7.69,5.91,?,986.9,-0.9,3.2,?,?,?,262
272.178526,99424.219978,11,13.2,3,9.09,6.27,?,989.7,-1.9,3.2,?,?,?,263
271.857254,99717.358212,13.5,15.7,3.34,8.33,6.21,?,991.4,-2.3,3.2,?,?,?,270
271.526719,100102.451717,13.1,15.3,4.24,10.81,6.78,?,995.5,-1.5,3.2,?,?,?,276
271.246298,100201.508992,10.4,13.1,3.52,8.33,6.55,?,997.3,-2.2,3.2,?,?,?,270
271.092773,100317.389722,7.5,9.5,3.02,9.09,6.59,?,998.3,-2.4,3.1,?,?,?,268
271.654146,100370.770987,5.7,7.2,2.65,10,6.89,?,998.6,-3.2,3.1,?,?,?,253
272.223087,100524.552059,2.1,3.6,3.22,11.43,7.61,?,1000.9,-1.2,3.3,?,?,?,234
272.68761,100671.239504,5.4,7.1,2.89,10,7.15,?,1002.2,-0.6,3.2,?,?,?,260
273.52252,100843.962066,7.6,12.7,3.1,10,6.4,?,1002.4,-0.5,3.1,?,?,?,249
273.116314,100781.1225,5.8,7.2,2.32,10,6.24,?,1001.8,1.7,3.1,?,?,?,290
272.647739,100722.411211,7,8.3,2.32,8.33,5.95,?,1002.8,0.8,3.2,?,?,?,245
272.520446,100581.329848,4.5,5.4,1.57,10,5.6,?,1001.7,-0.5,3.1,?,?,?,294
273.144366,100462.524851,0.9,1.7,1.6,8.33,6.19,?,1000.4,-0.3,3.1,?,?,?,236
273.634183,100334.335714,1.6,2.4,1.25,9.09,5.86,?,998.8,-0.7,2.6,?,?,?,173
273.964599,100373.587593,3,4,1.05,8.33,5.57,?,998.8,1,3.1,?,?,?,101
274.251486,100399.453732,3.9,4.7,0.99,6.67,4.91,?,999.1,2.1,3.1,?,?,?,72
274.188827,100375.345738,4,4.9,1.47,7.14,5.66,?,998.5,1.4,3.1,?,?,?,9
273.866302,100279.567664,6.7,8.3,1.82,8.33,6.26,?,997.8,1,3.1,?,?,?,346
270.963634,100368.845024,10,12,3.33,9.09,6.61,?,999.2,-3.2,3.1,?,?,?,253
270.625673,100451.890661,6.6,9.5,3.1,10,7.16,?,1000.3,-4,3.1,?,?,?,232
270.61824,100638.305361,4.4,6,2.91,9.09,7.24,?,1002.3,-3.6,3.1,?,?,?,245
271.248927,100889.664627,0.7,2.2,2.74,9.09,7.4,?,1004.2,-1.8,3.2,?,?,?,310
271.833796,101120.946235,7.8,9.9,2.34,10,6.73,?,1006.2,-0.6,3.2,?,?,?,7
272.908745,101519.897358,8.7,10.8,1.96,9.09,5.24,?,1009.6,0.7,3.2,?,?,?,9
273.893292,101992.187387,8.5,10.1,2.26,9.09,5.66,?,1014.2,0.9,3.1,?,?,?,348
272.705446,102287.896124,6.9,8.6,2.03,7.69,5.34,?,1018,0.7,3.1,?,?,?,318
272.483545,102481.719354,4.1,5.1,1.57,8.33,5.84,?,1020.4,-0.4,3.1,?,?,?,259
272.627724,102481.477434,4.7,6.2,1.38,6.67,5.7,?,1021.7,-0.2,3.2,?,?,?,243
273.972152,102516.148077,7.6,9.8,1.42,6.67,5.16,?,1021.2,0.7,3.2,?,?,?,207
274.350023,101980.930274,12.4,15.4,2.18,5,4.86,?,1016.5,2,3.2,?,?,?,171
275.535131,101230.349779,16,20.1,4.25,9.09,6.49,?,1008.8,1.5,3.2,?,?,?,170
276.063195,100962.184722,10.8,12.8,3.79,10,6.71,?,1004.3,3.1,3.1,?,?,?,266
276.242215,101092.422111,12.4,15.4,3.67,9.09,6.69,?,1004.8,2.7,3.1,?,?,?,268
275.918118,101158.58657,9.5,11.5,4.19,9.09,7.24,?,1004.3,3.4,3.3,?,?,?,312
276.153048,101049.770239,9.2,11.8,3.24,12.9,7.04,?,1004.1,2.9,3.3,?,?,?,345
275.701363,100906.986938,5.9,7.2,2.67,7.69,6.57,?,1004,2.4,3.2,?,?,?,17
276.121752,100911.635463,4.8,5.8,2.05,12.9,6.51,?,1004.7,2.3,3.1,?,?,?,8
275.676475,100959.065203,5.3,6.2,1.72,6.67,5.85,?,1004.7,2.5,3.3,?,?,?,8
275.77914,100790.302364,4.3,5.7,1.36,10,5.8,?,1004,2,3.3,?,?,?,88
275.024642,100468.057507,3.9,4.9,1.47,9.09,6.55,?,1000.8,1,3.3,?,?,?,136
275.204737,100169.351803,8,10,2.06,14.81,7.45,?,998.1,1.9,3.3,?,?,?,128
275.695318,99888.771442,9,11.1,2.26,11.43,6.06,?,995.2,3.8,3.3,?,?,?,88
276.768895,99755.348501,8.5,10.1,2.53,10.81,5.97,?,993.2,3.8,3.3,?,?,?,103
276.564908,99519.643611,9.3,10.8,2.02,11.43,5.35,?,991.6,3.8,3.3,?,?,?,116
276.190772,99390.103528,7.4,8.5,2.17,6.67,5.68,?,990.3,3.9,3.3,?,?,?,128
276.454333,99197.147752,8.3,9.8,3.02,14.81,7.34,?,988.5,4.1,3.3,?,?,?,134
276.320176,98790.92435,9.5,11.3,3.56,14.81,7.75,?,984.2,4,3.3,?,?,?,105
276.637871,98303.024635,7.8,10.1,3.18,13.79,7.05,?,979,3.9,3.3,?,?,?,105
277.387805,98003.90405,9.5,12,3.29,13.79,6.95,?,975.8,4.1,3.3,?,?,?,84
276.938132,97954.077502,7.5,8.7,3.14,11.43,6.8,?,973.9,4.1,3.4,?,?,?,100
276.846757,97941.114479,7.7,9.1,2.95,10.81,6.84,?,975.2,4,3.3,?,?,?,100
276.664726,97900.192906,6.3,7.9,2.68,10.81,6.85,?,974.7,3.8,3.3,?,?,?,86
276.934311,97892.61447,8.6,9.8,2.6,11.43,6.57,?,973.9,4,3.3,?,?,?,65
276.922353,97926.729025,6.8,8.4,2.85,10.81,7.14,?,974.1,4.2,3.4,?,?,?,67
277.054034,98043.228186,6,7.3,2.92,9.09,6.73,?,975.8,4.3,3.3,?,?,?,75
276.777282,98142.551103,8.8,10.6,3.26,10,7.39,?,977.1,4,3.3,?,?,?,24
277.197549,98492.862952,7.5,8.8,2.71,10,6.3,?,979.3,4,3.3,?,?,?,34
277.178512,98973.2527,6.5,7.4,2.62,10,6.67,?,984.1,4.2,3.4,?,?,?,24
277.508611,99423.908389,3.1,4.3,2.4,9.09,6.99,?,988.4,3.7,3.3,?,?,?,9
276.693734,99722.425075,4,5.2,2.54,10.81,7.92,?,991.9,3.3,3.3,?,?,?,79
276.924487,99942.646956,6.3,8,2.72,12.12,7.86,?,994,3.6,3.3,?,?,?,55
276.540644,100113.653916,8.2,9.9,2.61,10.81,6.72,?,996.1,3.7,3.4,?,?,?,56
276.862955,100243.169592,9.2,12,2.2,10,6.17,?,997.3,3.8,3.4,?,?,?,59
276.147583,100372.87331,7.5,9.3,2.13,10.81,5.84,?,998.8,3.3,3.4,?,?,?,55
277.109682,100412.97236,7.2,8.5,1.63,11.43,5.34,?,999.2,3.8,3.3,?,?,?,56
276.957289,100416.325373,7.8,9.7,1.77,10,5.43,?,999.7,4.6,3.5,?,?,?,52
276.902534,100334.064573,8.5,10.5,1.73,14.81,5.11,?,998.8,3.6,3.6,?,?,?,32
276.685255,100181.232845,11.6,15.1,2.2,12.9,5.2,?,996.7,3.5,3.5,?,?,?,10
277.508602,100044.8057,12.6,15.1,2.62,6.67,5.56,?,994.6,3.8,3.4,?,?,?,358
276.630651,99988.461169,10.1,12,2.68,6.25,5.53,?,995.3,3.3,3.5,?,?,?,340
276.477698,100132.740471,11.1,13.6,3.61,11.43,6.8,?,995.8,3.4,3.4,?,?,?,327
276.185468,100370.75144,11.4,14.5,3.89,12.12,6.95,?,998.7,3.1,3.4,?,?,?,313
276.516903,100814.191541,9.8,11.7,3.75,8.33,6.9,?,1002.4,3.4,3.3,?,?,?,318
275.948192,101129.235882,6.6,8.1,2.99,10,6.63,?,1006.9,3.5,3.4,?,?,?,298
275.491216,101505.034722,5.7,6.8,2.61,9.09,6.61,?,1010.8,2.6,3.4,?,?,?,268
275.97507,101759.300602,6.5,8.2,2.6,7.14,6.33,?,1014,3.2,3.4,?,?,?,256
276.231798,101942.781402,6.5,7.9,1.94,8.33,6,?,1016.4,3.1,3.4,?,?,?,191
277.398767,102151.897271,8.5,9.9,1.98,4.55,5.04,?,1017.8,4,3.4,?,?,?,191
277.567354,102198.79415,8,9.6,1.74,6.25,5.21,?,1018.9,4.1,3.4,?,?,?,175
276.898142,102172.94493,9.4,10.9,1.83,7.14,4.94,?,1019.5,4.2,3.4,?,?,?,171
277.384995,102195.615517,9.6,11.6,2.62,13.79,6.18,?,1019.2,4.3,3.4,?,?,?,162
276.951629,102323.686983,8.4,10.9,3.21,10,6.95,?,1019.9,4.3,3.4,?,?,?,167
277.24253,102386.898102,8,9.4,2.71,11.43,6.45,?,1020.6,4.1,3.4,?,?,?,173
276.672866,102467.572556,6.9,8.3,2.59,10.81,6.58,?,1020.7,3.9,3.4,?,?,?,186
276.27578,102667.572314,2.9,3.6,2.43,10.81,7.73,?,1022.4,2.6,3.5,?,?,?,264
276.413732,102808.825911,1.8,2.5,2.13,11.43,7.55,?,1023.7,3.9,3.9,?,?,?,238
276.079834,102962.352617,2.7,3.4,1.8,10,7.37,?,1025.5,2.9,3.7,?,?,?,219
275.416265,103053.455372,4.2,5.1,1.43,8.33,6.38,?,1026.6,3,3.5,?,?,?,237
276.30661,103333.340514,5,5.8,1.37,8.33,6.07,?,1028.9,3.8,3.5,?,?,?,242
276.55795,103490.252959,4,4.8,1.18,7.69,5.76,?,1030.6,3.7,3.7,?,?,?,271
276.475049,103622.968719,1.4,1.9,1.04,7.69,6.51,?,1032.1,3,3.7,?,?,?,327
275.943836,103516.211588,1,1.7,1.35,10,7.54,?,1031.3,2.7,3.6,?,?,?,57
276.382033,103360.289184,1.5,2.2,1.34,10.81,7.54,?,1030.6,3.7,3.7,?,?,?,124
276.009441,102977.140891,4.7,7.2,1.17,10,7.48,?,1026.5,3.3,3.9,?,?,?,140
276.713012,102700.597911,6.1,7,1.14,10,5.38,?,1023.4,3.7,3.8,?,?,?,120
276.273458,102442.735639,5.5,7,1.4,11.43,5.89,?,1021.1,2.7,3.8,?,?,?,133
276.833399,102457.651082,4.2,5.3,1.94,10.81,8.03,?,1020.4,4.1,3.8,?,?,?,128
276.653874,102307.393112,2.5,3.6,2.37,9.09,8.22,?,1019.9,3.6,4.1,?,?,?,71
276.50019,102029.410638,5.8,6.7,1.79,10,7.04,?,1017.3,3.8,3.9,?,?,?,138
276.293085,101607.972255,6.9,8.5,1.77,9.09,6.09,?,1012.3,3.4,3.8,?,?,?,124
276.53759,101254.001681,9.7,11.9,2.3,12.9,5.74,?,1009.1,3.4,3.9,?,?,?,122
276.664635,100940.630048,8.1,10,2.07,10,5.45,?,1006,3.6,3.7,?,?,?,94
277.084565,100868.221663,10.1,11.8,2.12,6.25,4.89,?,1004.4,3.9,3.7,?,?,?,84
277.481473,100898.719409,7.7,9.3,1.75,5.88,5.16,?,1004.4,4.1,3.6,?,?,?,75
277.581702,101202.139094,3,4.6,3.78,16,10.21,?,1007.2,4.6,3.8,?,?,?,95
277.379959,101408.769162,2.2,3.4,2.71,14.81,9.74,?,1009.5,4.4,3.9,?,?,?,39
277.907455,101549.26715,0.3,1.3,2.52,12.9,9.42,?,1011.2,4.2,3.8,?,?,?,351
277.858142,101702.761371,1.7,2.3,2.07,12.12,9.36,?,1012.8,4.2,3.9,?,?,?,299
277.855026,101790.981775,2.6,3.3,1.68,10.81,8.49,?,1013.9,4.1,4.4,?,?,?,264
277.218441,101859.982786,2.6,3.5,1.35,11.43,8.01,?,1015,3.9,4.3,?,?,?,216
276.739849,101906.263563,4.7,5.7,1.34,10.81,7.87,?,1015.5,3.6,4,?,?,?,197
277.22049,101864.931091,3.5,4.3,1.08,10,6.52,?,1015,3.2,4,?,?,?,141
277.105794,101563.463236,7.7,9.4,1.11,10,4.49,?,1012.2,4.1,4,?,?,?,121
277.493943,100970.194151,10.3,11.7,1.66,5.26,4.28,?,1006.2,3.7,3.9,?,?,?,97
277.608039,100254.265814,13.3,16.7,3.09,7.14,5.61,?,999.7,4.1,3.8,?,?,?,92
278.062641,99904.545419,15.1,18.1,5.27,10.81,7.48,?,994.9,4.5,3.7,?,?,?,100
277.895269,99800.725108,11.9,14,4.94,11.43,7.47,?,992.6,4.9,3.7,?,?,?,119
277.892803,99851.862977,11.1,13.5,3.52,11.43,6.83,?,994.4,4.7,3.8,?,?,?,116
277.525542,99842.463271,11.9,13.6,3.98,11.43,6.7,?,994.8,4.9,3.8,?,?,?,125
277.499015,100102.935392,11.6,13.8,4.21,10.81,7.26,?,996.8,4.8,3.7,?,?,?,123
277.600005,100245.754434,11.9,14.6,3.9,11.43,6.84,?,998.5,4.9,3.7,?,?,?,117
277.649554,100235.180006,12,14.8,3.62,12.12,6.53,?,998,4.8,3.8,?,?,?,121
277.321441,100268.579409,6.6,8.3,3.76,12.12,7.13,?,999.3,4.2,3.7,?,?,?,131
277.798415,100414.017489,9.2,10.7,2.78,10.81,6.22,?,999.6,4.4,3.8,?,?,?,122
277.706439,100482.685993,4.1,5,2.5,10.81,6.37,?,1001.4,5,3.9,?,?,?,115
277.334988,100637.745659,4.6,5.5,1.98,7.69,6.22,?,1001.9,3.8,3.9,?,?,?,90
277.343793,100737.453851,3.9,4.9,1.83,10,6.21,?,1003.5,4.2,3.9,?,?,?,104
277.618078,100909.36075,4.3,5.1,1.59,8.33,5.97,?,1004.9,4.3,3.9,?,?,?,120
277.451089,101017.77367,5.1,5.9,1.63,6.67,5.92,?,1006.5,5.2,4.1,?,?,?,103
277.845764,101032.90652,4.9,6.2,1.23,6.67,5.26,?,1006.3,4.7,4,?,?,?,88
277.651922,100949.840359,5.8,7.1,1.27,7.14,5.25,?,1005.4,4.7,4,?,?,?,81
277.956253,100819.301915,7.4,8.8,1.74,9.09,5.62,?,1003.8,4.7,3.9,?,?,?,84
277.804604,100688.726269,7.1,8.7,2.37,10,6.69,?,1002.6,5,4,?,?,?,84
278.016715,100534.550734,8,9.5,2.36,10,6.02,?,1001.1,4.8,4,?,?,?,83
278.313039,100382.770896,8.8,10.6,2.59,10.81,6.43,?,998.9,5,4,?,?,?,75
278.361179,100349.462573,9.7,11.8,2.52,9.09,5.88,?,998.3,5,4,?,?,?,71
278.088566,100417.835036,7.4,8.7,2.32,10.81,6.22,?,998.7,5.5,4.1,?,?,?,68
278.345018,100539.788326,5.7,6.4,1.83,10,5.57,?,1000,4.7,4.1,?,?,?,72
278.401695,100606.284231,5,6.2,1.51,10,5.58,?,1002,4.2,4,?,?,?,57
278.183254,100850.616541,3.1,4.3,1.46,8.33,6.09,?,1004.6,3.3,4,?,?,?,317
278.977966,101078.396682,3.9,5.6,2.31,10.81,8.34,?,1007.1,5.2,4.6,?,?,?,281
278.568085,101262.703995,5.3,6.6,2.04,10.81,7.17,?,1009.4,4.7,4.4,?,?,?,273
278.572508,101455.65953,7.6,8.9,1.82,11.43,6.18,?,1010.9,3.3,4.2,?,?,?,261
278.34683,101628.688249,6.7,8,1.52,9.09,5.23,?,1012.3,3.9,4.2,?,?,?,256
278.133613,101777.529229,4.3,5.7,1.43,9.09,5.69,?,1013.1,4.4,4.3,?,?,?,244
277.9828,101904.376462,3.3,4.1,1.49,8.33,6.28,?,1014,5,4.3,?,?,?,264
277.504781,101961.306069,2.9,3.6,1.42,8.33,6.18,?,1014.7,4.9,4.3,?,?,?,240
277.785066,102015.982847,4.1,4.9,1.43,7.14,5.47,?,1015.3,4.8,4.3,?,?,?,293
277.995924,102016.088758,3.8,4.5,1.16,8.33,5.59,?,1015.7,5.7,4.7,?,?,?,279
277.391933,101950.598888,2.1,2.5,1.15,6.67,5.64,?,1015.5,4.3,4.5,?,?,?,278
276.682806,101805.63404,3.7,4.4,0.94,7.14,5.63,?,1014.4,3.8,4.5,?,?,?,229
277.076143,101525.900851,4,4.9,0.79,6.25,5.04,?,1012.6,3.9,4.5,?,?,?,137
277.500631,101233.030703,7,8.6,0.84,6.25,3.75,?,1009,4.6,4.7,?,?,?,135
277.349048,100844.267139,8.6,9.8,1.4,4.55,4.2,?,1005.3,4.1,4.4,?,?,?,109
277.441979,100536.169081,9.7,11.5,2.06,5.56,5.02,?,1001.1,3.9,4.3,?,?,?,93
277.948688,100497.861588,11.8,14.6,2.77,7.14,5.58,?,1000,4.4,4.2,?,?,?,70
278.086845,100724.84372,10.6,12.5,2.8,7.69,5.85,?,1001.4,4.9,4.2,?,?,?,41
277.863284,100989.422667,9.2,10.8,2.53,8.33,5.91,?,1004.7,4.7,4.2,?,?,?,33
278.671226,101142.576893,6.3,7.4,2.07,7.14,5.66,?,1006.4,4.7,4.2,?,?,?,11
278.451651,101191.904768,4.8,5.6,2.2,9.09,6.41,?,1007.7,5.2,4.2,?,?,?,349
278.774836,100880.258409,3.5,4.3,2.02,10,7.14,?,1004.1,4.8,4.5,?,?,?,256
279.476653,100571.323964,2.6,3.5,1.8,9.09,7.48,?,1001.5,3.3,4.4,?,?,?,297
279.533928,100482.634067,1.2,2.5,1.57,9.09,6.47,?,1000.5,2.3,4.4,?,?,?,71
277.677467,100619.143585,5,6.5,1.1,9.09,6.25,?,1002,2.3,4.6,?,?,?,122
277.44051,100735.502021,4,5.4,1.11,9.09,5.64,?,1003.4,2.5,4.5,?,?,?,134
277.327701,100919.168476,4.8,6.1,0.99,8.33,5.19,?,1005.2,3.6,4.4,?,?,?,150
277.904721,100812.996865,9.5,11.4,1.44,10,4.58,?,1004.3,4.7,4.4,?,?,?,110
278.004583,100776.529263,7.8,9.6,2.44,9.09,5.88,?,1002.9,4.6,4.4,?,?,?,160
278.154618,100858.413108,9.1,11,2.89,10,6.37,?,1004.7,4.3,4.3,?,?,?,192
277.939603,100196.357271,7.8,9,3.03,9.09,6.53,?,998.4,4.7,4.4,?,?,?,195
277.889739,100064.961538,5.1,6.2,2.56,10.81,6.9,?,996,4.3,4.3,?,?,?,213
278.250384,100141.164175,3.5,4.7,2.37,10,6.42,?,995.8,5,4.4,?,?,?,199
278.71487,100605.371954,8.8,11.1,2.1,9.09,5.64,?,1000.3,5.1,4.6,?,?,?,290
278.335773,100752.948003,9.4,11.2,2.56,10,5.71,?,1002.9,4.9,4.3,?,?,?,325
279.040881,100863.646478,6.1,7.8,2.32,9.09,6.32,?,1004.3,6.2,4.3,?,?,?,310
278.86588,101018.689467,6.2,7.3,2,7.69,6.42,?,1005.8,5.3,4.8,?,?,?,292
278.666558,101046.787041,6.5,7.4,2.03,8.33,5.64,?,1006,5.4,4.6,?,?,?,282
278.36102,101040.034384,5.3,6.3,2.29,7.69,6.16,?,1006.1,5.7,4.6,?,?,?,276
277.945222,101124.280475,10.3,12.1,3.51,9.09,6.7,?,1006.4,4.3,4.7,?,?,?,308
277.659521,101261.588495,11.8,14.1,4.13,10,7,?,1007.4,3.9,4.5,?,?,?,309
277.80038,101343.979961,9.2,11.3,3.26,9.09,6.48,?,1008.6,4.4,4.5,?,?,?,302
277.929383,101393.071074,4,4.9,2.2,8.33,5.91,?,1009.8,4.6,4.6,?,?,?,303
277.503897,101355.006227,1.4,1.9,2.07,8.33,6.15,?,1009.6,3.8,4.6,?,?,?,303
277.306101,101334.30352,1.8,2.3,1.58,6.67,5.45,?,1009.9,3.7,4.6,?,?,?,240
277.625923,101194.952591,3.9,4.6,1.19,7.14,5.48,?,1008.8,4.5,4.7,?,?,?,225
277.361731,100928.37241,5.8,6.8,1.26,7.14,4.88,?,1006.7,4.8,4.8,?,?,?,204
276.902834,100755.956981,2.6,3.4,1.23,5.56,4.76,?,1003.2,3.1,4.7,?,?,?,160
277.248723,100947.042575,2.9,3.6,1.32,5.88,5.47,?,1004.9,2.9,4.7,?,?,?,359
277.488286,101232.580189,1.7,2.4,1.78,8.33,6.73,?,1007.7,2.5,4.7,?,?,?,197
277.839049,101349.107603,3.3,4.1,1.76,9.09,6.76,?,1009.2,4.5,5.1,?,?,?,134
277.889878,101428.487027,5.1,6.1,1.83,9.09,6.05,?,1010.2,4.5,4.9,?,?,?,254
277.491057,101370.570876,5.7,6.9,1.42,9.09,5.68,?,1010,4.3,4.8,?,?,?,209
277.125274,101190.745255,5.5,6.3,1.24,9.09,5.26,?,1008.5,3.5,4.9,?,?,?,132
277.621899,100867.665431,7,8.2,1.21,4.76,4.3,?,1003.6,4.4,4.8,?,?,?,84
277.817615,100291.137775,6.8,8.3,1.23,5,4.38,?,999.1,4.2,4.9,?,?,?,116
277.427379,99992.515711,3,3.9,1.31,5.88,4.97,?,995.6,3.2,4.7,?,?,?,285
277.434627,100282.472482,9.1,10.7,1.44,5.88,4.52,?,998.1,4.3,4.9,?,?,?,251
278.282234,100751.361021,9.7,11.8,2.28,6.25,5.12,?,1003.9,5.2,4.9,?,?,?,236
277.492513,101117.979222,6.1,7.4,3.21,10,6.85,?,1007.8,4.3,4.9,?,?,?,226
277.259407,101023.134093,3.3,5,2.65,10,7.07,?,1008.1,3.7,4.9,?,?,?,181
277.488726,101035.139801,3.6,4.4,2.32,10,7.23,?,1006.9,4.3,4.9,?,?,?,49
278.103782,100824.219445,4.3,5.2,1.64,10,6.87,?,1004.6,5,5.4,?,?,?,359
277.462962,100709.818774,7,8.4,1.75,10,6.01,?,1003,4.7,5.1,?,?,?,311
278.324964,100741.887164,9.5,11.2,1.65,9.09,4.74,?,1002.4,4.8,4.9,?,?,?,280
278.876109,101012.519316,9.4,11.6,1.82,9.09,4.94,?,1005.1,5.9,5.1,?,?,?,283
279.112519,101173.559003,8,9.4,1.86,6.25,5.16,?,1007.8,5.6,5.1,?,?,?,265
277.776565,101351.998032,7.6,9,2.3,7.69,5.58,?,1009.3,4.8,5.1,?,?,?,275
277.109423,101209.702737,8.1,9.9,2.08,7.69,5.21,?,1009.4,4.5,5,?,?,?,247
277.20148,100961.150502,8.6,10,2.06,8.33,5.77,?,1007.6,4.1,5,?,?,?,174
277.617347,100542.307677,11.5,13.6,2.36,5.56,4.93,?,1002.9,4.8,5,?,?,?,163
277.830153,100213.676481,11.9,14.4,2.92,7.69,5.7,?,998,5.7,5,?,?,?,182
