@relation ns.arff

@attribute DATE numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric

@data
1334580600,124,7.9,9.6,3.62,8.33,7.16,?,999.4,4.4,3.7,?,?,?
1334584200,123,7.4,8.4,3.23,12.12,6.83,?,999.5,4.3,3.7,?,?,?
1334587800,123,8.4,9.8,3.13,12.12,6.63,?,999.4,4.3,3.8,?,?,?
1334591400,121,8.3,9.9,3.08,10.81,6.68,?,999.5,4.2,3.8,?,?,?
1334595000,118,8.8,10.7,3.24,12.12,6.68,?,999.4,4.3,3.8,?,?,?
1334598600,122,9.2,10.7,2.78,10.81,6.22,?,999.6,4.4,3.8,?,?,?
1334602200,131,8,9.2,2.79,10,6.27,?,999.9,4.5,3.8,?,?,?
1334605800,129,7.6,8.9,2.8,10,6.39,?,1000.1,4.6,3.8,?,?,?
1334609400,151,5.4,6.7,2.81,8.33,6.36,?,1000.5,4.4,3.8,?,?,?
1334613000,139,4.7,5.9,2.78,7.69,6.38,?,1001,4.6,3.8,?,?,?
1334616600,139,4.4,5.3,2.38,10.81,6.39,?,1001.2,4.6,3.8,?,?,?
1334620200,115,4.1,5,2.5,10.81,6.37,?,1001.4,5,3.9,?,?,?
1334623800,107,4.6,5.6,2.37,8.33,6.38,?,1001.2,5,4,?,?,?
1334627400,143,4.8,5.8,2.13,10.81,6.09,?,1001.4,4.6,4,?,?,?
1334631000,121,3.5,4.2,2.16,8.33,6.09,?,1001.4,4.2,4,?,?,?
1334634600,108,4.2,5.1,1.98,8.33,6.07,?,1001.4,4.1,3.9,?,?,?
1334638200,94,6.3,7.6,2,9.09,6.25,?,1001.5,4.1,3.9,?,?,?
1334641800,90,4.6,5.5,1.98,7.69,6.22,?,1001.9,3.8,3.9,?,?,?
1334645400,82,3.5,4.5,1.9,8.33,6.4,?,1002.1,3.8,3.9,?,?,?
1334649000,99,3.6,4.3,1.93,10,6.68,?,1002.4,3.9,3.9,?,?,?
1334652600,116,4.1,4.8,2.06,10,6.58,?,1002.6,4,3.9,?,?,?
1334656200,104,3.8,4.6,2,8.33,6.48,?,1003,4.2,3.9,?,?,?
1334659800,100,4.2,4.9,1.84,8.33,6.11,?,1003.2,4.2,3.9,?,?,?
1334663400,104,3.9,4.9,1.83,10,6.21,?,1003.5,4.2,3.9,?,?,?
1334667000,103,5,5.6,1.86,10,6.49,?,1003.7,4.2,3.9,?,?,?
1334670600,103,4.7,5.4,1.74,7.69,6.17,?,1004,4.2,3.9,?,?,?
1334674200,116,3.5,4.2,1.65,10,6.1,?,1004.1,4.1,3.9,?,?,?
1334677800,100,4.8,6.1,1.65,10,6.22,?,1004.3,4.4,3.9,?,?,?
1334681400,107,4.7,5.6,1.68,7.69,6.08,?,1004.5,4.2,3.9,?,?,?
1334685000,120,4.3,5.1,1.59,8.33,5.97,?,1004.9,4.3,3.9,?,?,?
1334688600,119,6.1,7.9,1.45,10,5.72,?,1005.2,4.5,3.9,?,?,?
1334692200,124,5.9,7.2,1.57,9.09,5.93,?,1005.5,4.5,3.9,?,?,?
1334695800,114,4.7,5.5,1.59,9.09,5.98,?,1005.8,4.8,3.9,?,?,?
1334699400,115,4.8,5.4,1.49,7.69,5.88,?,1006.1,5,4,?,?,?
1334703000,113,5.1,6,1.49,8.33,6.1,?,1006.4,5,4,?,?,?
1334706600,103,5.1,5.9,1.63,6.67,5.92,?,1006.5,5.2,4.1,?,?,?
1334710200,100,4.9,5.6,1.52,7.14,5.56,?,1006.3,5.1,4.1,?,?,?
1334713800,95,4.7,5.5,1.36,6.67,5.55,?,1006.4,4.8,4.1,?,?,?
1334717400,106,3,3.6,1.49,7.14,5.72,?,1006.2,4.6,4.1,?,?,?
1334721000,93,4.8,5.6,1.34,7.14,5.64,?,1006.2,4.6,4.1,?,?,?
1334724600,97,4.9,5.9,1.29,6.67,5.36,?,1006.3,4.7,4,?,?,?
1334728200,88,4.9,6.2,1.23,6.67,5.26,?,1006.3,4.7,4,?,?,?
1334731800,79,5.4,6.2,1.24,7.69,5.46,?,1006.2,4.6,4,?,?,?
1334735400,80,6,7.2,1.25,8.33,5.34,?,1006,4.6,4,?,?,?
1334739000,75,5.6,6.7,1.32,9.09,5.59,?,1006,4.6,4,?,?,?
1334742600,86,5.4,6.4,1.28,6.67,5.36,?,1005.9,4.7,3.9,?,?,?
1334746200,86,5.7,7.1,1.22,7.14,5.21,?,1005.7,4.7,4,?,?,?
1334749800,81,5.8,7.1,1.27,7.14,5.25,?,1005.4,4.7,4,?,?,?
1334753400,84,6.2,7.4,1.3,8.33,5.05,?,1005,4.6,4,?,?,?
1334757000,76,6.8,8,1.22,8.33,4.72,?,1004.8,4.6,4,?,?,?
1334760600,82,7.2,9.3,1.36,8.33,4.9,?,1004.4,4.6,4,?,?,?
1334764200,76,7,8.5,1.4,7.69,4.89,?,1004.1,4.7,3.9,?,?,?
1334767800,79,6.9,8.7,1.54,9.09,5.16,?,1003.8,4.7,3.9,?,?,?
1334771400,84,7.4,8.8,1.74,9.09,5.62,?,1003.8,4.7,3.9,?,?,?
1334775000,90,6.9,8.3,2.14,9.09,6.27,?,1003.7,4.8,3.9,?,?,?
1334778600,82,6.8,8.2,2.14,9.09,6.35,?,1003.5,4.8,3.9,?,?,?
1334782200,83,6.8,8.5,2.45,10,6.7,?,1003.5,4.9,3.9,?,?,?
1334785800,81,6.1,7.2,2.35,10.81,6.75,?,1003.3,5.1,3.9,?,?,?
1334789400,87,6.5,8,2.51,10,6.89,?,1003,4.9,3.9,?,?,?
1334793000,84,7.1,8.7,2.37,10,6.69,?,1002.6,5,4,?,?,?
1334796600,77,6.9,8.1,2.47,9.09,6.73,?,1002.1,5,4,?,?,?
1334800200,85,7.3,8.9,2.74,9.09,6.75,?,1001.7,5,4,?,?,?
1334803800,95,6.2,7.3,2.78,10,6.86,?,1001.5,4.9,4,?,?,?
1334807400,89,7.6,8.9,2.66,10,6.68,?,1001.2,4.8,3.9,?,?,?
1334811000,85,8.4,9.7,2.47,9.09,6.39,?,1001,4.9,3.9,?,?,?
1334814600,83,8,9.5,2.36,10,6.02,?,1001.1,4.8,4,?,?,?
1334818200,82,7.6,8.9,2.33,10,6.05,?,1001,4.9,4,?,?,?
1334821800,70,7.3,8.7,2.36,9.09,6.23,?,1000.6,4.9,4,?,?,?
1334825400,65,7.4,8.8,2.35,10.81,6.21,?,1000.2,5,4,?,?,?
1334829000,63,8,9.7,2.34,9.09,6.16,?,999.6,5,4,?,?,?
1334832600,71,8.5,10.2,2.67,10.81,6.55,?,999.3,5,4,?,?,?
1334836200,75,8.8,10.6,2.59,10.81,6.43,?,998.9,5,4,?,?,?
1334839800,79,8.8,10.9,2.7,10.81,6.49,?,998.7,5,4,?,?,?
1334843400,74,9.2,11.4,2.59,9.09,6.24,?,998.5,4.9,4,?,?,?
1334847000,72,9.3,11,2.78,10.81,6.37,?,998.3,4.9,4,?,?,?
1334850600,72,9.3,11.3,2.67,9.09,6.23,?,998.2,4.8,4,?,?,?
1334854200,79,8.8,11.7,2.64,10,6.07,?,998.3,4.8,4,?,?,?
1334857800,71,9.7,11.8,2.52,9.09,5.88,?,998.3,5,4,?,?,?
1334861400,71,9,10.8,2.43,11.43,5.79,?,998.3,5,4,?,?,?
1334865000,69,8.8,10.7,2.39,10.81,5.61,?,998.4,5.1,4,?,?,?
1334868600,69,8.8,10.4,2.3,10.81,5.7,?,998.4,5.1,4,?,?,?
1334872200,66,7.8,9.1,2.31,11.43,5.81,?,998.6,5.3,4,?,?,?
1334875800,73,7.8,9.8,2.08,10,5.68,?,998.6,5.3,4,?,?,?
1334879400,68,7.4,8.7,2.32,10.81,6.22,?,998.7,5.5,4.1,?,?,?
1334883000,63,6.9,8.3,2.16,10.81,6.09,?,998.8,5.3,4.1,?,?,?
1334886600,68,7,8.2,2.08,10,5.96,?,998.8,5.2,4.1,?,?,?
1334890200,70,6.9,8.8,2.04,10.81,5.82,?,999,4.9,4.1,?,?,?
1334893800,64,6.3,7.7,1.94,9.09,5.61,?,999.2,4.9,4.1,?,?,?
1334897400,81,5.9,7,1.86,9.09,5.7,?,999.5,4.8,4.1,?,?,?
1334901000,72,5.7,6.4,1.83,10,5.57,?,1000,4.7,4.1,?,?,?
1334904600,67,5.6,7,1.7,7.14,5.44,?,1000.6,4.7,4.1,?,?,?
1334908200,58,4.7,5.3,1.65,8.33,5.39,?,1000.8,4.5,4,?,?,?
1334911800,52,4.3,5.1,1.61,8.33,5.5,?,1001,4.3,4,?,?,?
1334915400,54,5,5.9,1.43,7.69,5.31,?,1001.4,4.4,4,?,?,?
1334919000,62,6.7,8.3,1.58,9.09,5.64,?,1001.7,4.2,4,?,?,?
1334922600,57,5,6.2,1.51,10,5.58,?,1002,4.2,4,?,?,?
1334926200,33,3.6,4.4,1.44,9.09,5.62,?,1002.3,4.3,4,?,?,?
1334929800,53,4.4,5.7,1.49,9.09,5.73,?,1002.7,4.2,4,?,?,?
1334933400,44,3,4,1.47,9.09,5.7,?,1003.1,3.2,4,?,?,?
1334937000,359,2.5,3,1.44,9.09,5.82,?,1003.7,2.5,4,?,?,?
1334940600,354,2.9,3.7,1.46,7.14,5.71,?,1004.2,2.3,4,?,?,?
1334944200,317,3.1,4.3,1.46,8.33,6.09,?,1004.6,3.3,4,?,?,?
1334947800,317,3,4,1.38,8.33,5.99,?,1005,4.1,4.1,?,?,?
1334951400,288,3.4,4.1,1.48,9.09,6.25,?,1005.4,4.8,4.2,?,?,?
1334955000,277,3.4,4.4,1.87,10,7.21,?,1005.9,4.3,4.3,?,?,?
1334958600,281,3.7,4.7,1.95,9.09,7.57,?,1006.3,5.1,4.4,?,?,?
1334962200,280,3.8,5,2.27,10,8.1,?,1006.8,5.1,4.5,?,?,?
1334965800,281,3.9,5.6,2.31,10.81,8.34,?,1007.1,5.2,4.6,?,?,?
1334969400,271,3.6,5,2.55,10.81,8.39,?,1007.4,5.4,4.6,?,?,?
1334973000,270,4.3,5.4,2.56,10.81,8.42,?,1007.8,5.4,4.7,?,?,?
1334976600,274,4.7,6.1,2.29,10.81,8.01,?,1008.2,5.2,4.6,?,?,?
1334980200,273,4.9,6.4,2.17,10.81,7.61,?,1008.4,5.1,4.6,?,?,?
1334983800,272,5.4,6.7,1.96,10.81,7.21,?,1008.8,4.9,4.4,?,?,?
1334987400,273,5.3,6.6,2.04,10.81,7.17,?,1009.4,4.7,4.4,?,?,?
1334991000,264,5.1,6.1,1.93,10.81,6.91,?,1009.6,4.6,4.4,?,?,?
1334994600,257,5.4,6.5,1.67,10,6.3,?,1009.8,4.6,4.3,?,?,?
1334998200,258,5.8,7.1,1.88,10.81,6.71,?,1010.3,4.6,4.3,?,?,?
1335001800,260,6.3,7.5,1.67,10.81,6.56,?,1010.5,4.1,4.3,?,?,?
1335005400,257,6.9,8.1,1.71,10.81,6.34,?,1010.8,3.6,4.2,?,?,?
1335009000,261,7.6,8.9,1.82,11.43,6.18,?,1010.9,3.3,4.2,?,?,?
1335012600,259,7,8.5,1.79,10.81,5.91,?,1011.3,3.3,4.3,?,?,?
1335016200,265,7.5,9,1.75,10,5.94,?,1011.4,3.9,4.2,?,?,?
1335019800,263,6.9,8,1.53,11.43,5.52,?,1011.6,4,4.2,?,?,?
1335027000,252,7.5,8.7,1.65,9.09,5.43,?,1012,3.7,4.2,?,?,?
1335030600,256,6.7,8,1.52,9.09,5.23,?,1012.3,3.9,4.2,?,?,?
1335034200,265,6.8,7.6,1.62,9.09,5.26,?,1012.4,3.9,4.2,?,?,?
1335037800,256,6.6,7.8,1.47,8.33,5.14,?,1012.6,3.9,4.2,?,?,?
1335041400,260,5.5,7,1.54,10,5.33,?,1012.9,3.8,4.2,?,?,?
1335045000,256,5.9,7.4,1.47,9.09,5.66,?,1012.9,4,4.2,?,?,?
1335048600,234,4.2,5.6,1.47,10,5.65,?,1013,4.3,4.3,?,?,?
1335052200,244,4.3,5.7,1.43,9.09,5.69,?,1013.1,4.4,4.3,?,?,?
1335055800,237,3.6,4.6,1.48,9.09,5.7,?,1013,4.1,4.4,?,?,?
1335059400,255,2.3,3.2,1.44,10,5.63,?,1013.1,4,4.4,?,?,?
1335063000,223,3.2,3.9,1.48,8.33,5.79,?,1013.2,4,4.4,?,?,?
1335066600,222,3.2,3.8,1.4,8.33,5.91,?,1013.2,4.2,4.3,?,?,?
1335070200,224,3.1,3.8,1.55,7.69,6.09,?,1013.6,4.5,4.3,?,?,?
1335073800,264,3.3,4.1,1.49,8.33,6.28,?,1014,5,4.3,?,?,?
1335077400,319,3,4,1.51,7.14,6.21,?,1014.3,4.8,4.3,?,?,?
1335081000,320,3,3.7,1.38,7.69,5.97,?,1014.6,4.9,4.3,?,?,?
1335084600,324,2.3,3.7,1.36,6.67,6.06,?,1014.6,4.9,4.3,?,?,?
1335088200,320,1.6,2.9,1.38,7.69,6.18,?,1014.6,4.9,4.3,?,?,?
1335091800,235,0.3,1,1.33,7.14,6.09,?,1014.6,5,4.3,?,?,?
1335095400,240,2.9,3.6,1.42,8.33,6.18,?,1014.7,4.9,4.3,?,?,?
1335099000,251,3.4,4,1.23,7.69,5.74,?,1014.5,4.9,4.3,?,?,?
1335102600,277,4,4.8,1.34,6.67,5.61,?,1014.8,4.8,4.3,?,?,?
1335106200,287,4.8,6.1,1.35,7.69,5.63,?,1014.9,4.6,4.3,?,?,?
1335109800,301,4.1,5.2,1.33,7.14,5.45,?,1014.8,4.6,4.3,?,?,?
1335113400,304,4.6,5.4,1.28,7.14,5.42,?,1015.1,4.6,4.3,?,?,?
1335117000,293,4.1,4.9,1.43,7.14,5.47,?,1015.3,4.8,4.3,?,?,?
1335120600,271,3.1,3.7,1.33,6.25,5.48,?,1015.6,5.2,4.4,?,?,?
1335124200,270,4.4,5.1,1.38,7.69,5.59,?,1015.6,5.7,4.4,?,?,?
1335127800,276,3.7,4.3,1.27,7.69,5.56,?,1015.8,5.7,4.5,?,?,?
1335131400,301,4.9,5.6,1.31,6.67,5.62,?,1015.6,5.8,4.6,?,?,?
1335135000,290,3.9,4.6,1.18,6.25,5.49,?,1015.7,5.6,4.6,?,?,?
1335138600,279,3.8,4.5,1.16,8.33,5.59,?,1015.7,5.7,4.7,?,?,?
1335142200,279,5,5.7,1.2,8.33,5.61,?,1015.8,5.2,4.7,?,?,?
1335145800,290,5,5.8,1.15,8.33,5.22,?,1015.6,4.9,4.6,?,?,?
1335149400,288,4,4.6,1.07,7.69,5.06,?,1015.7,4.7,4.6,?,?,?
1335153000,286,3.7,4.2,1.08,7.14,5.31,?,1015.7,4.5,4.6,?,?,?
1335156600,273,3.6,4.1,1.04,7.69,5.27,?,1015.7,4.4,4.6,?,?,?
1335160200,278,2.1,2.5,1.15,6.67,5.64,?,1015.5,4.3,4.5,?,?,?
1335163800,265,2.4,2.8,1.14,7.14,5.36,?,1015.4,4.2,4.6,?,?,?
1335167400,245,1.9,2.5,1.03,7.14,5.49,?,1015.3,4.1,4.6,?,?,?
1335171000,230,2.7,3.5,1.03,7.69,5.42,?,1015,4.1,4.6,?,?,?
1335174600,227,2.5,3.5,1.02,7.14,5.58,?,1015,4,4.5,?,?,?
1335178200,242,3.9,4.9,0.94,7.69,5.59,?,1014.8,3.9,4.5,?,?,?
1335181800,229,3.7,4.4,0.94,7.14,5.63,?,1014.4,3.8,4.5,?,?,?
1335185400,212,2.6,3.4,0.89,7.14,5.6,?,1013.9,3.7,4.5,?,?,?
1335189000,201,3.1,3.8,0.82,6.67,5.22,?,1013.6,3.6,4.5,?,?,?
1335192600,193,3.7,4.2,0.8,6.67,5.45,?,1012.8,3.6,4.4,?,?,?
1335196200,170,3.4,4,0.74,6.67,5.36,?,1012.4,3.7,4.4,?,?,?
1335199800,133,3.8,4.5,0.81,6.67,5.13,?,1012.5,3.8,4.5,?,?,?
1335203400,137,4,4.9,0.79,6.25,5.04,?,1012.6,3.9,4.5,?,?,?
1335207000,159,4.1,4.7,0.75,7.14,4.93,?,1012.2,3.9,4.5,?,?,?
1335210600,132,4.4,5.5,0.72,7.14,4.65,?,1011.7,3.9,4.5,?,?,?
1335214200,135,5.2,6,0.74,6.67,4.55,?,1011.1,4,4.6,?,?,?
1335217800,135,5.8,7,0.72,6.67,4.06,?,1010.5,4.5,4.6,?,?,?
1335221400,132,6.3,7.3,0.76,6.25,3.88,?,1009.7,4.7,4.6,?,?,?
1335225000,135,7,8.6,0.84,6.25,3.75,?,1009,4.6,4.7,?,?,?
1335228600,124,7.5,8.9,0.92,3.7,3.77,?,1008.1,4.5,4.7,?,?,?
1335232200,119,8.6,10,1,3.85,3.73,?,1007.2,4.4,4.6,?,?,?
1335235800,118,8.2,10.1,1.13,3.7,3.74,?,1006.9,4.4,4.5,?,?,?
1335239400,116,8.4,10.1,1.22,4,3.96,?,1006.4,4.2,4.5,?,?,?
1335243000,113,8.7,10.1,1.35,4.55,4.15,?,1005.8,4.1,4.4,?,?,?
1335246600,109,8.6,9.8,1.4,4.55,4.2,?,1005.3,4.1,4.4,?,?,?
1335250200,95,8.2,9.6,1.51,4.76,4.54,?,1004.5,3.8,4.4,?,?,?
1335253800,94,8.5,10,1.56,5.26,4.65,?,1003.9,4,4.4,?,?,?
1335257400,100,9.7,11.3,1.71,5.26,4.79,?,1003.2,4.3,4.4,?,?,?
1335261000,96,9.9,11.8,1.82,10.81,4.84,?,1002.3,4.1,4.4,?,?,?
1335264600,96,9.3,11.4,2.08,5,4.99,?,1001.8,3.7,4.3,?,?,?
1335268200,93,9.7,11.5,2.06,5.56,5.02,?,1001.1,3.9,4.3,?,?,?
1335271800,83,10.7,12.6,2.11,5.88,5.08,?,1000.5,3.7,4.3,?,?,?
1335275400,84,10.6,12.5,2.23,6.25,5.05,?,1000.1,3.9,4.3,?,?,?
1335279000,77,10.9,13.2,2.28,5.88,5.29,?,1000,3.9,4.3,?,?,?
1335282600,73,11.2,13.6,2.27,6.25,5.08,?,999.8,4,4.3,?,?,?
1335286200,73,12.5,15.4,2.55,6.67,5.37,?,999.9,4.1,4.2,?,?,?
1335289800,70,11.8,14.6,2.77,7.14,5.58,?,1000,4.4,4.2,?,?,?
1335293400,68,10.8,13.6,3.07,7.69,5.87,?,1000.2,4.7,4.2,?,?,?
1335297000,60,10.6,12.8,2.97,7.69,5.85,?,1000.6,4.5,4.2,?,?,?
1335300600,52,10.9,12.7,3.03,7.14,5.97,?,1000.6,4.4,4.2,?,?,?
1335304200,47,11.3,13.4,3.23,8.33,6.12,?,1000.8,4.7,4.2,?,?,?
1335307800,47,10.9,13.1,2.94,7.69,6,?,1001,4.7,4.2,?,?,?
1335311400,41,10.6,12.5,2.8,7.69,5.85,?,1001.4,4.9,4.2,?,?,?
1335315000,43,11,13.1,2.99,8.33,5.98,?,1001.7,4.8,4.2,?,?,?
1335318600,40,10.7,13.6,2.76,7.14,5.85,?,1002.2,4.6,4.2,?,?,?
1335322200,37,10.3,12.3,2.78,7.14,5.67,?,1002.7,4.8,4.2,?,?,?
1335325800,39,10.2,12.4,2.82,6.67,5.83,?,1003.2,4.7,4.2,?,?,?
1335329400,35,9.3,11.3,2.61,8.33,5.8,?,1004,4.7,4.2,?,?,?
1335333000,33,9.2,10.8,2.53,8.33,5.91,?,1004.7,4.7,4.2,?,?,?
1335336600,29,8.2,10.2,2.52,6.25,5.83,?,1005.4,4.7,4.2,?,?,?
1335340200,27,8,9.6,2.58,6.67,5.88,?,1005.7,4.7,4.1,?,?,?
1335343800,19,7.7,9.4,2.34,7.69,5.86,?,1005.9,4.7,4.1,?,?,?
1335347400,23,7.6,9.8,2.24,6.67,5.75,?,1006.1,4.6,4.2,?,?,?
1335351000,19,7.4,9.2,2.38,6.25,5.85,?,1006.3,4.7,4.2,?,?,?
1335354600,11,6.3,7.4,2.07,7.14,5.66,?,1006.4,4.7,4.2,?,?,?
1335358200,6,6.5,7.8,2.11,6.67,5.61,?,1006.6,4.8,4.2,?,?,?
1335361800,2,6,7.3,2.05,9.09,5.73,?,1006.7,4.8,4.2,?,?,?
1335365400,0,6.2,7.5,2.1,8.33,5.93,?,1006.8,5,4.2,?,?,?
1335369000,356,5.8,7.1,2.11,8.33,5.95,?,1007.2,4.9,4.2,?,?,?
1335372600,355,5.2,6.6,1.99,8.33,5.86,?,1007.6,4.9,4.2,?,?,?
1335376200,349,4.8,5.6,2.2,9.09,6.41,?,1007.7,5.2,4.2,?,?,?
1335379800,350,5.2,6.4,2.08,8.33,6.09,?,1007.8,5.4,4.2,?,?,?
1335383400,344,5.2,6.1,2.1,8.33,6.22,?,1007.8,5.9,4.3,?,?,?
1335387000,350,4.3,5.4,1.95,8.33,6.15,?,1007.7,6,4.3,?,?,?
1335390600,347,3.2,4.2,2.05,8.33,6.42,?,1007.5,5.7,4.3,?,?,?
1335394200,313,3.4,4.6,2.19,9.09,6.88,?,1007.2,5.4,4.4,?,?,?
1335401400,281,4.5,5.7,2.14,9.09,6.94,?,1006.2,5.4,4.6,?,?,?
1335405000,273,4.3,5.1,1.99,9.09,7.07,?,1005.6,5.3,4.6,?,?,?
1335408600,260,4.4,5.4,2.09,10,7.45,?,1005.2,5.3,4.6,?,?,?
1335412200,268,5.2,6.7,1.85,10,7.11,?,1004.8,5.2,4.6,?,?,?
1335415800,262,5,6.2,2,10.81,7.08,?,1004.2,5,4.5,?,?,?
1335419400,256,3.5,4.3,2.02,10,7.14,?,1004.1,4.8,4.5,?,?,?
1335426600,261,1.4,2.1,2,10,7.49,?,1003.3,4.6,4.5,?,?,?
1335430200,251,2.1,3,1.86,10,7.22,?,1002.7,4.5,4.5,?,?,?
1335433800,293,1.7,2.6,1.81,10.81,7.42,?,1002.3,4.4,4.5,?,?,?
1335437400,304,3,3.7,1.98,10,7.76,?,1001.8,4.4,4.4,?,?,?
1335441000,297,2.6,3.5,1.8,9.09,7.48,?,1001.5,3.3,4.4,?,?,?
1335444600,307,2.6,3.3,1.81,10,7.48,?,1001.2,2.7,4.4,?,?,?
1335448200,332,1.7,2.6,1.5,10,7.07,?,1001,2.4,4.4,?,?,?
1335451800,347,1.4,2.5,1.62,9.09,6.99,?,1000.8,2.5,4.4,?,?,?
1335455400,344,1.8,2.6,1.71,9.09,7.05,?,1000.1,3.1,4.4,?,?,?
1335459000,77,1.3,2.1,1.56,10,6.62,?,1000.5,2.3,4.4,?,?,?
1335462600,71,1.2,2.5,1.57,9.09,6.47,?,1000.5,2.3,4.4,?,?,?
1335466200,133,0.9,1.7,1.72,9.09,6.7,?,1000.4,2.7,4.5,?,?,?
1335469800,156,1.9,2.5,1.65,9.09,6.69,?,1000.5,3,4.6,?,?,?
1335473400,161,2.1,3,1.53,9.09,6.77,?,1000.8,2.8,4.7,?,?,?
1335477000,160,1.7,2.4,1.54,8.33,6.54,?,1000.5,3.1,4.7,?,?,?
1335480600,171,1.9,2.9,1.54,8.33,6.93,?,1000.6,3.4,4.9,?,?,?
1335487800,115,3.4,4.7,1.33,9.09,6.83,?,1000.8,2.7,5,?,?,?
1335491400,155,3.6,4.6,1.27,8.33,6.6,?,1000.8,2.5,4.9,?,?,?
1335495000,148,3.2,4.5,1.16,9.09,6.43,?,1001,2.5,4.8,?,?,?
1335498600,139,4.5,5.8,1.16,9.09,6.61,?,1001.2,2.2,4.8,?,?,?
1335502200,139,3.6,5.5,1.15,8.33,6.49,?,1001.5,2.3,4.6,?,?,?
1335505800,122,5,6.5,1.1,9.09,6.25,?,1002,2.3,4.6,?,?,?
1335509400,147,4.9,6.9,1.2,9.09,6.1,?,1002.6,2.4,4.6,?,?,?
1335513000,150,5.6,8,1.12,8.33,5.54,?,1002.8,2.1,4.6,?,?,?
1335516600,162,5.6,7.7,1.14,8.33,5.61,?,1003,2.2,4.5,?,?,?
1335520200,152,3.8,5,1.2,9.09,5.8,?,1003.2,2.4,4.5,?,?,?
1335523800,125,4.4,5.7,1.31,9.09,5.9,?,1003.4,2.4,4.5,?,?,?
1335527400,134,4,5.4,1.11,9.09,5.64,?,1003.4,2.5,4.5,?,?,?
1335534600,141,4.3,6.4,0.99,9.09,5.62,?,1003.7,2.6,4.4,?,?,?
1335538200,126,4.5,6,0.98,9.09,5.72,?,1004,2.8,4.4,?,?,?
1335541800,147,4.8,6.1,0.98,8.33,5.5,?,1004.3,2.8,4.4,?,?,?
1335545400,144,5.5,7.3,0.99,7.69,5.66,?,1004.7,3.4,4.4,?,?,?
1335549000,150,4.8,6.1,0.99,8.33,5.19,?,1005.2,3.6,4.4,?,?,?
1335552600,143,5.4,6.7,1.02,8.33,4.83,?,1005.3,3.8,4.4,?,?,?
1335556200,153,5.6,7.6,1.02,8.33,4.81,?,1006,3.9,4.4,?,?,?
1335559800,159,5.6,7.5,1.07,8.33,4.94,?,1006.2,4,4.4,?,?,?
1335563400,156,4.7,5.7,1.05,7.69,4.99,?,1006.3,4.5,4.4,?,?,?
1335567000,150,5.7,6.7,1.15,8.33,5.14,?,1006.2,4.8,4.5,?,?,?
1335574200,133,5.4,6.4,1.06,7.69,5,?,1005.6,5,4.5,?,?,?
1335577800,119,5,5.8,1.15,8.33,5.27,?,1005.4,5,4.5,?,?,?
1335581400,125,6.6,7.6,1.18,9.09,5.19,?,1005.1,4.9,4.5,?,?,?
1335585000,108,6.8,8.1,1.16,9.09,4.76,?,1004.9,4.9,4.5,?,?,?
1335588600,106,8.5,10.1,1.37,10,4.77,?,1004.6,4.7,4.4,?,?,?
1335592200,110,9.5,11.4,1.44,10,4.58,?,1004.3,4.7,4.4,?,?,?
1335595800,105,11,13.4,1.75,10,4.75,?,1003.9,4.7,4.4,?,?,?
1335599400,110,11.5,13.9,1.95,5.26,4.71,?,1003.5,4.7,4.4,?,?,?
1335603000,109,11.1,14,2.31,5.88,5.02,?,1003.3,4.6,4.4,?,?,?
1335606600,115,10.2,12.1,2.45,6.25,5.25,?,1003,4.7,4.4,?,?,?
1335610200,164,6.2,7.3,2.62,6.67,5.6,?,1002.7,4.7,4.4,?,?,?
1335613800,160,7.8,9.6,2.44,9.09,5.88,?,1002.9,4.6,4.4,?,?,?
1335617400,172,8.4,9.9,2.36,9.09,5.8,?,1003.2,4.5,4.4,?,?,?
1335621000,179,8.6,10.2,2.25,10,5.9,?,1003.4,4.5,4.3,?,?,?
1335624600,178,8.6,10.3,2.29,9.09,5.78,?,1003.5,4.5,4.3,?,?,?
1335628200,188,9.6,11.6,2.27,9.09,5.71,?,1004,4.6,4.3,?,?,?
1335631800,191,9.5,11.4,2.49,7.14,5.66,?,1004.4,4.2,4.3,?,?,?
1335635400,192,9.1,11,2.89,10,6.37,?,1004.7,4.3,4.3,?,?,?
1335639000,195,9.6,11.6,3.12,10.81,6.4,?,1004.8,4.3,4.3,?,?,?
1335642600,190,7.2,8.6,3.26,10,6.68,?,1005,4.8,4.3,?,?,?
1335646200,171,7.1,9,2.86,10,6.46,?,1004.9,5.2,4.3,?,?,?
1335649800,161,6.8,7.9,2.9,9.09,6.58,?,1004.4,5.2,4.3,?,?,?
1335653400,143,8.2,9.9,2.98,10,6.63,?,1003.4,5.1,4.3,?,?,?
1335660600,129,8.8,10.6,3,9.09,6.8,?,1000.7,5,4.3,?,?,?
1335664200,158,8.2,9.6,3.06,9.09,6.67,?,999.5,5.1,4.3,?,?,?
1335667800,186,8.3,9.8,3.12,11.43,6.77,?,998.9,4.9,4.3,?,?,?
1335671400,202,9,10.9,3.03,10,6.76,?,998.5,4.9,4.3,?,?,?
1335675000,207,9.9,12.3,3.06,10.81,6.7,?,998.4,4.5,4.4,?,?,?
