@relation ns.arff

@attribute DATE numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric

@data
1347781800,175,16.2,20.3,?,?,?,?,1004.7,12,10.9,?,?,?
1347785400,174,15.2,18.7,6.33,11.43,8.05,?,1004.8,11.9,10.9,?,?,?
1347789000,171,14.7,18,6.46,11.43,8.3,?,1004.5,12,10.8,?,?,?
1347792600,171,15.2,19.2,6.09,10,7.98,?,1004,12.1,10.8,?,?,?
1347796200,171,14.3,17.8,6.35,10.81,8.32,?,1003.9,12,10.8,?,?,?
1347799800,169,13.9,17.2,6.1,12.12,8.49,?,1003.2,12.1,10.8,?,?,?
1347803400,169,13.3,16.5,5.68,12.12,7.94,?,1002.7,12,10.8,?,?,?
1347807000,171,13.4,16.2,5.83,12.12,8.13,?,1002.3,12,10.8,?,?,?
1347810600,176,13.1,16.3,5.44,11.43,7.98,?,1002.4,12,10.8,?,?,?
1347814200,192,10,12.6,5.58,12.12,7.88,?,1002.8,11.6,10.8,?,?,?
1347817800,229,9,11.4,4.95,12.12,7.85,?,1004,10.4,10.8,?,?,?
1347821400,226,10.6,12.6,4.3,10.81,7.34,?,1004.5,10.2,10.8,?,?,?
1347825000,214,10.2,13.4,4.83,12.12,7.81,?,1005.6,10.1,10.8,?,?,?
1347828600,210,11.4,13.7,4.02,12.12,7.28,?,1006.3,10.4,10.8,?,?,?
1347832200,214,11.4,13.8,4.29,12.12,7.39,?,1007.4,10.8,10.8,?,?,?
1347835800,216,11.2,13.4,4.3,11.43,7.12,?,1008.2,11,10.8,?,?,?
1347839400,214,12.5,15.6,4.53,11.43,7.43,?,1008.8,10.9,10.8,?,?,?
1347843000,212,12,14.5,3.93,11.43,6.81,?,1009.4,11,10.8,?,?,?
1347846600,212,12.3,15.4,3.98,12.12,6.87,?,1010.4,11.1,10.8,?,?,?
1347850200,214,12.8,15.4,4.31,11.43,7.33,?,1011.2,11.1,10.8,?,?,?
1347853800,223,10.9,12.9,4.34,9.09,7.1,?,1012.1,11,10.9,?,?,?
1347857400,228,11,13.9,4.22,8.33,7.07,?,1012.7,11,10.9,?,?,?
1347861000,223,10.8,13.3,3.81,10.81,6.97,?,1013.4,10.9,10.9,?,?,?
1347864600,217,10.3,12.4,3.79,9.09,6.74,?,1014.4,10.9,10.9,?,?,?
1347868200,225,12.4,15.2,3.64,8.33,6.8,?,1014.9,10.8,10.9,?,?,?
1347871800,216,10,12.3,3.92,10,6.9,?,1015.5,10.8,10.9,?,?,?
1347875400,228,10.8,13.1,3.74,10,6.53,?,1016,10.6,10.9,?,?,?
1347879000,230,10.9,13,3.86,10.81,6.79,?,1016.5,10.6,10.8,?,?,?
1347882600,231,10.1,12.9,4.53,10.81,7.7,?,1016.9,10.5,10.8,?,?,?
1347886200,233,10,12.1,4.23,11.43,7.72,?,1017.1,10.5,10.8,?,?,?
1347889800,237,9.9,11.7,4.33,10,7.67,?,1017.7,10.4,10.8,?,?,?
1347893400,239,9.4,12.1,4.55,12.9,8.11,?,1017.9,10.5,10.8,?,?,?
1347897000,243,8.9,11.1,4.56,11.43,7.96,?,1018.4,10.5,10.8,?,?,?
1347900600,242,8,10,4.29,12.9,8.07,?,1018.9,10.5,10.8,?,?,?
1347904200,236,7.2,9,4.25,12.9,8.22,?,1019.2,10.5,10.8,?,?,?
1347907800,232,7.7,9.5,4.59,12.12,8.49,?,1019.5,10.5,10.8,?,?,?
1347911400,221,8.7,10.5,4.42,12.12,8.05,?,1020.1,10.6,10.8,?,?,?
1347915000,213,8.7,10.8,3.76,10.81,7.52,?,1020.2,10.7,10.9,?,?,?
1347918600,218,8.3,10.2,3.5,10.81,7.16,?,1020.4,10.7,11,?,?,?
1347922200,208,7.8,9.3,3.13,9.09,6.68,?,1020.4,10.8,11,?,?,?
1347925800,202,7.3,9.3,2.89,11.43,6.4,?,1020.2,10.8,11,?,?,?
1347929400,196,7.5,9.2,3.06,10,6.64,?,1019.9,10.7,11,?,?,?
1347933000,188,7.5,9,2.66,10,6.37,?,1020.1,10.7,11,?,?,?
1347936600,186,8.5,10.4,3.06,10.81,6.78,?,1019.6,10.7,11,?,?,?
1347940200,185,8.7,10.8,2.96,10,6.77,?,1019.6,10.8,10.9,?,?,?
1347943800,188,9.1,10.5,2.8,10.81,6.54,?,1019.5,10.8,11,?,?,?
1347947400,184,9.2,11.2,2.64,10,6.58,?,1019.3,10.8,11,?,?,?
1347951000,179,10,11.9,3.15,10.81,6.67,?,1019,10.8,10.9,?,?,?
1347954600,176,9.8,11.6,2.69,10,5.95,?,1018.6,10.9,10.9,?,?,?
1347958200,175,10.5,12.9,2.67,9.09,5.85,?,1018.3,10.9,10.9,?,?,?
1347961800,174,11.5,14,2.57,10,5.58,?,1017.5,10.9,10.9,?,?,?
1347965400,178,11.7,14.6,2.69,8.33,5.52,?,1016.4,10.9,10.9,?,?,?
1347969000,184,13.7,18.1,2.83,9.09,5.46,?,1015.7,10.7,11,?,?,?
1347972600,173,12.7,15.7,2.96,7.14,5.55,?,1015,10.8,11,?,?,?
1347976200,176,12.9,16.4,3.07,7.69,5.55,?,1014.9,11,11,?,?,?
1347979800,181,12.7,15.1,3.16,8.33,5.73,?,1014.8,11,11,?,?,?
1347983400,181,12,14.7,3.18,8.33,5.88,?,1014.7,11,11,?,?,?
1347987000,179,11.1,14,3.09,7.69,6.03,?,1014.4,10.9,11,?,?,?
1347990600,175,12,14.4,3.51,9.09,6.59,?,1014.2,11,11,?,?,?
1347994200,174,11.8,14.7,3.81,10.81,7.25,?,1013.8,10.9,11,?,?,?
1347997800,178,11.6,14.3,4.25,10.81,7.46,?,1013.8,10.8,10.9,?,?,?
1348001400,177,11,13.5,4.21,11.43,7.24,?,1013.6,10.9,10.8,?,?,?
1348005000,176,10.6,12.5,3.77,10.81,6.99,?,1013.6,10.9,10.8,?,?,?
1348008600,175,10.3,11.9,3.76,11.43,6.91,?,1013.2,11.1,10.8,?,?,?
1348012200,169,10.8,13.2,3.4,11.43,6.59,?,1012.3,11.1,10.8,?,?,?
1348015800,174,9.8,11.8,3.63,11.43,6.79,?,1012.3,11.1,10.8,?,?,?
1348019400,173,9.5,10.9,3.08,8.33,6.13,?,1012.2,11,10.8,?,?,?
1348023000,171,8.5,10,3.28,11.43,6.38,?,1011.9,10.8,10.9,?,?,?
1348026600,169,9.1,10.9,2.96,9.09,6.17,?,1011.7,10.7,11,?,?,?
1348030200,167,8.9,10.5,2.54,11.43,5.93,?,1011.7,10.7,11,?,?,?
1348033800,165,8.4,10,2.79,10,6.49,?,1011.5,10.7,11,?,?,?
1348037400,175,8.7,10.9,2.95,12.12,6.95,?,1011.6,11,11,?,?,?
1348041000,169,7.9,9.6,3.1,11.43,7.23,?,1011.2,11.1,11,?,?,?
1348044600,166,8.8,10.8,2.95,11.43,6.64,?,1010.6,11.2,10.9,?,?,?
1348048200,164,9.5,11.7,3.1,10.81,6.81,?,1010.2,11.4,10.8,?,?,?
1348051800,163,10.2,12.6,3.06,11.43,6.54,?,1009.4,11.5,10.8,?,?,?
1348055400,163,10.5,12.7,2.93,10.81,6.29,?,1009.1,11.3,10.8,?,?,?
1348059000,162,11.7,?,?,?,?,?,1008.2,10.9,?,?,?,?
1348062600,165,11.5,14.2,2.88,8.33,5.84,?,1007.9,11.1,10.8,?,?,?
1348066200,165,11.1,13,2.94,6.67,5.68,?,1007.7,11,10.8,?,?,?
1348069800,161,11.3,13.3,2.76,7.69,5.56,?,1007.4,11.1,10.9,?,?,?
1348073400,160,11.7,14.1,2.78,7.14,5.73,?,1007,11.6,10.9,?,?,?
1348077000,163,12.9,15.3,2.83,6.67,5.66,?,1006.7,11.7,10.9,?,?,?
1348080600,169,12.3,15,2.91,6.67,5.73,?,1006.6,11.6,10.9,?,?,?
1348084200,171,12.3,16,3.16,7.14,6,?,1006.3,12.3,10.9,?,?,?
1348087800,178,12.6,15.6,3.35,6.67,6.21,?,1006.6,12.4,10.9,?,?,?
1348091400,178,12.5,15.2,3.77,6.67,6.38,?,1006.8,12.6,10.9,?,?,?
1348095000,175,13,16.5,3.62,9.09,6.44,?,1006.8,12.4,10.8,?,?,?
1348098600,180,13.7,16.1,3.49,9.09,6.39,?,1007.2,12.5,10.8,?,?,?
1348102200,176,12.7,15.5,3.98,10,6.6,?,1006.7,12.4,10.8,?,?,?
1348105800,179,13.2,15.8,3.87,10,6.58,?,1006.8,12.7,10.8,?,?,?
1348109400,178,12.1,14.2,3.86,10,6.49,?,1007.3,12.4,10.8,?,?,?
1348113000,180,12.4,15.5,3.76,10,6.5,?,1007.7,12.4,10.8,?,?,?
1348116600,181,11.3,13.3,3.38,8.33,6.17,?,1008.6,12.1,10.8,?,?,?
1348120200,183,10.7,13.3,3.38,9.09,6.3,?,1009.2,12,10.8,?,?,?
1348123800,180,10,11.8,3.38,9.09,6.47,?,1009.7,12,10.8,?,?,?
1348127400,179,9.5,11.6,3.5,9.09,6.66,?,1009.9,11.9,10.8,?,?,?
1348131000,176,8,9.8,3.64,9.09,6.69,?,1009.9,11.7,10.8,?,?,?
1348134600,171,9,10.7,3.5,10.81,6.91,?,1009.8,11.8,10.8,?,?,?
1348138200,164,9,10.4,3.64,10.81,7.18,?,1009.4,11.7,10.8,?,?,?
1348141800,166,9.7,12.1,3.76,10,7.03,?,1008.9,11.8,10.8,?,?,?
1348145400,163,9.9,11.5,3.52,10.81,7.18,?,1008.2,11.8,10.8,?,?,?
1348149000,162,11.3,13.2,3.25,10,6.61,?,1007.4,11.8,10.8,?,?,?
1348152600,165,11.9,13.9,3.62,10.81,6.69,?,1007.2,11.7,10.8,?,?,?
1348156200,162,11.6,15,3.49,10,6.48,?,1007.1,11.6,10.8,?,?,?
1348159800,164,12.3,14.5,3.46,10,6.32,?,1007,11.7,10.9,?,?,?
1348163400,169,11.8,14.3,3.45,9.09,6.38,?,1007.6,11.7,10.9,?,?,?
1348167000,172,11.8,14.5,3.53,10,6.42,?,1007.8,11.7,10.9,?,?,?
1348170600,171,10,11.9,3.52,7.69,6.2,?,1008.3,11.5,10.8,?,?,?
1348174200,166,9.5,11.3,3.23,7.69,6.27,?,1008.2,11.4,10.8,?,?,?
1348177800,169,9.6,12,3.14,10.81,6.49,?,1008,11.5,10.8,?,?,?
1348181400,173,8.9,10.4,3.08,9.09,6.23,?,1007.9,11.4,10.8,?,?,?
1348185000,178,7.7,9.1,3.17,10,6.49,?,1007.4,11.3,10.8,?,?,?
1348188600,176,6.9,8.3,3.17,10,6.72,?,1007.3,11.1,10.8,?,?,?
1348192200,179,5,6.1,2.89,10,6.97,?,1006.9,11,10.9,?,?,?
1348195800,184,4.1,5.4,2.92,10.81,6.78,?,1006.9,10.7,10.9,?,?,?
1348199400,210,5.3,6.6,2.76,10.81,6.91,?,1007.6,10.6,10.9,?,?,?
1348203000,149,3.2,4,2.92,10,7.25,?,1007.4,10.6,10.8,?,?,?
1348206600,162,4.5,5.7,3.04,10,7.23,?,1007.7,10.7,10.8,?,?,?
1348210200,155,5.2,6.2,3.02,10,7.09,?,1008.2,10.7,10.8,?,?,?
1348213800,165,3.6,4.6,3.01,9.09,6.86,?,1008.5,10.8,10.8,?,?,?
1348217400,161,3.3,4.3,2.92,10,6.78,?,1008.5,11,10.8,?,?,?
1348221000,145,1.6,2.5,2.61,10.81,6.09,?,1007.9,10.9,10.8,?,?,?
1348224600,139,2.9,3.9,2.71,10.81,6.52,?,1007.9,10.9,10.7,?,?,?
1348228200,138,4.8,5.6,2.61,10.81,6.93,?,1007.7,10.8,10.7,?,?,?
1348231800,126,4.9,5.7,2.43,10.81,6.93,?,1007.1,10.9,10.8,?,?,?
1348235400,108,6.6,8,2.73,11.43,7.25,?,1005.8,11,10.9,?,?,?
1348239000,124,8.9,10.6,2.72,10.81,7.27,?,1005.3,11.4,10.9,?,?,?
1348242600,124,9,11,2.67,10.81,6.84,?,1005,11.4,10.9,?,?,?
1348246200,120,9.3,10.9,2.49,10.81,6.32,?,1004.2,11.7,10.9,?,?,?
1348249800,127,10.6,13.2,2.37,10,5.92,?,1003.7,12.1,10.9,?,?,?
1348253400,121,12.1,15,2.78,10,5.98,?,1003,12,10.9,?,?,?
1348257000,125,12,14.6,2.75,5.88,5.7,?,1002.5,11.9,10.9,?,?,?
1348260600,125,12.2,14.3,?,?,?,?,1001.7,11.8,10.8,?,?,?
1348264200,130,13.1,15.7,3.09,6.67,5.61,?,1001.1,12.1,10.8,?,?,?
1348267800,132,13.1,15.2,3.15,7.69,5.64,?,1000.5,12,10.9,?,?,?
1348271400,131,13.5,15.7,3.06,6.67,5.51,?,999.4,12,10.9,?,?,?
1348275000,132,13.7,16.4,3.31,7.69,5.82,?,998.5,12.1,11,?,?,?
1348278600,133,14,16.2,3.85,7.69,6.28,?,997.6,12,11,?,?,?
1348282200,136,14.2,17.2,3.84,8.33,6.33,?,997.1,11.9,11,?,?,?
1348285800,135,13.6,17.6,4.18,7.69,6.45,?,996.9,11.7,11,?,?,?
1348289400,130,13.8,?,?,?,?,?,?,?,?,?,?,?
1348293000,131,14.8,18.6,3.82,7.69,6.35,?,995.6,11.7,11,?,?,?
1348296600,134,14.1,17.9,3.8,9.09,6.45,?,995.1,11.7,11,?,?,?
1348300200,135,13.3,16.4,3.53,8.33,6.31,?,994.9,11.8,11,?,?,?
1348303800,136,14.2,16.9,4.08,9.09,6.53,?,994,12.1,11,?,?,?
1348307400,144,12.2,15.5,4.73,9.09,7.02,?,993.5,11.2,11,?,?,?
1348311000,121,12.9,15.8,4.17,9.09,6.52,?,991.2,11.9,10.9,?,?,?
1348314600,131,14.6,17.9,4.03,9.09,6.49,?,990.2,12.1,10.9,?,?,?
1348318200,147,13,16.3,3.81,8.33,6.14,?,989.8,11.8,11,?,?,?
1348321800,166,11.6,14.6,3.79,8.33,6.31,?,990.9,11.5,11,?,?,?
1348325400,155,9.6,11.9,3.72,9.09,6.46,?,991.4,11.4,11,?,?,?
1348329000,152,8.7,10.7,3.49,9.09,6.56,?,992.2,11.2,11,?,?,?
1348332600,146,8.6,10.7,3.63,9.09,6.78,?,992.9,11.3,11,?,?,?
1348336200,145,9.3,11.2,3.67,9.09,6.88,?,993.2,11.5,11,?,?,?
1348339800,144,9.5,12,3.39,9.09,6.59,?,993.2,11.5,10.9,?,?,?
1348343400,139,9.9,12.1,3.39,9.09,6.79,?,993.3,11.5,10.9,?,?,?
1348347000,133,9.5,11.4,3.28,9.09,6.48,?,992.7,11.5,10.9,?,?,?
1348350600,135,11,13.7,3.13,9.09,6.22,?,992.3,11.3,11,?,?,?
1348354200,135,10.6,13.3,3.12,9.09,6.24,?,991.7,11.5,11,?,?,?
1348357800,134,11.2,15.3,3.36,9.09,6.36,?,990.9,11.6,11,?,?,?
1348361400,134,11.5,13.9,?,?,?,?,990,11.7,11,?,?,?
1348365000,141,11.5,14.7,3.17,9.09,5.99,?,989.3,11.7,11.1,?,?,?
1348368600,141,10.3,13.3,3.51,10,6.52,?,988.7,11.2,11.1,?,?,?
1348372200,129,10.7,?,?,?,?,?,?,11.4,?,?,?,?
1348375800,142,10.9,13.3,3.65,8.33,6.59,?,987.6,11.3,11,?,?,?
1348379400,155,9.1,10.9,3.39,8.33,6.45,?,987.7,10.9,11,?,?,?
1348383000,176,8.7,11.1,3.29,9.09,6.87,?,988.7,10.9,10.9,?,?,?
1348386600,193,8.6,10.5,3.54,10,7.19,?,989.6,11,10.9,?,?,?
1348390200,197,10.2,12.5,3.76,9.09,7.17,?,991.1,10.9,10.9,?,?,?
1348393800,193,9.4,12.5,4.46,9.09,7.92,?,992.3,10.8,10.9,?,?,?
1348397400,184,8.7,11.2,4.1,11.43,7.6,?,993.1,10.9,11,?,?,?
1348401000,191,9,11.9,3.87,11.43,7.69,?,994,10.6,11,?,?,?
1348404600,180,8.1,9.6,4.1,10.81,7.91,?,994.2,10.8,11,?,?,?
1348408200,186,7.9,9.5,4.16,11.43,8.06,?,994.5,10.6,11.1,?,?,?
1348411800,180,7.1,9.3,3.87,10.81,7.9,?,995.2,10.7,11.1,?,?,?
1348415400,194,6.1,7.7,3.73,10,7.69,?,996,10.7,11,?,?,?
1348419000,215,4.3,6.4,3.43,11.43,7.38,?,997.1,10.2,11,?,?,?
1348422600,244,4.2,5.7,3.63,10.81,7.56,?,998.2,10.4,10.9,?,?,?
1348426200,257,4.1,5.2,3.58,11.43,7.91,?,999.4,10.8,10.9,?,?,?
1348429800,250,5.3,7,3.8,10,7.92,?,1000.6,10.9,10.9,?,?,?
1348433400,247,6.1,7.8,3.3,12.12,7.83,?,1001.9,11.1,11,?,?,?
1348437000,247,5.5,7.3,3.36,12.9,7.91,?,1003.1,11.2,11,?,?,?
1348440600,255,7,9,3.74,11.43,8.37,?,1004,11.2,11,?,?,?
1348444200,267,10.2,12.6,3.37,12.12,7.61,?,1005,11,11,?,?,?
1348447800,277,10.9,13.2,3.48,12.12,7.3,?,1006.1,10.8,11,?,?,?
1348451400,276,10.5,12.4,3.17,11.43,6.69,?,1007.4,10.6,11,?,?,?
1348455000,277,10.7,12.9,3.7,10,7.14,?,1008.5,10.3,11,?,?,?
1348458600,279,10.1,13.2,3.3,10,6.65,?,1009.5,10.2,11,?,?,?
1348462200,280,11.3,13.8,3.79,10.81,7.07,?,1010.8,10.2,11,?,?,?
1348465800,270,10.9,13.8,3.85,10.81,7,?,1011.9,10.2,11,?,?,?
1348469400,263,10.3,12.2,3.53,10.81,6.75,?,1012.8,10.1,11,?,?,?
1348473000,270,9,11.1,3.51,10.81,6.93,?,1013.3,10,11,?,?,?
1348476600,268,6.9,8.9,3.6,10,6.95,?,1013.9,10,11,?,?,?
1348480200,243,8,9.5,3.23,10.81,6.71,?,1014.6,9.9,11,?,?,?
1348483800,235,8.7,10.3,3.07,10,6.54,?,1015,9.8,11,?,?,?
1348487400,246,8.6,10.6,3.04,9.09,6.57,?,1015.6,9.7,11,?,?,?
1348491000,239,7.9,10.1,2.86,9.09,6.29,?,1015.7,9.4,11,?,?,?
1348494600,234,8.5,9.9,2.74,9.09,6.42,?,1016,9.5,11,?,?,?
1348498200,226,6.7,8,2.73,10,6.26,?,1016,9.4,11,?,?,?
1348501800,191,6.9,9.1,2.48,9.09,6.15,?,1016.2,8.2,11,?,?,?
1348505400,201,4.6,5.7,2.91,8.33,6.64,?,1016,9.2,11,?,?,?
1348509000,189,6.4,7.7,2.63,8.33,6.47,?,1015.8,9.2,11,?,?,?
1348512600,169,8.3,10,2.17,7.69,5.94,?,1015.9,8,11,?,?,?
1348516200,160,5.5,7.4,2.13,9.09,6.48,?,1015.7,8.8,11,?,?,?
1348519800,173,8.1,10.1,2.07,8.33,6.12,?,1015,9.6,11,?,?,?
1348523400,162,9.3,11.4,2.12,10,5.82,?,1014.3,9.8,11,?,?,?
1348527000,157,10.4,12.5,2.08,8.33,5.27,?,1013.5,9.9,10.9,?,?,?
1348530600,150,11.7,14,2.11,9.09,5.24,?,1012.3,9.5,10.9,?,?,?
1348534200,144,12.8,15.2,2.28,5.26,5,?,1011.2,9.2,10.9,?,?,?
1348537800,136,13.1,16.5,2.38,5.88,4.98,?,1009.7,9.3,11,?,?,?
1348541400,132,14.1,17.4,?,?,?,?,1008,9.4,11,?,?,?
1348545000,127,14.7,18.6,2.73,6.25,5.19,?,1006.4,9.7,10.9,?,?,?
1348548600,129,15.8,18.7,3.08,6.67,5.48,?,1004.8,9.8,10.9,?,?,?
1348552200,132,15.4,18.5,3.29,7.69,5.67,?,1004.1,10.2,10.8,?,?,?
1348555800,136,15.5,19.1,3.93,8.33,6.24,?,1002.8,10.4,10.8,?,?,?
1348559400,135,14.4,17.3,3.94,7.69,6.23,?,1001.9,10.5,10.7,?,?,?
1348563000,138,12.7,14.9,3.96,8.33,6.51,?,1001,10.6,10.7,?,?,?
1348566600,136,11.8,14.4,4.03,9.09,6.58,?,999.5,10.7,10.7,?,?,?
1348570200,131,11,13.1,3.95,9.09,6.69,?,997.9,10.7,10.7,?,?,?
1348573800,131,11,13.7,3.93,9.09,6.72,?,996.3,10.8,10.7,?,?,?
1348577400,127,10.9,?,?,?,?,?,?,10.8,?,?,?,?
1348581000,125,11.4,13.7,3.93,10,6.79,?,991.8,10.9,10.8,?,?,?
1348584600,132,11.8,?,?,?,?,?,989.7,11,?,?,?,?
1348588200,204,8.2,11.1,3.78,9.09,6.63,?,988.4,10.6,10.7,?,?,?
1348591800,244,8.5,11,3.81,10,7,?,988.5,10.1,10.7,?,?,?
1348595400,229,8.8,10.8,3.8,10,6.97,?,989,10.1,10.7,?,?,?
1348599000,215,10.1,11.8,3.19,10,6.7,?,989.4,9.9,10.7,?,?,?
1348602600,214,9.7,11.4,3.47,10,6.79,?,989.6,10,10.7,?,?,?
1348606200,231,12.6,15.2,3.2,10,6.56,?,989.8,9.4,10.7,?,?,?
1348609800,231,11.7,15.1,3.53,10,6.49,?,990.6,10.1,10.7,?,?,?
1348613400,222,12.3,14.9,4.25,10,7.02,?,991.5,10.2,10.7,?,?,?
1348617000,215,11.6,14,3.55,10,6.46,?,992.3,10.1,10.7,?,?,?
1348620600,213,11.8,14.1,4.19,10,7.17,?,992.9,10.1,10.7,?,?,?
1348624200,212,11.3,13.4,4.12,10,7.09,?,993.4,10,10.8,?,?,?
1348627800,210,10.8,13,4.14,10,7.17,?,993.7,10,10.8,?,?,?
1348631400,202,11.5,13.5,3.9,10,6.87,?,994.6,10.1,10.8,?,?,?
1348635000,199,10.5,12.9,3.72,10.81,6.74,?,995.1,10,10.8,?,?,?
1348638600,194,10.6,12.8,4.03,9.09,6.96,?,995.9,10.1,10.8,?,?,?
1348642200,188,10,11.8,3.82,10,6.83,?,996.4,9.8,10.8,?,?,?
1348645800,188,10.6,13.2,4.53,10,7.24,?,996.3,10,10.8,?,?,?
1348649400,186,10.5,12.3,4.15,9.09,6.91,?,996.3,10,10.8,?,?,?
1348653000,177,9.8,11.5,4.13,10,7.15,?,995.9,10,10.7,?,?,?
1348656600,167,10.2,12,3.77,10.81,7.06,?,994.9,10,10.7,?,?,?
1348660200,152,10,13.2,4.53,10.81,7.8,?,993.6,9.9,10.7,?,?,?
1348663800,145,12,15.8,?,?,?,?,991.6,10.1,10.7,?,?,?
1348667400,140,15.4,19.5,4.05,9.09,6.8,?,989.3,8.9,10.7,?,?,?
1348671000,126,15.7,?,?,?,?,?,986.4,9,?,?,?,?
1348674600,116,16.9,21.1,4.6,11.43,6.75,?,982.3,9.5,10.7,?,?,?
1348678200,125,18.8,23.3,4.76,7.14,6.68,?,978.2,9.4,10.7,?,?,?
1348681800,116,20.4,?,?,?,?,?,?,9.5,?,?,?,?
1348685400,124,20.5,25.8,5.8,8.33,7,?,971.1,9.9,10.6,?,?,?
1348689000,154,16.1,20.7,5.91,10,7.31,?,970.2,10.8,10.5,?,?,?
1348692600,159,16.4,19.4,?,?,?,?,969,10.4,10.5,?,?,?
1348696200,157,18.5,23.6,6.69,10,7.76,?,967.3,10.2,10.4,?,?,?
1348699800,158,18,23.2,7.15,10.81,8.12,?,966,9.7,10.4,?,?,?
1348703400,164,20,26.5,9.08,11.43,9.25,?,964.5,9.4,10.3,?,?,?
1348707000,169,19,23.1,9.37,13.79,10.08,?,963.7,9.2,10.2,?,?,?
1348710600,174,18.1,22.5,9.06,14.81,9.95,?,962.9,9,10.2,?,?,?
1348714200,178,18.2,24.1,10.1,14.81,10.46,?,962.4,8.7,10.2,?,?,?
1348717800,175,18.5,22.7,8.97,16,10.25,?,961.8,8.7,10.1,?,?,?
1348721400,178,18,23.6,7.85,13.79,9.16,?,961.6,9,10,?,?,?
1348725000,181,18.3,23.7,8.52,12.9,9.72,?,961.7,9.1,10,?,?,?
1348732200,190,18.7,22.4,8.36,14.81,9.47,?,962.7,8.9,10,?,?,?
1348735800,193,17.4,23.5,7.36,12.9,8.88,?,963.9,9.5,9.9,?,?,?
1348739400,192,17.2,21,8.49,12.9,9.13,?,965,9.2,9.9,?,?,?
1348743000,195,16.6,?,?,?,?,?,?,9.4,?,?,?,?
1348746600,198,17.1,22.4,7.61,12.9,8.89,?,966.6,9.4,9.8,?,?,?
1348750200,200,17.5,22.5,7.11,11.43,8.36,?,967.1,9.2,9.8,?,?,?
1348753800,204,16.4,21.1,7.68,13.79,8.88,?,968,9.2,9.8,?,?,?
1348757400,209,15,19.6,6.89,12.9,8.55,?,969.1,9.2,9.8,?,?,?
1348761000,208,14.2,17.5,6.5,12.9,8.45,?,969.9,9.1,9.8,?,?,?
1348764600,226,12.9,17,6.07,12.9,8.08,?,971.3,9.4,9.7,?,?,?
1348768200,223,12.7,15.5,6.16,12.9,8.64,?,972.8,9.4,9.8,?,?,?
1348771800,233,12.5,15.4,5.2,12.12,7.8,?,974.3,9.4,9.7,?,?,?
1348775400,238,11.9,15.4,5.18,12.9,7.65,?,976,9.4,9.7,?,?,?
1348779000,245,10.5,13.7,5.38,12.9,8.09,?,977.8,9.7,9.7,?,?,?
1348782600,251,11.1,13.8,5.04,12.9,7.79,?,979.2,9.9,9.6,?,?,?
1348786200,222,10.2,13.2,5.21,11.43,7.93,?,980.5,10.1,9.6,?,?,?
1348789800,228,12.3,14.6,4.59,9.09,7.23,?,981.7,9.9,9.6,?,?,?
1348793400,233,11.4,14.3,4.41,12.9,7.46,?,982.9,9.9,9.5,?,?,?
1348797000,242,10.9,14.2,4.65,10,7.39,?,983.8,10,9.5,?,?,?
1348800600,251,10.3,12.5,4.39,9.09,7.36,?,984.9,10,9.5,?,?,?
1348804200,242,9.9,12,4.42,12.9,7.46,?,986.1,9.9,9.5,?,?,?
1348807800,237,10.8,13.2,4.3,11.43,7.26,?,987.3,9.8,9.5,?,?,?
1348811400,232,11.1,13.5,4.25,12.12,7.2,?,988.2,9.5,9.5,?,?,?
1348815000,239,10.8,14.1,4.15,12.12,7.24,?,989.4,9.5,9.5,?,?,?
1348818600,240,10.7,13.8,4.28,10,6.95,?,990.4,9.4,9.5,?,?,?
1348822200,244,10.9,13.2,4.15,10,6.91,?,991,9.5,9.4,?,?,?
1348825800,238,10.7,13.5,4.25,10,6.91,?,991.5,9.2,9.4,?,?,?
1348829400,240,10.4,13.3,3.83,10,6.85,?,992.3,9.3,9.3,?,?,?
1348833000,234,9.7,12.1,3.97,11.43,7.1,?,993.1,9.3,9.3,?,?,?
1348836600,220,9.6,12.5,4.22,11.43,7.5,?,993.6,8.7,9.2,?,?,?
1348840200,220,10.4,12.5,3.85,10.81,7.36,?,994,8.7,9.2,?,?,?
1348843800,211,10,12,4.13,12.12,7.35,?,994.3,8.6,9.2,?,?,?
1348847400,235,9.9,12.4,4.02,11.43,7.27,?,994.8,8.5,9.2,?,?,?
1348851000,230,10.5,13.1,3.75,10,7.06,?,995.3,8.6,9.2,?,?,?
1348854600,241,10.6,12.6,4,10.81,7.07,?,996.3,8.5,9.2,?,?,?
1348858200,243,8.9,10.9,3.6,10.81,6.71,?,997,8.6,9.2,?,?,?
1348861800,233,8.5,10.6,3.57,11.43,6.73,?,997.3,8.4,9.2,?,?,?
1348865400,234,9.3,10.8,3.44,10,6.55,?,997.7,8.2,9.2,?,?,?
1348869000,233,9.6,11.9,3.36,8.33,6.62,?,997.9,8.3,9.2,?,?,?
1348872600,231,11.1,13.4,3.47,9.09,6.49,?,998,7.9,9.2,?,?,?
1348876200,250,10,12.1,3.82,10,7.13,?,998.7,8.1,9.2,?,?,?
1348879800,267,10.3,12.1,3.6,10.81,6.99,?,999.5,7.6,9.2,?,?,?
