@relation 'Station 46001_4.arff'

@attribute csulf numeric
@attribute pres numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WVHT numeric

@data
237,88170,?,?,?,?,?,?,?,?,?,?,?,?,?
235,93890,?,?,?,?,?,?,?,?,?,?,?,?,?
236,92170,?,?,?,?,?,?,?,?,?,?,?,?,?
238,92610,?,?,?,?,?,?,?,?,?,?,?,?,?
238,88900,?,?,?,?,?,?,?,?,?,?,?,?,?
237,90230,?,?,?,?,?,?,?,?,?,?,?,?,?
238,89280,?,?,?,?,?,?,?,?,?,?,?,?,?
238,89280,?,?,?,?,?,?,?,?,?,?,?,?,?
237,88200,?,?,?,?,?,?,?,?,?,?,?,?,?
237,87850,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87740,?,?,?,?,?,?,?,?,?,?,?,?,?
243,89740,?,?,?,?,?,?,?,?,?,?,?,?,?
244,90370,?,?,?,?,?,?,?,?,?,?,?,?,?
242,91070,?,?,?,?,?,?,?,?,?,?,?,?,?
239,89780,?,?,?,?,?,?,?,?,?,?,?,?,?
238,93370,?,?,?,?,?,?,?,?,?,?,?,?,?
239,91170,?,?,?,?,?,?,?,?,?,?,?,?,?
241,88760,?,?,?,?,?,?,?,?,?,?,?,?,?
244,91340,?,?,?,?,?,?,?,?,?,?,?,?,?
244,88350,?,?,?,?,?,?,?,?,?,?,?,?,?
244,90520,?,?,?,?,?,?,?,?,?,?,?,?,?
242,86310,?,?,?,?,?,?,?,?,?,?,?,?,?
241,85920,?,?,?,?,?,?,?,?,?,?,?,?,?
239,93040,?,?,?,?,?,?,?,?,?,?,?,?,?
239,91520,?,?,?,?,?,?,?,?,?,?,?,?,?
239,89300,?,?,?,?,?,?,?,?,?,?,?,?,?
240,93830,?,?,?,?,?,?,?,?,?,?,?,?,?
240,91390,?,?,?,?,?,?,?,?,?,?,?,?,?
242,93370,?,?,?,?,?,?,?,?,?,?,?,?,?
244,90330,?,?,?,?,?,?,?,?,?,?,?,?,?
243,91220,?,?,?,?,?,?,?,?,?,?,?,?,?
241,90690,?,?,?,?,?,?,?,?,?,?,?,?,?
239,89000,?,?,?,?,?,?,?,?,?,?,?,?,?
238,92570,?,?,?,?,?,?,?,?,?,?,?,?,?
238,91110,?,?,?,?,?,?,?,?,?,?,?,?,?
239,91340,?,?,?,?,?,?,?,?,?,?,?,?,?
239,89080,?,?,?,?,?,?,?,?,?,?,?,?,?
239,90780,?,?,?,?,?,?,?,?,?,?,?,?,?
240,87720,?,?,?,?,?,?,?,?,?,?,?,?,?
242,91230,?,?,?,?,?,?,?,?,?,?,?,?,?
239,88500,?,?,?,?,?,?,?,?,?,?,?,?,?
241,96060,?,?,?,?,?,?,?,?,?,?,?,?,?
244,94240,?,?,?,?,?,?,?,?,?,?,?,?,?
236,90550,?,?,?,?,?,?,?,?,?,?,?,?,?
232,86690,?,?,?,?,?,?,?,?,?,?,?,?,?
237,86450,?,?,?,?,?,?,?,?,?,?,?,?,?
242,95070,?,?,?,?,?,?,?,?,?,?,?,?,?
242,93980,?,?,?,?,?,?,?,?,?,?,?,?,?
242,94220,?,?,?,?,?,?,?,?,?,?,?,?,?
241,94460,?,?,?,?,?,?,?,?,?,?,?,?,?
241,95770,?,?,?,?,?,?,?,?,?,?,?,?,?
240,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
236,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
233,91140,?,?,?,?,?,?,?,?,?,?,?,?,?
234,94020,?,?,?,?,?,?,?,?,?,?,?,?,?
232,88900,?,?,?,?,?,?,?,?,?,?,?,?,?
232,87590,?,?,?,?,?,?,?,?,?,?,?,?,?
232,86470,?,?,?,?,?,?,?,?,?,?,?,?,?
233,87300,?,?,?,?,?,?,?,?,?,?,?,?,?
232,87530,?,?,?,?,?,?,?,?,?,?,?,?,?
238,88410,?,?,?,?,?,?,?,?,?,?,?,?,?
234,88560,?,?,?,?,?,?,?,?,?,?,?,?,?
233,89760,?,?,?,?,?,?,?,?,?,?,?,?,?
234,86280,?,?,?,?,?,?,?,?,?,?,?,?,?
233,88040,?,?,?,?,?,?,?,?,?,?,?,?,?
231,83480,?,?,?,?,?,?,?,?,?,?,?,?,?
232,86530,?,?,?,?,?,?,?,?,?,?,?,?,?
233,85670,?,?,?,?,?,?,?,?,?,?,?,?,?
236,85410,?,?,?,?,?,?,?,?,?,?,?,?,?
240,85240,?,?,?,?,?,?,?,?,?,?,?,?,?
246,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
236,48150,?,?,?,?,?,?,?,?,?,?,?,?,?
232,96860,?,?,?,?,?,?,?,?,?,?,?,?,?
231,93190,?,?,?,?,?,?,?,?,?,?,?,?,?
234,90550,?,?,?,?,?,?,?,?,?,?,?,?,?
235,87790,?,?,?,?,?,?,?,?,?,?,?,?,?
234,86030,?,?,?,?,?,?,?,?,?,?,?,?,?
237,85200,?,?,?,?,?,?,?,?,?,?,?,?,?
239,85700,?,?,?,?,?,?,?,?,?,?,?,?,?
236,81860,?,?,?,?,?,?,?,?,?,?,?,?,?
236,85300,?,?,?,?,?,?,?,?,?,?,?,?,?
237,83340,?,?,?,?,?,?,?,?,?,?,?,?,?
236,84030,?,?,?,?,?,?,?,?,?,?,?,?,?
237,89690,?,?,?,?,?,?,?,?,?,?,?,?,?
236,84540,?,?,?,?,?,?,?,?,?,?,?,?,?
237,83130,?,?,?,?,?,?,?,?,?,?,?,?,?
236,88520,?,?,?,?,?,?,?,?,?,?,?,?,?
236,87580,?,?,?,?,?,?,?,?,?,?,?,?,?
236,90880,?,?,?,?,?,?,?,?,?,?,?,?,?
235,90670,?,?,?,?,?,?,?,?,?,?,?,?,?
237,95060,?,?,?,?,?,?,?,?,?,?,?,?,?
244,-9969209968386869000000000000000000000,?,?,?,?,?,?,?,?,?,?,?,?,?
243,93770,?,?,?,?,?,?,?,?,?,?,?,?,?
244,97950,?,?,?,?,?,?,?,?,?,?,?,?,?
241,96240,?,?,?,?,?,?,?,?,?,?,?,?,?
235,93510,?,?,?,?,?,?,?,?,?,?,?,?,?
235,87500,?,?,?,?,?,?,?,?,?,?,?,?,?
234,87270,?,?,?,?,?,?,?,?,?,?,?,?,?
238,86800,?,?,?,?,?,?,?,?,?,?,?,?,?
238,87180,?,?,?,?,?,?,?,?,?,?,?,?,?
236,86600,?,?,?,?,?,?,?,?,?,?,?,?,?
240,88860,?,?,?,?,?,?,?,?,?,?,?,?,?
240,90320,?,?,?,?,?,?,?,?,?,?,?,?,?
235,90770,?,?,?,?,?,?,?,?,?,?,?,?,?
238,90280,?,?,?,?,?,?,?,?,?,?,?,?,?
