#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 03 24 04 50 999 99.0 99.0  2.40  7.14  5.67 999 1007.8 999.0   5.9 999.0 99.0 99.00
2015 03 24 05 50 999 99.0 99.0  2.33  8.33  5.72 999 1007.8 999.0   5.9 999.0 99.0 99.00
2015 03 24 06 50 999 99.0 99.0  2.14  8.33  5.50 999 1007.8 999.0   5.9 999.0 99.0 99.00
2015 03 24 07 50 999 99.0 99.0  2.00  8.33  5.40 999 1007.7 999.0   5.9 999.0 99.0 99.00
2015 03 24 08 50 999 99.0 99.0  1.91  7.14  5.37 999 1007.6 999.0   5.9 999.0 99.0 99.00
2015 03 24 09 50 999 99.0 99.0  1.92  7.14  5.47 999 1007.1 999.0   5.9 999.0 99.0 99.00
2015 03 24 10 50 999 99.0 99.0  1.83  7.69  5.13 999 1006.8 999.0   5.9 999.0 99.0 99.00
2015 03 24 11 50 999 99.0 99.0  1.81  7.69  5.12 999 1006.3 999.0   5.9 999.0 99.0 99.00
2015 03 24 12 50 999 99.0 99.0  1.78  7.69  5.11 999 1005.8 999.0   5.9 999.0 99.0 99.00
2015 03 24 13 50 999 99.0 99.0  1.69  9.09  4.97 999 1005.3 999.0   5.9 999.0 99.0 99.00
2015 03 24 14 50 999 99.0 99.0  1.79  8.33  4.90 999 1005.0 999.0   5.9 999.0 99.0 99.00
2015 03 24 15 50 999 99.0 99.0  1.83  5.00  4.90 999 1004.7 999.0   5.9 999.0 99.0 99.00
2015 03 24 16 50 999 99.0 99.0  1.98  5.26  4.84 999 1004.1 999.0   5.9 999.0 99.0 99.00
2015 03 24 17 50 999 99.0 99.0  2.20  5.56  5.08 999 1003.8 999.0   5.9 999.0 99.0 99.00
2015 03 24 18 50 999 99.0 99.0  2.32  5.56  4.93 999 1003.3 999.0   5.9 999.0 99.0 99.00
2015 03 24 19 50 999 99.0 99.0  2.48  6.25  5.04 999 1003.2 999.0   5.9 999.0 99.0 99.00
2015 03 24 20 50 999 99.0 99.0  2.73  5.88  5.24 999 1002.3 999.0   5.9 999.0 99.0 99.00
2015 03 24 21 50 999 99.0 99.0  2.73  6.67  5.20 999 1001.6 999.0   5.9 999.0 99.0 99.00
2015 03 24 22 50 999 99.0 99.0  3.10  7.14  5.64 999 1000.7 999.0   5.9 999.0 99.0 99.00
2015 03 24 23 50 999 99.0 99.0  3.13  7.69  5.37 999  999.5 999.0   5.9 999.0 99.0 99.00
2015 03 25 00 50 999 99.0 99.0  3.44  7.69  5.97 999  998.6 999.0   5.9 999.0 99.0 99.00
2015 03 25 01 50 999 99.0 99.0  4.11  9.09  6.26 999  997.6 999.0   5.9 999.0 99.0 99.00
2015 03 25 02 50 999 99.0 99.0  3.70  9.09  6.27 999  996.6 999.0   5.9 999.0 99.0 99.00
2015 03 25 03 50 999 99.0 99.0  4.59  9.09  6.97 999  995.5 999.0   5.9 999.0 99.0 99.00
2015 03 25 04 50 999 99.0 99.0  4.20  9.09  6.51 999  995.0 999.0   5.9 999.0 99.0 99.00
2015 03 25 05 50 999 99.0 99.0  4.83 10.00  7.01 999  994.2 999.0   5.9 999.0 99.0 99.00
2015 03 25 06 50 999 99.0 99.0  5.81 10.00  7.65 999  993.1 999.0   5.9 999.0 99.0 99.00
2015 03 25 07 50 999 99.0 99.0  5.45 10.81  7.40 999  992.4 999.0   5.9 999.0 99.0 99.00
2015 03 25 08 50 999 99.0 99.0  6.46 11.43  7.77 999  991.6 999.0   5.9 999.0 99.0 99.00
2015 03 25 09 50 999 99.0 99.0  6.07 10.81  7.84 999  990.4 999.0   5.9 999.0 99.0 99.00
2015 03 25 11 50 999 99.0 99.0  6.26 10.81  7.93 999  988.3 999.0   5.9 999.0 99.0 99.00
2015 03 25 12 50 999 99.0 99.0  5.29 11.43  7.41 999  987.0 999.0   5.9 999.0 99.0 99.00
2015 03 25 14 50 999 99.0 99.0  5.18 11.43  7.38 999  984.8 999.0   5.9 999.0 99.0 99.00
2015 03 25 15 50 999 99.0 99.0  5.19 11.43  7.29 999  984.2 999.0   5.9 999.0 99.0 99.00
2015 03 25 16 50 999 99.0 99.0  5.68 11.43  7.84 999  983.9 999.0   5.9 999.0 99.0 99.00
2015 03 25 17 50 999 99.0 99.0  5.60 11.43  8.00 999  984.1 999.0   5.9 999.0 99.0 99.00
2015 03 25 18 50 999 99.0 99.0  5.00 10.81  7.48 999  984.4 999.0   5.9 999.0 99.0 99.00
2015 03 25 19 50 999 99.0 99.0 99.00 99.00 99.00 999  984.5 999.0   5.9 999.0 99.0 99.00
2015 03 25 20 50 999 99.0 99.0  4.92 11.43  7.72 999  984.3 999.0   5.9 999.0 99.0 99.00
2015 03 25 21 50 999 99.0 99.0  4.66 11.43  7.71 999  984.1 999.0   5.9 999.0 99.0 99.00
2015 03 25 22 50 999 99.0 99.0  3.63 11.43  6.82 999  983.8 999.0   6.0 999.0 99.0 99.00
2015 03 25 23 50 999 99.0 99.0  4.00 10.81  7.15 999  983.4 999.0   6.0 999.0 99.0 99.00
2015 03 26 00 50 999 99.0 99.0  4.40 10.81  7.75 999  983.3 999.0   5.9 999.0 99.0 99.00
2015 03 26 01 50 999 99.0 99.0  3.50 10.00  6.82 999  983.1 999.0   6.0 999.0 99.0 99.00
2015 03 26 02 50 999 99.0 99.0  3.78 10.81  7.31 999  982.8 999.0   6.0 999.0 99.0 99.00
2015 03 26 03 50 999 99.0 99.0  4.06 10.81  7.35 999  982.6 999.0   5.9 999.0 99.0 99.00
2015 03 26 04 50 999 99.0 99.0  3.86 10.81  7.25 999  982.4 999.0   5.9 999.0 99.0 99.00
2015 03 26 05 50 999 99.0 99.0  3.89 10.81  6.96 999  982.2 999.0   5.9 999.0 99.0 99.00
2015 03 26 06 50 999 99.0 99.0  3.56 10.81  6.67 999  982.2 999.0   5.9 999.0 99.0 99.00
2015 03 26 07 50 999 99.0 99.0  3.96 10.81  7.19 999  982.6 999.0   5.9 999.0 99.0 99.00
2015 03 26 08 50 999 99.0 99.0  4.17 10.81  7.00 999  983.1 999.0   5.9 999.0 99.0 99.00
2015 03 26 09 50 999 99.0 99.0  3.54 11.43  6.66 999  983.8 999.0   5.9 999.0 99.0 99.00
2015 03 26 10 50 999 99.0 99.0  4.19 10.81  7.15 999  984.7 999.0   5.9 999.0 99.0 99.00
2015 03 26 11 50 999 99.0 99.0  4.07 10.81  6.90 999  985.5 999.0   5.9 999.0 99.0 99.00
2015 03 26 12 50 999 99.0 99.0  4.21 10.00  6.90 999  986.3 999.0   5.9 999.0 99.0 99.00
2015 03 26 13 50 999 99.0 99.0  4.73 10.00  7.14 999  987.5 999.0   5.9 999.0 99.0 99.00
2015 03 26 14 50 999 99.0 99.0  3.89 10.00  6.72 999  988.4 999.0   5.9 999.0 99.0 99.00
2015 03 26 15 50 999 99.0 99.0  4.42 10.81  7.10 999  989.6 999.0   5.9 999.0 99.0 99.00
2015 03 26 16 50 999 99.0 99.0  4.21 10.00  7.01 999  991.3 999.0   5.9 999.0 99.0 99.00
2015 03 26 17 50 999 99.0 99.0  4.24 10.00  7.01 999  992.6 999.0   5.9 999.0 99.0 99.00
2015 03 26 18 50 999 99.0 99.0  3.78 11.43  6.64 999  994.2 999.0   5.9 999.0 99.0 99.00
2015 03 26 19 50 999 99.0 99.0  4.19 10.00  6.92 999  995.4 999.0   5.9 999.0 99.0 99.00
2015 03 26 20 50 999 99.0 99.0  4.08  9.09  6.95 999  996.4 999.0   5.9 999.0 99.0 99.00
2015 03 26 21 50 999 99.0 99.0 99.00 99.00 99.00 999  997.4 999.0   5.9 999.0 99.0 99.00
2015 03 26 22 50 999 99.0 99.0  3.58 10.00  6.53 999  998.4 999.0   5.9 999.0 99.0 99.00
2015 03 26 23 50 999 99.0 99.0  3.35 10.00  6.40 999  998.9 999.0   5.9 999.0 99.0 99.00
2015 03 27 00 50 999 99.0 99.0  3.63 10.81  6.88 999  999.4 999.0   5.9 999.0 99.0 99.00
2015 03 27 01 50 999 99.0 99.0  3.47 10.81  6.95 999  999.8 999.0   5.9 999.0 99.0 99.00
2015 03 27 02 50 999 99.0 99.0  3.66 10.00  6.88 999 1000.0 999.0   5.9 999.0 99.0 99.00
2015 03 27 03 50 999 99.0 99.0  3.80 10.00  7.28 999 1000.2 999.0   5.9 999.0 99.0 99.00
2015 03 27 04 50 999 99.0 99.0  3.24 10.00  6.69 999 1000.8 999.0   5.9 999.0 99.0 99.00
2015 03 27 05 50 999 99.0 99.0  3.12 10.00  6.53 999 1001.1 999.0   5.9 999.0 99.0 99.00
2015 03 27 06 50 999 99.0 99.0  3.48 10.00  6.74 999 1001.3 999.0   5.9 999.0 99.0 99.00
2015 03 27 07 50 999 99.0 99.0  3.05  9.09  6.25 999 1001.6 999.0   5.9 999.0 99.0 99.00
2015 03 27 08 50 999 99.0 99.0  3.08 10.00  6.43 999 1001.9 999.0   5.9 999.0 99.0 99.00
2015 03 27 09 50 999 99.0 99.0  2.97 10.00  6.23 999 1002.0 999.0   5.9 999.0 99.0 99.00
2015 03 27 10 50 999 99.0 99.0  2.78  9.09  6.12 999 1002.1 999.0   5.9 999.0 99.0 99.00
2015 03 27 11 50 999 99.0 99.0  2.57  9.09  6.00 999 1002.0 999.0   5.9 999.0 99.0 99.00
2015 03 27 12 50 999 99.0 99.0  2.81 10.00  6.19 999 1002.1 999.0   5.9 999.0 99.0 99.00
2015 03 27 13 50 999 99.0 99.0  2.99 10.00  6.59 999 1002.0 999.0   5.9 999.0 99.0 99.00
2015 03 27 14 50 999 99.0 99.0  2.63 10.00  6.31 999 1001.9 999.0   5.9 999.0 99.0 99.00
2015 03 27 15 50 999 99.0 99.0  2.98 10.00  6.61 999 1001.8 999.0   6.0 999.0 99.0 99.00
2015 03 27 16 50 999 99.0 99.0  2.87  9.09  6.67 999 1001.9 999.0   6.0 999.0 99.0 99.00
2015 03 27 17 50 999 99.0 99.0  2.74  8.33  6.43 999 1001.6 999.0   6.0 999.0 99.0 99.00
2015 03 27 18 50 999 99.0 99.0  2.82  9.09  6.48 999 1001.7 999.0   6.0 999.0 99.0 99.00
2015 03 27 19 50 999 99.0 99.0  2.87 10.81  6.41 999 1001.3 999.0   6.0 999.0 99.0 99.00
2015 03 27 20 50 999 99.0 99.0  3.19 10.81  6.54 999 1000.8 999.0   6.0 999.0 99.0 99.00
2015 03 27 21 50 999 99.0 99.0  3.00 10.81  6.39 999 1000.2 999.0   6.1 999.0 99.0 99.00
2015 03 27 22 50 999 99.0 99.0  3.09  9.09  6.43 999  999.1 999.0   6.1 999.0 99.0 99.00
2015 03 27 23 50 999 99.0 99.0  2.88 11.43  5.93 999  998.0 999.0   6.0 999.0 99.0 99.00
2015 03 28 00 50 999 99.0 99.0  3.04 10.81  6.13 999  996.7 999.0   6.0 999.0 99.0 99.00
2015 03 28 01 50 999 99.0 99.0  3.14 10.81  6.32 999  995.4 999.0   5.9 999.0 99.0 99.00
2015 03 28 02 50 999 99.0 99.0  3.11 10.81  5.74 999  994.5 999.0   5.9 999.0 99.0 99.00
2015 03 28 03 50 999 99.0 99.0  3.30  6.25  5.89 999  993.1 999.0   5.9 999.0 99.0 99.00
2015 03 28 04 50 999 99.0 99.0  3.45  7.14  5.94 999  991.8 999.0   5.9 999.0 99.0 99.00
2015 03 28 05 50 999 99.0 99.0 99.00 99.00 99.00 999  991.0 999.0   6.0 999.0 99.0 99.00
2015 03 28 06 50 999 99.0 99.0  4.62  8.33  6.62 999  990.2 999.0   6.0 999.0 99.0 99.00
2015 03 28 07 50 999 99.0 99.0  4.23  8.33  6.47 999  989.7 999.0   6.0 999.0 99.0 99.00
2015 03 28 08 50 999 99.0 99.0  5.19  9.09  7.16 999  989.1 999.0   6.0 999.0 99.0 99.00
2015 03 28 09 50 999 99.0 99.0  4.71 10.00  6.99 999  989.0 999.0   6.0 999.0 99.0 99.00
2015 03 28 10 50 999 99.0 99.0  4.75 10.00  7.34 999  988.6 999.0   6.0 999.0 99.0 99.00
2015 03 28 11 50 999 99.0 99.0  4.20 10.81  7.23 999  988.3 999.0   6.0 999.0 99.0 99.00
2015 03 28 12 50 999 99.0 99.0  3.78 10.81  7.07 999  987.9 999.0   6.1 999.0 99.0 99.00
2015 03 28 13 50 999 99.0 99.0  4.07 10.00  7.35 999  987.5 999.0   6.1 999.0 99.0 99.00
2015 03 28 14 50 999 99.0 99.0  3.71 10.00  7.26 999  986.9 999.0   6.2 999.0 99.0 99.00
2015 03 28 15 50 999 99.0 99.0  3.83  9.09  7.35 999  986.7 999.0   6.2 999.0 99.0 99.00
2015 03 28 16 50 999 99.0 99.0  3.54 10.00  6.92 999  986.5 999.0   6.2 999.0 99.0 99.00
2015 03 28 17 50 999 99.0 99.0  3.67 10.00  7.13 999  986.5 999.0   6.2 999.0 99.0 99.00
2015 03 28 18 50 999 99.0 99.0  3.68 10.81  7.00 999  986.5 999.0   6.2 999.0 99.0 99.00
2015 03 28 19 50 999 99.0 99.0  3.99 10.00  7.30 999  986.4 999.0   6.2 999.0 99.0 99.00
2015 03 28 20 50 999 99.0 99.0  3.41 10.00  6.51 999  986.4 999.0   6.2 999.0 99.0 99.00
2015 03 28 21 50 999 99.0 99.0  4.00 10.00  7.29 999  986.1 999.0   6.2 999.0 99.0 99.00
2015 03 28 22 50 999 99.0 99.0  3.76 10.81  7.08 999  985.8 999.0   6.2 999.0 99.0 99.00
2015 03 28 23 50 999 99.0 99.0  3.77 10.81  7.64 999  985.3 999.0   6.2 999.0 99.0 99.00
2015 03 29 00 50 999 99.0 99.0  3.63 10.81  7.42 999  984.7 999.0   6.2 999.0 99.0 99.00
2015 03 29 01 50 999 99.0 99.0  3.68 10.81  7.36 999  984.3 999.0   6.1 999.0 99.0 99.00
2015 03 29 02 50 999 99.0 99.0  3.48 10.81  7.12 999  984.0 999.0   6.2 999.0 99.0 99.00
2015 03 29 03 50 999 99.0 99.0  3.62 10.81  7.34 999  984.1 999.0   6.1 999.0 99.0 99.00
2015 03 29 04 50 999 99.0 99.0  3.57 12.90  7.65 999  984.3 999.0   6.2 999.0 99.0 99.00
2015 03 29 05 50 999 99.0 99.0  3.44 12.12  7.36 999  984.5 999.0   6.2 999.0 99.0 99.00
2015 03 29 06 50 999 99.0 99.0  3.17 10.00  6.61 999  984.7 999.0   6.2 999.0 99.0 99.00
2015 03 29 07 50 999 99.0 99.0  3.45 10.00  6.82 999  984.7 999.0   6.1 999.0 99.0 99.00
2015 03 29 08 50 999 99.0 99.0  3.51  8.33  6.74 999  985.2 999.0   6.1 999.0 99.0 99.00
2015 03 29 09 50 999 99.0 99.0  3.69 12.12  6.97 999  985.6 999.0   6.1 999.0 99.0 99.00
2015 03 29 10 50 999 99.0 99.0  3.76 12.12  7.02 999  986.1 999.0   6.1 999.0 99.0 99.00
2015 03 29 11 50 999 99.0 99.0  3.76 12.90  6.72 999  986.6 999.0   6.1 999.0 99.0 99.00
2015 03 29 12 50 999 99.0 99.0  3.95 10.81  6.93 999  987.1 999.0   6.1 999.0 99.0 99.00
2015 03 29 13 50 999 99.0 99.0  3.52 12.12  6.65 999  987.8 999.0   6.3 999.0 99.0 99.00
2015 03 29 14 50 999 99.0 99.0  3.63 12.12  6.70 999  988.5 999.0   6.3 999.0 99.0 99.00
2015 03 29 15 50 999 99.0 99.0  3.94 11.43  6.68 999  989.5 999.0   6.2 999.0 99.0 99.00
2015 03 29 16 50 999 99.0 99.0  3.74 11.43  6.62 999  990.5 999.0   6.2 999.0 99.0 99.00
2015 03 29 17 50 999 99.0 99.0  3.80 11.43  6.78 999  991.5 999.0   6.0 999.0 99.0 99.00
2015 03 29 18 50 999 99.0 99.0  3.55  9.09  6.78 999  992.7 999.0   6.0 999.0 99.0 99.00
2015 03 29 19 50 999 99.0 99.0  3.65 12.12  6.78 999  993.6 999.0   6.0 999.0 99.0 99.00
2015 03 29 20 50 999 99.0 99.0  3.47 10.00  6.99 999  994.5 999.0   6.1 999.0 99.0 99.00
2015 03 29 21 50 999 99.0 99.0  3.22  8.33  6.48 999  995.2 999.0   6.1 999.0 99.0 99.00
2015 03 29 22 50 999 99.0 99.0  3.06 11.43  6.41 999  996.0 999.0   6.2 999.0 99.0 99.00
2015 03 29 23 50 999 99.0 99.0  3.29  9.09  6.76 999  996.5 999.0   6.2 999.0 99.0 99.00
2015 03 30 00 50 999 99.0 99.0  3.22 11.43  6.72 999  997.0 999.0   6.2 999.0 99.0 99.00
2015 03 30 01 50 999 99.0 99.0  3.01 11.43  6.53 999  997.0 999.0   6.0 999.0 99.0 99.00
2015 03 30 02 50 999 99.0 99.0  3.17 11.43  6.93 999  997.3 999.0   6.0 999.0 99.0 99.00
2015 03 30 03 50 999 99.0 99.0  3.21 12.12  7.00 999  997.5 999.0   5.9 999.0 99.0 99.00
2015 03 30 04 50 999 99.0 99.0  3.39 11.43  7.42 999  998.0 999.0   6.0 999.0 99.0 99.00
2015 03 30 05 50 999 99.0 99.0  3.05 10.81  6.87 999  998.4 999.0   5.9 999.0 99.0 99.00
2015 03 30 06 50 999 99.0 99.0  3.11 10.00  7.26 999  998.7 999.0   5.9 999.0 99.0 99.00
2015 03 30 07 50 999 99.0 99.0  2.74 10.81  6.87 999  998.9 999.0   6.0 999.0 99.0 99.00
2015 03 30 09 50 999 99.0 99.0  3.06 12.90  7.02 999  999.2 999.0   6.1 999.0 99.0 99.00
2015 03 30 10 50 999 99.0 99.0  2.72 13.79  6.67 999  999.3 999.0   6.0 999.0 99.0 99.00
2015 03 30 11 50 999 99.0 99.0  2.65 13.79  6.57 999  999.3 999.0   5.9 999.0 99.0 99.00
2015 03 30 12 50 999 99.0 99.0  2.74 12.12  6.70 999  999.1 999.0   5.9 999.0 99.0 99.00
2015 03 30 13 50 999 99.0 99.0  2.82 12.90  7.13 999  999.0 999.0   6.0 999.0 99.0 99.00
2015 03 30 14 50 999 99.0 99.0  2.65 13.79  7.02 999  998.9 999.0   6.1 999.0 99.0 99.00
2015 03 30 15 50 999 99.0 99.0  2.60 12.90  7.07 999  998.9 999.0   6.1 999.0 99.0 99.00
2015 03 30 16 50 999 99.0 99.0  2.82 10.81  6.93 999  998.9 999.0   6.1 999.0 99.0 99.00
2015 03 30 17 50 999 99.0 99.0  2.62 12.90  7.05 999  999.0 999.0   6.1 999.0 99.0 99.00
2015 03 30 18 50 999 99.0 99.0  2.70 12.12  7.22 999  999.0 999.0   6.1 999.0 99.0 99.00
2015 03 30 19 50 999 99.0 99.0  2.63 12.12  7.02 999  999.1 999.0   6.0 999.0 99.0 99.00
2015 03 30 20 50 999 99.0 99.0  2.37 11.43  6.81 999  999.1 999.0   6.1 999.0 99.0 99.00
2015 03 30 21 50 999 99.0 99.0  2.22 11.43  6.50 999  999.2 999.0   6.2 999.0 99.0 99.00
2015 03 30 22 50 999 99.0 99.0  2.33 12.12  6.73 999  999.2 999.0   6.2 999.0 99.0 99.00
2015 03 30 23 50 999 99.0 99.0 99.00 99.00 99.00 999  999.1 999.0   6.2 999.0 99.0 99.00
2015 03 31 00 50 999 99.0 99.0 99.00 99.00 99.00 999  999.0 999.0   6.2 999.0 99.0 99.00
2015 03 31 01 50 999 99.0 99.0  2.26 12.12  6.97 999  998.8 999.0   6.2 999.0 99.0 99.00
2015 03 31 02 50 999 99.0 99.0  2.47 12.12  7.51 999  998.9 999.0   6.1 999.0 99.0 99.00
2015 03 31 03 50 999 99.0 99.0  2.22 11.43  7.01 999  998.9 999.0   6.1 999.0 99.0 99.00
2015 03 31 04 50 999 99.0 99.0  2.30 10.81  7.08 999  999.3 999.0   6.1 999.0 99.0 99.00
2015 03 31 05 50 999 99.0 99.0  2.34  8.33  7.15 999  999.5 999.0   6.0 999.0 99.0 99.00
2015 03 31 06 50 999 99.0 99.0  2.19  9.09  6.97 999  999.7 999.0   6.0 999.0 99.0 99.00
2015 03 31 07 50 999 99.0 99.0  2.32 11.43  7.30 999  999.9 999.0   5.9 999.0 99.0 99.00
2015 03 31 08 50 999 99.0 99.0  2.11 10.81  6.84 999 1000.2 999.0   5.9 999.0 99.0 99.00
2015 03 31 09 50 999 99.0 99.0  2.12 10.81  7.02 999 1000.5 999.0   5.9 999.0 99.0 99.00
2015 03 31 10 50 999 99.0 99.0  1.95 11.43  7.09 999 1000.9 999.0   5.9 999.0 99.0 99.00
2015 03 31 11 50 999 99.0 99.0  1.95 12.12  7.10 999 1001.3 999.0   5.9 999.0 99.0 99.00
2015 03 31 12 50 999 99.0 99.0  2.13  9.09  7.59 999 1001.7 999.0   6.0 999.0 99.0 99.00
2015 03 31 13 50 999 99.0 99.0  1.97 11.43  7.45 999 1002.2 999.0   6.0 999.0 99.0 99.00
2015 03 31 14 50 999 99.0 99.0  1.86 10.00  7.28 999 1002.6 999.0   6.2 999.0 99.0 99.00
2015 03 31 15 50 999 99.0 99.0  1.69  9.09  7.29 999 1002.8 999.0   6.2 999.0 99.0 99.00
2015 03 31 16 50 999 99.0 99.0  1.73 10.00  7.59 999 1003.3 999.0   6.2 999.0 99.0 99.00
2015 03 31 17 50 999 99.0 99.0  1.82  9.09  7.92 999 1003.8 999.0   6.2 999.0 99.0 99.00
2015 03 31 18 50 999 99.0 99.0  1.80 10.00  7.88 999 1004.3 999.0   6.2 999.0 99.0 99.00
2015 03 31 19 50 999 99.0 99.0  2.07 10.81  8.33 999 1004.9 999.0   6.2 999.0 99.0 99.00
2015 03 31 20 50 999 99.0 99.0  1.72 11.43  7.83 999 1005.4 999.0   6.2 999.0 99.0 99.00
2015 03 31 21 50 999 99.0 99.0  1.74 10.81  7.46 999 1005.9 999.0   6.3 999.0 99.0 99.00
2015 03 31 22 50 999 99.0 99.0  1.81 10.00  6.36 999 1006.4 999.0   6.3 999.0 99.0 99.00
2015 03 31 23 50 999 99.0 99.0  1.79 10.81  5.63 999 1007.0 999.0   6.2 999.0 99.0 99.00
2015 04 01 00 50 999 99.0 99.0  1.76  9.09  5.20 999 1007.3 999.0   6.2 999.0 99.0 99.00
2015 04 01 01 50 999 99.0 99.0  1.95  9.09  5.21 999 1007.7 999.0   6.2 999.0 99.0 99.00
2015 04 01 02 50 999 99.0 99.0  1.85  9.09  5.03 999 1007.9 999.0   6.1 999.0 99.0 99.00
2015 04 01 03 50 999 99.0 99.0  2.28 10.00  5.66 999 1008.1 999.0   6.1 999.0 99.0 99.00
2015 04 01 04 50 999 99.0 99.0  1.90  8.33  5.40 999 1008.4 999.0   6.2 999.0 99.0 99.00
2015 04 01 05 50 999 99.0 99.0  2.12  8.33  5.74 999 1008.7 999.0   6.2 999.0 99.0 99.00
2015 04 01 06 50 999 99.0 99.0  2.00  8.33  5.59 999 1008.6 999.0   6.2 999.0 99.0 99.00
2015 04 01 07 50 999 99.0 99.0  1.99  8.33  5.92 999 1008.4 999.0   6.2 999.0 99.0 99.00
2015 04 01 08 50 999 99.0 99.0  1.93  8.33  5.87 999 1008.1 999.0   6.2 999.0 99.0 99.00
2015 04 01 09 50 999 99.0 99.0  1.93  8.33  5.75 999 1007.8 999.0   6.2 999.0 99.0 99.00
2015 04 01 10 50 999 99.0 99.0  2.06  8.33  5.87 999 1007.3 999.0   6.2 999.0 99.0 99.00
2015 04 01 11 50 999 99.0 99.0  1.92  9.09  5.52 999 1006.8 999.0   6.2 999.0 99.0 99.00
2015 04 01 12 50 999 99.0 99.0  1.92  7.69  5.24 999 1006.0 999.0   6.1 999.0 99.0 99.00
2015 04 01 13 50 999 99.0 99.0  1.80  9.09  4.75 999 1005.1 999.0   6.1 999.0 99.0 99.00
2015 04 01 14 50 999 99.0 99.0  1.78  7.69  4.57 999 1004.2 999.0   6.2 999.0 99.0 99.00
2015 04 01 15 50 999 99.0 99.0  1.85  5.00  4.68 999 1003.1 999.0   6.1 999.0 99.0 99.00
2015 04 01 16 50 999 99.0 99.0  1.94  4.35  4.60 999 1002.4 999.0   6.0 999.0 99.0 99.00
2015 04 01 17 50 999 99.0 99.0  1.98  5.56  4.87 999 1001.6 999.0   5.9 999.0 99.0 99.00
2015 04 01 18 50 999 99.0 99.0  1.82  5.56  4.84 999 1000.7 999.0   6.0 999.0 99.0 99.00
2015 04 01 19 50 999 99.0 99.0 99.00 99.00 99.00 999 1000.2 999.0   6.1 999.0 99.0 99.00
2015 04 01 20 50 999 99.0 99.0  2.05  5.56  5.21 999 1000.5 999.0   6.0 999.0 99.0 99.00
2015 04 01 21 50 999 99.0 99.0  1.93  5.56  5.69 999 1000.7 999.0   6.1 999.0 99.0 99.00
2015 04 01 22 50 999 99.0 99.0  1.83  8.33  5.84 999 1000.8 999.0   6.1 999.0 99.0 99.00
2015 04 01 23 50 999 99.0 99.0  1.75  7.69  5.77 999 1000.7 999.0   6.1 999.0 99.0 99.00
2015 04 02 00 50 999 99.0 99.0  1.96  7.69  5.90 999 1000.7 999.0   6.2 999.0 99.0 99.00
2015 04 02 01 50 999 99.0 99.0  1.90  8.33  5.87 999 1000.8 999.0   6.1 999.0 99.0 99.00
2015 04 02 02 50 999 99.0 99.0  1.91  8.33  5.64 999 1000.7 999.0   6.1 999.0 99.0 99.00
2015 04 02 03 50 999 99.0 99.0  2.16  8.33  6.36 999 1000.6 999.0   6.1 999.0 99.0 99.00
2015 04 02 04 50 999 99.0 99.0  2.36 13.79  6.50 999 1000.6 999.0   6.1 999.0 99.0 99.00
2015 04 02 05 50 999 99.0 99.0  2.59 13.79  7.31 999 1000.8 999.0   6.2 999.0 99.0 99.00
2015 04 02 06 50 999 99.0 99.0  2.93 13.79  8.21 999 1001.0 999.0   6.2 999.0 99.0 99.00
2015 04 02 07 50 999 99.0 99.0  2.92 12.90  8.16 999 1001.0 999.0   6.1 999.0 99.0 99.00
2015 04 02 08 50 999 99.0 99.0  2.70 12.90  8.29 999 1000.9 999.0   6.0 999.0 99.0 99.00
2015 04 02 09 50 999 99.0 99.0  2.64 11.43  8.04 999 1001.0 999.0   5.9 999.0 99.0 99.00
2015 04 02 10 50 999 99.0 99.0  2.55 12.90  8.17 999 1001.2 999.0   5.9 999.0 99.0 99.00
2015 04 02 11 50 999 99.0 99.0  2.43 11.43  8.08 999 1001.5 999.0   5.9 999.0 99.0 99.00
2015 04 02 12 50 999 99.0 99.0  2.52 12.90  7.80 999 1001.9 999.0   5.9 999.0 99.0 99.00
2015 04 02 13 50 999 99.0 99.0  2.35 11.43  7.35 999 1002.6 999.0   5.9 999.0 99.0 99.00
2015 04 02 14 50 999 99.0 99.0  2.62 11.43  7.67 999 1003.5 999.0   5.9 999.0 99.0 99.00
2015 04 02 15 50 999 99.0 99.0  2.38 10.81  7.20 999 1004.3 999.0   5.9 999.0 99.0 99.00
2015 04 02 16 50 999 99.0 99.0  2.50 12.12  7.34 999 1005.2 999.0   5.9 999.0 99.0 99.00
2015 04 02 17 50 999 99.0 99.0  2.56 10.81  7.18 999 1006.0 999.0   5.9 999.0 99.0 99.00
2015 04 02 18 50 999 99.0 99.0  2.28 11.43  6.83 999 1007.0 999.0   5.9 999.0 99.0 99.00
2015 04 02 19 50 999 99.0 99.0  2.28 12.12  6.78 999 1008.1 999.0   5.9 999.0 99.0 99.00
2015 04 02 20 50 999 99.0 99.0  2.46 11.43  6.51 999 1008.8 999.0   6.0 999.0 99.0 99.00
2015 04 02 21 50 999 99.0 99.0  2.56 11.43  6.38 999 1009.5 999.0   6.0 999.0 99.0 99.00
2015 04 02 22 50 999 99.0 99.0  2.50 10.81  6.05 999 1010.1 999.0   6.0 999.0 99.0 99.00
2015 04 02 23 50 999 99.0 99.0  2.39 10.81  6.03 999 1010.7 999.0   6.0 999.0 99.0 99.00
