#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2013 02 07 04 50 277  8.7 11.3  2.93  8.33  6.17 999 1006.3   2.3   4.3 999.0 99.0 99.00
2013 02 07 05 50 274  7.6  9.9  2.85  8.33  6.29 999 1006.2   2.5   4.3 999.0 99.0 99.00
2013 02 07 06 50 263  5.6  7.3  2.98  8.33  6.71 999 1006.1   2.6   4.3 999.0 99.0 99.00
2013 02 07 07 50 244  6.5  8.2  3.06 11.43  6.93 999 1006.1   2.7   4.3 999.0 99.0 99.00
2013 02 07 08 50 231  7.0  8.8  3.01  7.69  6.70 999 1005.7   2.3   4.3 999.0 99.0 99.00
2013 02 07 09 50 203  7.3  8.8  2.98  7.69  6.68 999 1005.6   2.6   4.3 999.0 99.0 99.00
2013 02 07 10 50 186  8.2  9.8  3.00  7.14  6.78 999 1004.7   2.7   4.3 999.0 99.0 99.00
2013 02 07 11 50 176  9.0 11.3  2.75 11.43  6.53 999 1003.8   2.6   4.3 999.0 99.0 99.00
2013 02 07 12 50 164 10.4 12.3  2.81 12.12  6.37 999 1002.5   3.1   4.3 999.0 99.0 99.00
2013 02 07 13 50 170 11.4 13.6  2.79 12.12  6.11 999 1001.0   3.6   4.3 999.0 99.0 99.00
2013 02 07 14 50 174 10.9 12.9  2.73 12.90  6.03 999  999.5   4.1   4.3 999.0 99.0 99.00
2013 02 07 15 50 188 10.8 13.2  2.64  5.88  5.73 999  998.5   4.3   4.3 999.0 99.0 99.00
2013 02 07 16 50 192 11.2 13.3  2.61 10.81  5.71 999  997.6   4.5   4.3 999.0 99.0 99.00
2013 02 07 17 50 191 11.2 13.6  2.60 11.43  5.72 999  996.8   4.6   4.3 999.0 99.0 99.00
2013 02 07 18 50 193 11.4 14.2  2.83  6.67  5.99 999  996.2   4.7   4.3 999.0 99.0 99.00
2013 02 07 19 50 198 11.4 13.9  2.85  7.69  6.00 999  995.9   4.9   4.3 999.0 99.0 99.00
2013 02 07 20 50 204 11.1 13.5  3.07  7.69  6.07 999  995.8   4.8   4.3 999.0 99.0 99.00
2013 02 07 21 50 207 10.8 12.9  3.56  8.33  6.42 999  995.6   4.7   4.3 999.0 99.0 99.00
2013 02 07 22 50 220  9.8 12.3  3.33  9.09  6.41 999  995.6   4.6   4.3 999.0 99.0 99.00
2013 02 07 23 50 225  9.1 10.9  3.34  7.69  6.25 999  995.7   4.6   4.3 999.0 99.0 99.00
2013 02 08 00 50 229  8.7 11.0  3.28  8.33  6.43 999  996.4   4.3   4.3 999.0 99.0 99.00
2013 02 08 01 50 244  8.3 10.7  3.20  8.33  6.48 999  996.7   4.1   4.3 999.0 99.0 99.00
2013 02 08 02 50 246  7.8  9.6  2.95  9.09  6.25 999  997.1   3.8   4.3 999.0 99.0 99.00
2013 02 08 03 50 231  8.2 10.5 99.00 99.00 99.00 999  998.0   3.5   4.3 999.0 99.0 99.00
2013 02 08 04 50 229  9.3 11.2  3.08  9.09  6.48 999  998.5   3.8   4.3 999.0 99.0 99.00
2013 02 08 05 50 236  8.5 10.6  2.75 10.00  6.25 999  999.1   4.0   4.3 999.0 99.0 99.00
2013 02 08 06 50 222  6.9  8.3  2.66  8.33  6.35 999  999.4   4.1   4.3 999.0 99.0 99.00
2013 02 08 07 50 220  7.7  9.3  2.76 10.00  6.41 999  999.7   4.1   4.3 999.0 99.0 99.00
2013 02 08 08 50 226  7.2  8.8  3.06  9.09  6.84 999  999.9   4.0   4.3 999.0 99.0 99.00
2013 02 08 09 50 234  8.3 10.0  2.89 10.81  6.82 999 1000.6   4.1   4.3 999.0 99.0 99.00
2013 02 08 10 50 250  6.5  8.1  3.27 11.43  7.15 999 1001.4   4.0   4.3 999.0 99.0 99.00
2013 02 08 11 50 251  7.7  9.6  3.34 10.81  7.57 999 1002.9   4.2   4.3 999.0 99.0 99.00
2013 02 08 12 50 258  8.3 10.2  3.43 10.00  7.70 999 1004.1   4.3   4.3 999.0 99.0 99.00
2013 02 08 13 50 260  9.8 12.6  2.99 10.81  6.90 999 1005.0   4.3   4.3 999.0 99.0 99.00
2013 02 08 14 50 255  7.7  9.2  3.40 17.39  7.64 999 1005.8   4.2   4.3 999.0 99.0 99.00
2013 02 08 15 50 246  8.9 11.1  3.39 17.39  7.22 999 1006.7   4.4   4.3 999.0 99.0 99.00
2013 02 08 16 50 250  8.5 10.4  3.02 17.39  6.67 999 1007.7   4.4   4.3 999.0 99.0 99.00
2013 02 08 17 50 242  7.2  8.8  2.76 11.43  6.64 999 1008.7   4.4   4.3 999.0 99.0 99.00
2013 02 08 18 50 225  6.4  8.0  3.30 17.39  7.72 999 1008.9   4.2   4.3 999.0 99.0 99.00
2013 02 08 19 50 212  5.8  7.2  3.03 11.43  7.14 999 1009.5   4.1   4.3 999.0 99.0 99.00
2013 02 08 20 50 197  6.2  8.1  3.13 16.00  7.53 999 1010.1   4.2   4.3 999.0 99.0 99.00
2013 02 08 21 50 177  6.6  8.4  2.95 10.81  7.56 999 1009.6   4.1   4.3 999.0 99.0 99.00
2013 02 08 22 50 178  7.8  9.3  3.02 11.43  7.72 999 1009.9   4.1   4.3 999.0 99.0 99.00
2013 02 08 23 50 159  7.1  8.6  3.33 16.00  7.79 999 1009.2   3.9   4.3 999.0 99.0 99.00
2013 02 09 00 50 144  8.0  9.4  3.47 16.00  8.33 999 1008.1   3.7   4.3 999.0 99.0 99.00
2013 02 09 01 50 141  9.4 11.8  3.75 16.00  8.17 999 1007.9   3.9   4.3 999.0 99.0 99.00
2013 02 09 02 50 144 11.8 14.6  3.44 17.39  7.70 999 1006.7   3.7   4.3 999.0 99.0 99.00
2013 02 09 03 50 126 11.5 14.3  3.39 16.00  7.36 999 1005.6   2.3   4.3 999.0 99.0 99.00
2013 02 09 04 50 117 12.8 16.0 99.00 99.00 99.00 999 1004.1   1.5   4.3 999.0 99.0 99.00
2013 02 09 05 50 113 14.9 18.4  3.49 16.00  6.63 999 1001.7   2.5   4.3 999.0 99.0 99.00
2013 02 09 06 50 125 14.4 18.5 99.00 99.00 99.00 999  999.8   3.8   4.3 999.0 99.0 99.00
2013 02 09 07 50 130 13.6 16.8  3.63  6.25  5.97 999  998.3   4.4   4.3 999.0 99.0 99.00
2013 02 09 08 50 145 11.9 14.5  3.46  6.67  6.21 999  997.1   4.9   4.3 999.0 99.0 99.00
2013 02 09 09 50 164 12.0 14.9  3.68  8.33  6.48 999  996.3   5.3   4.3 999.0 99.0 99.00
2013 02 09 10 50 171 12.3 15.2  3.31  7.69  6.14 999  996.1   5.5   4.3 999.0 99.0 99.00
2013 02 09 11 50 173 12.9 15.9  3.53  8.33  6.33 999  995.9   5.6   4.3 999.0 99.0 99.00
2013 02 09 12 50 179 12.2 14.7  4.14  8.33  6.92 999  996.3   5.3   4.3 999.0 99.0 99.00
2013 02 09 13 50 176 10.9 13.0  3.99  9.09  6.77 999  996.5   5.2   4.3 999.0 99.0 99.00
2013 02 09 14 50 170 10.1 12.3  4.17  9.09  6.97 999  995.8   5.2   4.3 999.0 99.0 99.00
2013 02 09 15 50 168  9.8 12.1  3.71 10.00  7.07 999  995.6   5.0   4.3 999.0 99.0 99.00
2013 02 09 16 50 167 10.5 12.8  4.01 10.00  7.26 999  995.0   5.1   4.3 999.0 99.0 99.00
2013 02 09 17 50 160 11.7 14.3  4.05 10.00  7.19 999  994.4   5.3   4.3 999.0 99.0 99.00
2013 02 09 18 50 164 11.6 14.4  4.16 10.00  6.92 999  994.0   5.2   4.3 999.0 99.0 99.00
2013 02 09 19 50 169 12.0 15.5  4.19 10.00  7.11 999  993.2   5.3   4.4 999.0 99.0 99.00
2013 02 09 20 50 167 12.0 14.8  4.13 10.00  7.05 999  992.8   5.2   4.4 999.0 99.0 99.00
2013 02 09 21 50 171 13.5 16.4 99.00 99.00 99.00 999  991.8   5.4   4.4 999.0 99.0 99.00
2013 02 09 22 50 162 13.5 16.9  4.75 10.81  7.36 999  990.4   5.4   4.4 999.0 99.0 99.00
2013 02 09 23 50 158 14.0 17.2  4.35 10.81  7.10 999  988.9   5.4   4.4 999.0 99.0 99.00
2013 02 10 00 50 163 15.2 18.4  4.58 10.81  7.18 999  987.7   5.3   4.4 999.0 99.0 99.00
2013 02 10 01 50 171 15.2 18.5  5.36 11.43  7.37 999  986.8   5.0   4.4 999.0 99.0 99.00
2013 02 10 02 50 176 16.5 20.6  5.63 10.00  7.56 999  986.1   4.9   4.4 999.0 99.0 99.00
2013 02 10 03 50 181 15.8 21.3  5.97 10.81  7.98 999  985.9   4.8   4.4 999.0 99.0 99.00
2013 02 10 04 50 191 14.0 18.2  6.95 12.90  8.48 999  986.4   4.5   4.4 999.0 99.0 99.00
2013 02 10 05 50 206 14.5 18.1  6.19 14.81  8.58 999  987.4   4.6   4.4 999.0 99.0 99.00
2013 02 10 06 50 216 16.2 19.1  6.80 12.90  9.10 999  988.9   4.4   4.4 999.0 99.0 99.00
2013 02 10 07 50 217 16.6 21.1  7.09 16.00  8.97 999  990.8   4.1   4.4 999.0 99.0 99.00
2013 02 10 08 50 214 16.1 20.1 99.00 99.00 99.00 999  992.5   4.4   4.4 999.0 99.0 99.00
2013 02 10 09 50 219 15.6 20.4 99.00 99.00 99.00 999  994.1   4.2   4.4 999.0 99.0 99.00
2013 02 10 10 50 222 15.1 19.1  7.19 14.81  9.16 999  995.6   3.8   4.4 999.0 99.0 99.00
2013 02 10 11 50 224 16.0 20.8  7.06 11.43  8.71 999  996.6   3.6   4.3 999.0 99.0 99.00
2013 02 10 12 50 231 15.0 18.4  6.90 16.00  9.07 999  997.8   3.3   4.3 999.0 99.0 99.00
2013 02 10 13 50 229 14.5 19.7  6.41 12.90  8.90 999  999.0   3.3   4.3 999.0 99.0 99.00
2013 02 10 14 50 241 12.1 15.7  6.79 14.81  8.82 999 1000.2   2.0   4.3 999.0 99.0 99.00
2013 02 10 15 50 231 12.3 15.8  6.35 13.79  8.53 999 1000.7   3.5   4.3 999.0 99.0 99.00
2013 02 10 16 50 227 11.6 14.7  6.58 12.90  8.72 999 1001.3   3.4   4.3 999.0 99.0 99.00
2013 02 10 17 50 216 12.3 15.7  6.06 13.79  8.43 999 1002.0   3.6   4.3 999.0 99.0 99.00
2013 02 10 18 50 208 11.8 14.1  5.87 14.81  8.27 999 1002.3   3.2   4.3 999.0 99.0 99.00
2013 02 10 19 50 198 12.3 14.6  6.86 14.81  9.51 999 1002.1   3.5   4.3 999.0 99.0 99.00
2013 02 10 20 50 193 11.5 13.8  6.00 13.79  8.90 999 1001.9   3.2   4.3 999.0 99.0 99.00
2013 02 10 21 50 188 12.0 15.4  6.47 13.79  8.95 999 1000.7   3.2   4.3 999.0 99.0 99.00
2013 02 10 22 50 177 12.7 15.3  5.98 13.79  8.63 999  998.8   3.3   4.3 999.0 99.0 99.00
2013 02 10 23 50 183 14.2 17.7  5.45 13.79  8.04 999  997.0   3.8   4.3 999.0 99.0 99.00
2013 02 11 00 50 208 12.5 15.2  5.16 12.90  7.66 999  996.7   4.5   4.3 999.0 99.0 99.00
2013 02 11 01 50 212 12.2 15.4 99.00 99.00 99.00 999  996.8   4.1   4.3 999.0 99.0 99.00
2013 02 11 02 50 215 13.2 16.9  5.47 12.12  8.09 999  996.8   4.2   4.3 999.0 99.0 99.00
2013 02 11 03 50 236 12.0 14.9  5.10 12.90  7.75 999  997.5   4.2   4.3 999.0 99.0 99.00
2013 02 11 04 50 271 15.3 20.8  5.43 12.90  7.99 999  999.4   4.3   4.3 999.0 99.0 99.00
2013 02 11 05 50 271 13.8 16.9  5.50 12.90  7.85 999 1001.8   4.0   4.3 999.0 99.0 99.00
2013 02 11 06 50 271 13.4 17.0  5.42 12.12  7.73 999 1003.6   3.7   4.3 999.0 99.0 99.00
2013 02 11 07 50 271 14.4 17.4  5.15 11.43  7.39 999 1004.5   3.7   4.3 999.0 99.0 99.00
2013 02 11 08 50 263 13.1 16.1  4.90 11.43  7.59 999 1005.5   3.6   4.3 999.0 99.0 99.00
2013 02 11 09 50 272 12.0 14.8  5.20 12.12  7.49 999 1006.5   3.5   4.3 999.0 99.0 99.00
2013 02 11 10 50 265 12.7 16.0  4.85 10.81  7.39 999 1007.3   3.4   4.3 999.0 99.0 99.00
2013 02 11 11 50 271 10.7 13.1  5.10 10.81  7.72 999 1008.0   3.4   4.3 999.0 99.0 99.00
2013 02 11 12 50 255  9.6 11.6  4.36 10.81  7.35 999 1008.4   3.4   4.3 999.0 99.0 99.00
2013 02 11 13 50 262 10.6 13.0  4.46 12.12  7.39 999 1008.7   3.3   4.3 999.0 99.0 99.00
2013 02 11 14 50 271 11.1 13.7  4.37 11.43  7.44 999 1009.1   3.0   4.3 999.0 99.0 99.00
2013 02 11 15 50 274 10.7 13.3  3.59 10.81  6.93 999 1009.3   2.6   4.3 999.0 99.0 99.00
2013 02 11 16 50 262  9.3 11.7  4.05 10.81  7.34 999 1009.7   2.7   4.3 999.0 99.0 99.00
2013 02 11 17 50 274  8.2 10.0  3.85 10.81  7.27 999 1010.2   2.7   4.3 999.0 99.0 99.00
2013 02 11 18 50 261  6.9  9.0  3.73 10.81  7.15 999 1010.6   2.7   4.3 999.0 99.0 99.00
2013 02 11 19 50 264  7.6  9.9  3.57 10.81  7.05 999 1010.7   2.8   4.3 999.0 99.0 99.00
2013 02 11 20 50 262  5.3  7.1  3.60 11.43  7.26 999 1010.8   2.8   4.4 999.0 99.0 99.00
2013 02 11 21 50 254  5.0  8.4  3.06 10.81  7.11 999 1011.2   2.7   4.4 999.0 99.0 99.00
2013 02 11 22 50 237  5.5  7.1  3.06 10.81  7.06 999 1011.2   2.7   4.4 999.0 99.0 99.00
2013 02 11 23 50 233  4.3  5.6  2.90 10.81  6.91 999 1011.1   2.7   4.4 999.0 99.0 99.00
2013 02 12 00 50 247  5.1  6.5  2.92 10.00  7.13 999 1011.1   2.7   4.4 999.0 99.0 99.00
2013 02 12 01 50 233  4.5  6.1  3.08 10.00  7.30 999 1011.2   2.8   4.4 999.0 99.0 99.00
2013 02 12 02 50 213  5.2  7.1  2.97 10.00  7.34 999 1011.0   2.8   4.4 999.0 99.0 99.00
2013 02 12 03 50 222  3.8  5.2  2.71 10.81  7.22 999 1011.1   2.8   4.4 999.0 99.0 99.00
2013 02 12 04 50 218  3.2  5.9  3.02  9.09  7.48 999 1011.1   2.7   4.4 999.0 99.0 99.00
2013 02 12 05 50 196  2.0  4.8  2.78 10.81  7.39 999 1010.9   2.7   4.4 999.0 99.0 99.00
2013 02 12 06 50 177  4.1  5.7  2.73 10.81  7.37 999 1010.7   2.8   4.4 999.0 99.0 99.00
2013 02 12 07 50 184  4.6  6.1  2.96 10.81  7.56 999 1010.6   2.9   4.4 999.0 99.0 99.00
2013 02 12 08 50 196  6.3  7.5  2.81 10.00  7.26 999 1010.6   3.0   4.4 999.0 99.0 99.00
2013 02 12 09 50 192  5.7  7.2  2.69 10.81  7.18 999 1010.5   3.0   4.4 999.0 99.0 99.00
2013 02 12 10 50 184  6.9  8.2  2.36 10.81  6.91 999 1010.9   3.0   4.4 999.0 99.0 99.00
2013 02 12 11 50 184  7.2  8.8  2.64 10.81  7.05 999 1010.6   3.0   4.4 999.0 99.0 99.00
2013 02 12 12 50 174  7.1  8.7  2.43 10.81  6.80 999 1010.5   2.9   4.4 999.0 99.0 99.00
2013 02 12 13 50 186  7.8  9.5  2.56 10.81  6.72 999 1010.2   3.3   4.4 999.0 99.0 99.00
2013 02 12 14 50 178  8.2 10.3  2.21 10.00  6.01 999 1009.8   3.5   4.4 999.0 99.0 99.00
2013 02 12 15 50 179  9.3 11.0  2.41 10.81  6.28 999 1009.3   3.4   4.4 999.0 99.0 99.00
2013 02 12 16 50 181  9.1 11.2  2.41 10.00  6.19 999 1008.8   3.5   4.4 999.0 99.0 99.00
2013 02 12 17 50 179 11.1 13.5  2.38  9.09  5.87 999 1008.5   3.1   4.4 999.0 99.0 99.00
2013 02 12 18 50 202 10.3 12.6  2.71 10.00  6.02 999 1008.6   3.7   4.4 999.0 99.0 99.00
2013 02 12 19 50 227 10.6 14.5  2.71 10.00  6.20 999 1009.1   3.6   4.4 999.0 99.0 99.00
2013 02 12 20 50 226 11.1 13.9  2.90 10.00  6.17 999 1009.4   3.8   4.4 999.0 99.0 99.00
2013 02 12 21 50 225 11.7 14.5  2.95 10.00  6.07 999 1009.6   3.8   4.4 999.0 99.0 99.00
2013 02 12 22 50 224 11.7 15.4  2.93  7.69  6.01 999 1009.9   3.9   4.4 999.0 99.0 99.00
2013 02 12 23 50 223 11.0 13.2  3.06 10.00  6.07 999 1010.1   4.0   4.4 999.0 99.0 99.00
2013 02 13 00 50 226 11.5 14.0  3.26  8.33  6.10 999 1010.3   4.0   4.4 999.0 99.0 99.00
2013 02 13 01 50 231 11.4 14.6  3.71 10.00  6.56 999 1010.9   4.1   4.4 999.0 99.0 99.00
2013 02 13 02 50 230 10.3 12.2  3.43  8.33  6.48 999 1011.3   4.0   4.4 999.0 99.0 99.00
2013 02 13 03 50 229 11.0 13.7  3.66 11.43  6.72 999 1012.1   4.0   4.4 999.0 99.0 99.00
2013 02 13 04 50 234  9.8 12.3  3.63 10.00  6.96 999 1012.6   3.8   4.4 999.0 99.0 99.00
2013 02 13 05 50 224 10.5 13.0  3.63 10.81  7.12 999 1012.7   3.9   4.4 999.0 99.0 99.00
2013 02 13 06 50 220  9.7 12.4  3.70 10.81  7.15 999 1013.1   3.8   4.4 999.0 99.0 99.00
2013 02 13 07 50 224  8.1  9.5  3.55 10.00  6.91 999 1013.4   3.8   4.4 999.0 99.0 99.00
2013 02 13 08 50 215  8.0 10.0  3.48 10.81  6.97 999 1013.6   3.7   4.4 999.0 99.0 99.00
2013 02 13 09 50 207  6.9  8.9  3.41 10.00  7.03 999 1013.5   3.7   4.4 999.0 99.0 99.00
2013 02 13 10 50 198  6.7  8.2  3.18 11.43  6.87 999 1013.3   3.6   4.4 999.0 99.0 99.00
2013 02 13 11 50 182  6.3  8.0  3.42 10.00  7.09 999 1013.0   3.5   4.4 999.0 99.0 99.00
2013 02 13 12 50 168  6.5  7.8  3.17  9.09  6.97 999 1012.7   3.5   4.4 999.0 99.0 99.00
2013 02 13 13 50 157  7.0  9.0  3.15 10.00  7.17 999 1012.1   3.5   4.3 999.0 99.0 99.00
2013 02 13 14 50 146  8.8 10.6  2.80  9.09  6.62 999 1011.2   3.6   4.3 999.0 99.0 99.00
2013 02 13 15 50 140  9.3 11.5  2.68  9.09  6.49 999 1010.3   3.8   4.3 999.0 99.0 99.00
2013 02 13 16 50 132 10.3 12.7  2.77 10.00  6.60 999 1009.1   3.8   4.3 999.0 99.0 99.00
2013 02 13 17 50 127 11.1 14.0  2.57 10.00  6.17 999 1007.9   3.9   4.4 999.0 99.0 99.00
2013 02 13 18 50 124 12.0 15.4  2.65  9.09  5.89 999 1006.6   4.1   4.4 999.0 99.0 99.00
2013 02 13 19 50 124 13.6 16.1  2.69 10.81  5.67 999 1004.9   3.9   4.4 999.0 99.0 99.00
2013 02 13 20 50 126 15.4 18.7 99.00 99.00 99.00 999 1002.3   3.0   4.4 999.0 99.0 99.00
2013 02 13 21 50 136 15.4 19.1 99.00 99.00 99.00 999 1001.5   3.4   4.4 999.0 99.0 99.00
2013 02 13 22 50 156 12.5 15.5  3.96  7.14  6.22 999 1000.5   4.5   4.4 999.0 99.0 99.00
2013 02 13 23 50 202  8.8 11.0  3.47  8.33  6.08 999 1001.0   4.9   4.4 999.0 99.0 99.00
2013 02 14 00 50 211  8.9 10.7  3.30  8.33  6.25 999 1001.8   5.0   4.4 999.0 99.0 99.00
2013 02 14 01 50 207 10.1 12.0  3.32  9.09  6.39 999 1003.0   4.9   4.4 999.0 99.0 99.00
2013 02 14 02 50 220 10.3 12.5  2.99  8.33  6.11 999 1003.7   4.8   4.4 999.0 99.0 99.00
2013 02 14 03 50 220  7.7  9.8  3.13  9.09  6.35 999 1004.4   4.7   4.4 999.0 99.0 99.00
2013 02 14 04 50 197  4.3  5.4  2.94  8.33  6.54 999 1004.0   4.6   4.4 999.0 99.0 99.00
2013 02 14 05 50 201  6.0  7.6  2.95  8.33  6.72 999 1004.1   4.5   4.4 999.0 99.0 99.00
2013 02 14 06 50 167  5.8  7.0  2.89  9.09  6.53 999 1004.4   4.5   4.4 999.0 99.0 99.00
2013 02 14 07 50 155  6.5  8.1  2.85  8.33  6.67 999 1003.8   4.4   4.4 999.0 99.0 99.00
2013 02 14 08 50 139 10.0 12.7  2.61  7.69  6.15 999 1002.1   4.3   4.4 999.0 99.0 99.00
2013 02 14 09 50 133 11.9 14.1  2.61  7.69  5.80 999 1000.3   4.1   4.4 999.0 99.0 99.00
2013 02 14 10 50 126 13.8 17.5  2.60  8.33  5.27 999  997.5   4.0   4.4 999.0 99.0 99.00
2013 02 14 11 50 123 13.5 16.2  2.70  8.33  5.31 999  995.4   3.6   4.4 999.0 99.0 99.00
2013 02 14 12 50 132 14.7 18.5  3.21  7.69  5.47 999  991.8   4.2   4.4 999.0 99.0 99.00
2013 02 14 13 50 162 13.3 15.8  3.08  7.69  5.34 999  990.0   5.1   4.4 999.0 99.0 99.00
2013 02 14 14 50 179 13.7 17.8  3.26  7.69  5.76 999  988.7   5.2   4.4 999.0 99.0 99.00
2013 02 14 15 50 175 14.4 16.9  3.45  7.69  5.82 999  987.4   4.4   4.4 999.0 99.0 99.00
2013 02 14 16 50 178 14.9 18.5  4.08  8.33  6.27 999  985.3   4.3   4.4 999.0 99.0 99.00
2013 02 14 17 50 192 15.0 19.0  4.23  8.33  6.42 999  985.1   4.3   4.4 999.0 99.0 99.00
2013 02 14 18 50 210 13.5 16.8  4.42  9.09  6.77 999  986.3   4.6   4.4 999.0 99.0 99.00
2013 02 14 19 50 215 12.4 14.8  4.74 10.00  7.19 999  987.8   4.6   4.4 999.0 99.0 99.00
2013 02 14 20 50 215 11.1 16.2  5.18 10.00  7.85 999  989.7   4.2   4.4 999.0 99.0 99.00
2013 02 14 21 50 231 14.8 18.8  5.70 11.43  8.01 999  991.4   4.3   4.4 999.0 99.0 99.00
2013 02 14 22 50 240 15.7 19.8  6.32 12.90  8.51 999  994.9   4.6   4.4 999.0 99.0 99.00
2013 02 14 23 50 237 15.0 19.4  6.04 12.90  8.34 999  997.2   4.8   4.4 999.0 99.0 99.00
2013 02 15 00 50 239 14.0 18.3  6.77 12.12  8.90 999  998.1   4.7   4.4 999.0 99.0 99.00
2013 02 15 01 50 223 13.4 16.7  6.57 13.79  8.80 999  999.9   4.7   4.4 999.0 99.0 99.00
2013 02 15 02 50 223 11.5 14.3  5.83 13.79  8.27 999 1000.7   4.4   4.4 999.0 99.0 99.00
2013 02 15 03 50 209 10.4 13.0  5.34 10.81  8.21 999 1001.9   4.4   4.4 999.0 99.0 99.00
2013 02 15 04 50 209  8.7 10.8  4.66 12.12  7.80 999 1002.1   4.3   4.4 999.0 99.0 99.00
2013 02 15 05 50 220  8.6 10.6  4.96 11.43  7.94 999 1002.1   4.2   4.4 999.0 99.0 99.00
2013 02 15 06 50 225  7.9 10.7  4.60 10.00  7.69 999 1002.5   4.1   4.4 999.0 99.0 99.00
2013 02 15 07 50 212  7.0  9.7 99.00 99.00 99.00 999 1003.0   4.1   4.4 999.0 99.0 99.00
2013 02 15 08 50 198  6.8  8.6  4.34 10.00  7.81 999 1003.4   4.0   4.4 999.0 99.0 99.00
2013 02 15 09 50 192  6.6  8.4  3.44 10.81  6.88 999 1003.4   4.2   4.4 999.0 99.0 99.00
2013 02 15 10 50 193  7.6  9.7  4.25 13.79  7.76 999 1003.3   4.2   4.4 999.0 99.0 99.00
2013 02 15 11 50 191  6.0  8.1  4.01 10.00  7.98 999 1003.3   4.2   4.4 999.0 99.0 99.00
2013 02 15 12 50 182  5.8  7.5  3.73  9.09  7.90 999 1003.1   4.1   4.4 999.0 99.0 99.00
2013 02 15 13 50 190  5.0  7.0  4.08 12.12  8.42 999 1002.8   4.0   4.3 999.0 99.0 99.00
2013 02 15 14 50 186  4.6  5.9  3.91 12.90  8.58 999 1002.8   3.7   4.4 999.0 99.0 99.00
2013 02 15 15 50 212  4.0  5.6  3.62 10.81  8.23 999 1003.1   3.6   4.4 999.0 99.0 99.00
2013 02 15 16 50 262  2.8  3.9  3.48 10.00  8.09 999 1003.6   3.6   4.4 999.0 99.0 99.00
2013 02 15 17 50 290  8.1  9.7  3.16 10.81  7.56 999 1004.5   3.5   4.4 999.0 99.0 99.00
2013 02 15 18 50 275 10.2 12.6  2.80 11.43  6.71 999 1005.7   3.0   4.3 999.0 99.0 99.00
2013 02 15 19 50 259 10.2 12.5  2.88 11.43  6.32 999 1006.9   2.8   4.3 999.0 99.0 99.00
2013 02 15 20 50 259 11.6 13.6  2.89  9.09  6.05 999 1008.0   2.7   4.3 999.0 99.0 99.00
2013 02 15 21 50 329 11.0 12.8  3.22 10.81  6.46 999 1008.9   2.5   4.4 999.0 99.0 99.00
2013 02 15 22 50 333  9.0 11.0  3.43  9.09  6.83 999 1010.3   2.6   4.4 999.0 99.0 99.00
2013 02 15 23 50 323  9.7 11.7  3.80 11.43  7.04 999 1011.7   2.7   4.4 999.0 99.0 99.00
2013 02 16 00 50 323  8.4 10.1  3.40  9.09  6.40 999 1012.8   2.7   4.4 999.0 99.0 99.00
2013 02 16 01 50 302  8.2 10.4  3.68 10.00  6.77 999 1013.9   2.8   4.4 999.0 99.0 99.00
2013 02 16 02 50 284  9.6 12.7  3.87 10.00  7.12 999 1014.7   2.4   4.3 999.0 99.0 99.00
2013 02 16 03 50 281  9.2 10.9  4.26  9.09  7.20 999 1014.7   1.7   4.3 999.0 99.0 99.00
2013 02 16 04 50 280 10.7 13.0  3.91  8.33  7.03 999 1016.2   1.6   4.3 999.0 99.0 99.00
2013 02 16 05 50 278 11.5 14.5  4.00  9.09  7.07 999 1017.3   1.8   4.3 999.0 99.0 99.00
2013 02 16 06 50 273 11.8 15.3  3.73 10.00  6.62 999 1018.2   1.3   4.3 999.0 99.0 99.00
2013 02 16 07 50 279 12.0 14.4  3.90 10.00  6.81 999 1018.7   1.2   4.3 999.0 99.0 99.00
2013 02 16 08 50 281 11.0 14.1  4.25  9.09  7.01 999 1019.4   1.2   4.3 999.0 99.0 99.00
2013 02 16 09 50 274  9.9 12.7  3.75  9.09  6.78 999 1020.0   1.2   4.3 999.0 99.0 99.00
2013 02 16 10 50 267  9.6 11.7  3.64  9.09  6.77 999 1020.3   0.9   4.3 999.0 99.0 99.00
2013 02 16 11 50 264 10.5 13.0  3.86  9.09  6.92 999 1020.8   1.2   4.3 999.0 99.0 99.00
2013 02 16 12 50 263  9.8 12.2  3.41  8.33  6.29 999 1020.8   1.5   4.3 999.0 99.0 99.00
2013 02 16 13 50 255 10.2 12.7  3.22  9.09  6.21 999 1020.8   1.6   4.3 999.0 99.0 99.00
2013 02 16 14 50 264  9.2 11.7  3.21  9.09  6.28 999 1020.6   1.6   4.3 999.0 99.0 99.00
2013 02 16 15 50 259  8.3  9.8  3.28  8.33  6.27 999 1020.6   1.9   4.3 999.0 99.0 99.00
2013 02 16 16 50 242  8.9 10.7  2.96  8.33  6.23 999 1020.9   2.0   4.3 999.0 99.0 99.00
2013 02 16 17 50 230  8.4 10.7  2.81  9.09  6.13 999 1020.8   1.9   4.3 999.0 99.0 99.00
2013 02 16 18 50 234  8.0 10.2  3.05  8.33  6.29 999 1020.8   2.1   4.3 999.0 99.0 99.00
2013 02 16 19 50 221  7.0  9.1  2.96  7.69  6.40 999 1020.3   2.4   4.3 999.0 99.0 99.00
