#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2013 11 25 03 50 999 99.0 99.0 99.00 99.00 99.00 999 1011.3 999.0   6.6 999.0 99.0 99.00
2013 11 25 04 50 999 99.0 99.0  3.14  7.69  6.03 999 1010.9 999.0   6.6 999.0 99.0 99.00
2013 11 25 05 50 999 99.0 99.0  3.00  9.09  6.01 999 1010.3 999.0   6.5 999.0 99.0 99.00
2013 11 25 06 50 999 99.0 99.0  2.81  8.33  5.88 999 1009.8 999.0   6.5 999.0 99.0 99.00
2013 11 25 07 50 999 99.0 99.0  3.29  8.33  6.23 999 1009.1 999.0   6.5 999.0 99.0 99.00
2013 11 25 08 50 999 99.0 99.0  2.92  7.69  6.17 999 1008.3 999.0   6.5 999.0 99.0 99.00
2013 11 25 09 50 999 99.0 99.0  2.79  8.33  6.20 999 1007.5 999.0   6.5 999.0 99.0 99.00
2013 11 25 10 50 999 99.0 99.0  2.86  8.33  6.04 999 1006.2 999.0   6.5 999.0 99.0 99.00
2013 11 25 11 50 999 99.0 99.0  2.76 10.00  5.99 999 1005.1 999.0   6.5 999.0 99.0 99.00
2013 11 25 12 50 999 99.0 99.0  2.87  8.33  5.87 999 1004.2 999.0   6.5 999.0 99.0 99.00
2013 11 25 13 50 999 99.0 99.0  2.99  9.09  6.08 999 1003.1 999.0   6.5 999.0 99.0 99.00
2013 11 25 14 50 999 99.0 99.0  2.89  8.33  5.97 999 1002.7 999.0   6.6 999.0 99.0 99.00
2013 11 25 15 50 999 99.0 99.0  3.13 10.00  6.29 999 1002.0 999.0   6.6 999.0 99.0 99.00
2013 11 25 16 50 999 99.0 99.0  3.29  8.33  6.80 999 1001.4 999.0   6.6 999.0 99.0 99.00
2013 11 25 17 50 999 99.0 99.0  3.12  9.09  6.68 999 1001.1 999.0   6.5 999.0 99.0 99.00
2013 11 25 18 50 999 99.0 99.0  3.31  9.09  7.05 999 1001.1 999.0   6.6 999.0 99.0 99.00
2013 11 25 19 50 999 99.0 99.0  3.16  9.09  6.76 999 1000.9 999.0   6.5 999.0 99.0 99.00
2013 11 25 20 50 999 99.0 99.0  3.23 10.00  6.78 999 1001.2 999.0   6.6 999.0 99.0 99.00
2013 11 25 21 50 999 99.0 99.0  3.18  8.33  6.81 999 1001.2 999.0   6.6 999.0 99.0 99.00
2013 11 25 22 50 999 99.0 99.0 99.00 99.00 99.00 999 1001.6 999.0   6.5 999.0 99.0 99.00
2013 11 25 23 50 999 99.0 99.0  2.60  9.09  6.28 999 1001.9 999.0   6.6 999.0 99.0 99.00
2013 11 26 00 50 999 99.0 99.0  2.58  9.09  5.94 999 1002.4 999.0   6.6 999.0 99.0 99.00
2013 11 26 01 50 999 99.0 99.0  3.03  9.09  6.41 999 1002.8 999.0   6.6 999.0 99.0 99.00
2013 11 26 02 50 999 99.0 99.0  2.63 10.00  6.32 999 1003.9 999.0   6.6 999.0 99.0 99.00
2013 11 26 03 50 999 99.0 99.0  2.90 10.00  6.75 999 1004.6 999.0   6.6 999.0 99.0 99.00
2013 11 26 04 50 999 99.0 99.0  2.58 10.81  6.79 999 1005.5 999.0   6.6 999.0 99.0 99.00
2013 11 26 05 50 999 99.0 99.0  2.75  9.09  6.92 999 1006.4 999.0   6.6 999.0 99.0 99.00
2013 11 26 06 50 999 99.0 99.0  2.71 10.00  7.06 999 1007.1 999.0   6.6 999.0 99.0 99.00
2013 11 26 07 50 999 99.0 99.0  2.67  9.09  7.08 999 1007.9 999.0   6.5 999.0 99.0 99.00
2013 11 26 08 50 999 99.0 99.0  2.47  9.09  7.08 999 1008.5 999.0   6.5 999.0 99.0 99.00
2013 11 26 09 50 999 99.0 99.0  2.15 11.43  6.99 999 1009.0 999.0   6.5 999.0 99.0 99.00
2013 11 26 10 50 999 99.0 99.0  2.27 10.00  7.36 999 1009.4 999.0   6.5 999.0 99.0 99.00
2013 11 26 11 50 999 99.0 99.0  2.34 10.81  7.29 999 1009.6 999.0   6.5 999.0 99.0 99.00
2013 11 26 12 50 999 99.0 99.0  2.27 10.00  7.27 999 1009.6 999.0   6.5 999.0 99.0 99.00
2013 11 26 13 50 999 99.0 99.0  2.29 10.00  7.33 999 1009.5 999.0   6.5 999.0 99.0 99.00
2013 11 26 14 50 999 99.0 99.0  2.56 10.00  7.51 999 1009.6 999.0   6.5 999.0 99.0 99.00
2013 11 26 15 50 999 99.0 99.0  2.16 10.00  7.12 999 1009.5 999.0   6.5 999.0 99.0 99.00
2013 11 26 16 50 999 99.0 99.0  2.22  9.09  7.29 999 1009.6 999.0   6.5 999.0 99.0 99.00
2013 11 26 17 50 999 99.0 99.0  2.13  9.09  7.25 999 1009.9 999.0   6.5 999.0 99.0 99.00
2013 11 26 18 50 999 99.0 99.0  2.18  9.09  7.24 999 1010.3 999.0   6.4 999.0 99.0 99.00
2013 11 26 19 50 999 99.0 99.0  2.26  9.09  7.35 999 1010.2 999.0   6.4 999.0 99.0 99.00
2013 11 26 20 50 999 99.0 99.0  1.89  9.09  6.94 999 1010.5 999.0   6.3 999.0 99.0 99.00
2013 11 26 21 50 999 99.0 99.0  2.16  8.33  7.16 999 1010.2 999.0   6.3 999.0 99.0 99.00
2013 11 26 22 50 999 99.0 99.0  2.15  9.09  7.16 999 1009.9 999.0   6.4 999.0 99.0 99.00
2013 11 26 23 50 999 99.0 99.0  1.87  7.69  6.50 999 1009.6 999.0   6.4 999.0 99.0 99.00
2013 11 27 00 50 999 99.0 99.0  2.02  9.09  6.88 999 1009.4 999.0   6.4 999.0 99.0 99.00
2013 11 27 01 50 999 99.0 99.0  1.86  8.33  6.67 999 1009.7 999.0   6.4 999.0 99.0 99.00
2013 11 27 02 50 999 99.0 99.0  1.98  8.33  6.74 999 1009.7 999.0   6.5 999.0 99.0 99.00
2013 11 27 03 50 999 99.0 99.0  1.90  7.14  6.68 999 1009.7 999.0   6.4 999.0 99.0 99.00
2013 11 27 04 50 999 99.0 99.0  1.70  9.09  6.54 999 1009.9 999.0   6.5 999.0 99.0 99.00
2013 11 27 05 50 999 99.0 99.0  1.83  9.09  6.78 999 1010.0 999.0   6.5 999.0 99.0 99.00
2013 11 27 06 50 999 99.0 99.0  1.55  9.09  6.53 999 1010.1 999.0   6.4 999.0 99.0 99.00
2013 11 27 07 50 999 99.0 99.0  1.70  8.33  6.85 999 1010.1 999.0   6.4 999.0 99.0 99.00
2013 11 27 08 50 999 99.0 99.0  1.61  9.09  6.73 999 1010.3 999.0   6.3 999.0 99.0 99.00
2013 11 27 09 50 999 99.0 99.0  1.53  7.69  6.52 999 1010.1 999.0   6.3 999.0 99.0 99.00
2013 11 27 10 50 999 99.0 99.0  1.38  7.69  6.59 999 1009.8 999.0   6.4 999.0 99.0 99.00
2013 11 27 11 50 999 99.0 99.0  1.44  9.09  5.84 999 1009.5 999.0   6.4 999.0 99.0 99.00
2013 11 27 12 50 999 99.0 99.0  1.52  8.33  5.70 999 1009.7 999.0   6.3 999.0 99.0 99.00
2013 11 27 13 50 999 99.0 99.0  1.71  9.09  5.88 999 1009.4 999.0   6.3 999.0 99.0 99.00
2013 11 27 14 50 999 99.0 99.0  1.62  8.33  5.60 999 1009.5 999.0   6.4 999.0 99.0 99.00
2013 11 27 15 50 999 99.0 99.0  1.72  9.09  5.33 999 1009.1 999.0   6.4 999.0 99.0 99.00
2013 11 27 16 50 999 99.0 99.0  1.75  8.33  5.09 999 1008.9 999.0   6.3 999.0 99.0 99.00
2013 11 27 17 50 999 99.0 99.0  1.83 10.00  5.18 999 1009.4 999.0   6.4 999.0 99.0 99.00
2013 11 27 18 50 999 99.0 99.0  1.83  9.09  5.01 999 1009.8 999.0   6.4 999.0 99.0 99.00
2013 11 27 19 50 999 99.0 99.0  1.81  9.09  4.97 999 1009.9 999.0   6.4 999.0 99.0 99.00
2013 11 27 20 50 999 99.0 99.0  1.88  5.26  4.99 999 1009.9 999.0   6.4 999.0 99.0 99.00
2013 11 27 21 50 999 99.0 99.0  1.87  9.09  5.15 999 1009.5 999.0   6.3 999.0 99.0 99.00
2013 11 27 22 50 999 99.0 99.0  1.90  5.56  5.12 999 1009.8 999.0   6.3 999.0 99.0 99.00
2013 11 27 23 50 999 99.0 99.0  1.81  8.33  4.87 999 1009.2 999.0   6.2 999.0 99.0 99.00
2013 11 28 00 50 999 99.0 99.0  1.71  8.33  4.79 999 1008.7 999.0   6.2 999.0 99.0 99.00
2013 11 28 01 50 999 99.0 99.0  1.63  4.76  4.85 999 1008.8 999.0   6.2 999.0 99.0 99.00
2013 11 28 02 50 999 99.0 99.0  1.70  5.88  4.81 999 1008.6 999.0   6.2 999.0 99.0 99.00
2013 11 28 03 50 999 99.0 99.0  1.96  5.26  5.02 999 1008.6 999.0   6.2 999.0 99.0 99.00
2013 11 28 04 50 999 99.0 99.0  1.98  6.67  5.24 999 1008.9 999.0   6.2 999.0 99.0 99.00
2013 11 28 05 50 999 99.0 99.0  1.96  7.69  5.19 999 1008.8 999.0   6.2 999.0 99.0 99.00
2013 11 28 06 50 999 99.0 99.0  2.13  6.25  5.23 999 1008.3 999.0   6.2 999.0 99.0 99.00
2013 11 28 07 50 999 99.0 99.0  2.27  7.69  5.61 999 1008.9 999.0   6.2 999.0 99.0 99.00
2013 11 28 08 50 999 99.0 99.0  2.20  9.09  5.74 999 1009.2 999.0   6.2 999.0 99.0 99.00
2013 11 28 09 50 999 99.0 99.0  2.41  9.09  6.00 999 1009.1 999.0   6.2 999.0 99.0 99.00
2013 11 28 10 50 999 99.0 99.0  2.64  9.09  6.35 999 1009.1 999.0   6.2 999.0 99.0 99.00
2013 11 28 11 50 999 99.0 99.0  2.68 10.81  6.02 999 1008.6 999.0   6.2 999.0 99.0 99.00
2013 11 28 12 50 999 99.0 99.0  2.65 11.43  6.21 999 1008.1 999.0   6.2 999.0 99.0 99.00
2013 11 28 13 50 999 99.0 99.0  2.78 10.81  6.41 999 1007.8 999.0   6.2 999.0 99.0 99.00
2013 11 28 14 50 999 99.0 99.0  2.92 10.00  6.48 999 1007.9 999.0   6.2 999.0 99.0 99.00
2013 11 28 15 50 999 99.0 99.0  2.67 10.00  6.63 999 1008.1 999.0   6.2 999.0 99.0 99.00
2013 11 28 16 50 999 99.0 99.0  2.74 10.00  6.54 999 1008.2 999.0   6.2 999.0 99.0 99.00
2013 11 28 17 50 999 99.0 99.0  2.58 10.00  6.40 999 1008.6 999.0   6.2 999.0 99.0 99.00
2013 11 28 18 50 999 99.0 99.0  2.36 10.00  6.21 999 1009.0 999.0   6.2 999.0 99.0 99.00
2013 11 28 19 50 999 99.0 99.0  2.34  8.33  6.13 999 1009.3 999.0   6.2 999.0 99.0 99.00
2013 11 28 20 50 999 99.0 99.0  2.26 10.00  6.10 999 1009.6 999.0   6.2 999.0 99.0 99.00
2013 11 28 21 50 999 99.0 99.0  2.52 10.00  6.47 999 1010.0 999.0   6.2 999.0 99.0 99.00
2013 11 28 22 50 999 99.0 99.0  2.39  7.69  6.25 999 1010.1 999.0   6.2 999.0 99.0 99.00
2013 11 28 23 50 999 99.0 99.0  2.53  8.33  6.29 999 1010.1 999.0   6.2 999.0 99.0 99.00
2013 11 29 00 50 999 99.0 99.0  2.47  8.33  6.06 999 1010.4 999.0   6.2 999.0 99.0 99.00
2013 11 29 01 50 999 99.0 99.0  2.55  9.09  6.05 999 1010.9 999.0   6.2 999.0 99.0 99.00
2013 11 29 02 50 999 99.0 99.0  2.61 10.00  5.83 999 1011.2 999.0   6.1 999.0 99.0 99.00
2013 11 29 03 50 999 99.0 99.0  2.43  8.33  5.59 999 1011.5 999.0   6.1 999.0 99.0 99.00
2013 11 29 04 50 999 99.0 99.0  2.66  8.33  6.03 999 1011.6 999.0   6.1 999.0 99.0 99.00
2013 11 29 05 50 999 99.0 99.0  2.90  9.09  6.28 999 1011.6 999.0   6.1 999.0 99.0 99.00
2013 11 29 06 50 999 99.0 99.0  2.64  9.09  6.17 999 1011.8 999.0   6.1 999.0 99.0 99.00
2013 11 29 07 50 999 99.0 99.0  2.80 10.00  6.36 999 1012.4 999.0   6.2 999.0 99.0 99.00
2013 11 29 08 50 999 99.0 99.0  2.51  8.33  5.89 999 1012.7 999.0   6.2 999.0 99.0 99.00
2013 11 29 09 50 999 99.0 99.0 99.00 99.00 99.00 999 1012.9 999.0 999.0 999.0 99.0 99.00
2013 11 29 10 50 999 99.0 99.0  2.73 12.90  6.35 999 1013.1 999.0   6.2 999.0 99.0 99.00
2013 11 29 11 50 999 99.0 99.0  2.88  8.33  6.63 999 1013.4 999.0   6.3 999.0 99.0 99.00
2013 11 29 12 50 999 99.0 99.0  2.95  8.33  6.36 999 1013.7 999.0   6.2 999.0 99.0 99.00
2013 11 29 13 50 999 99.0 99.0  3.09 12.90  6.45 999 1014.4 999.0   6.3 999.0 99.0 99.00
2013 11 29 14 50 999 99.0 99.0  2.87 12.90  6.40 999 1014.3 999.0   6.2 999.0 99.0 99.00
2013 11 29 15 50 999 99.0 99.0  3.16 12.90  6.49 999 1014.2 999.0   6.2 999.0 99.0 99.00
2013 11 29 16 50 999 99.0 99.0  3.18 12.90  6.73 999 1014.8 999.0   6.2 999.0 99.0 99.00
2013 11 29 17 50 999 99.0 99.0  3.16  8.33  6.36 999 1015.4 999.0   6.2 999.0 99.0 99.00
2013 11 29 18 50 999 99.0 99.0  3.47  9.09  6.79 999 1015.6 999.0   6.2 999.0 99.0 99.00
2013 11 29 19 50 999 99.0 99.0  3.21  7.69  6.39 999 1016.2 999.0   6.2 999.0 99.0 99.00
2013 11 29 20 50 999 99.0 99.0  3.61 12.12  6.80 999 1016.2 999.0   6.3 999.0 99.0 99.00
2013 11 29 21 50 999 99.0 99.0  3.55  8.33  6.55 999 1016.4 999.0   6.3 999.0 99.0 99.00
2013 11 29 22 50 999 99.0 99.0  3.25  9.09  6.55 999 1016.5 999.0   6.3 999.0 99.0 99.00
2013 11 29 23 50 999 99.0 99.0  3.20 11.43  6.58 999 1016.5 999.0   6.2 999.0 99.0 99.00
2013 11 30 00 50 999 99.0 99.0  3.22  8.33  6.55 999 1016.5 999.0   6.2 999.0 99.0 99.00
2013 11 30 01 50 999 99.0 99.0  3.32 12.12  6.87 999 1016.6 999.0   6.2 999.0 99.0 99.00
2013 11 30 02 50 999 99.0 99.0  3.32 12.12  6.89 999 1016.8 999.0   6.2 999.0 99.0 99.00
2013 11 30 03 50 999 99.0 99.0  3.00 12.12  6.75 999 1016.9 999.0   6.2 999.0 99.0 99.00
2013 11 30 04 50 999 99.0 99.0  3.08 12.12  6.78 999 1016.9 999.0   6.2 999.0 99.0 99.00
2013 11 30 05 50 999 99.0 99.0  3.17 12.12  7.28 999 1016.6 999.0   6.2 999.0 99.0 99.00
2013 11 30 06 50 999 99.0 99.0  3.19 12.12  7.09 999 1017.0 999.0   6.2 999.0 99.0 99.00
2013 11 30 07 50 999 99.0 99.0  3.05 12.12  6.94 999 1016.9 999.0   6.2 999.0 99.0 99.00
2013 11 30 08 50 999 99.0 99.0  3.00 10.00  6.73 999 1016.9 999.0   6.2 999.0 99.0 99.00
2013 11 30 09 50 999 99.0 99.0  2.91 12.90  6.55 999 1016.8 999.0   6.2 999.0 99.0 99.00
2013 11 30 10 50 999 99.0 99.0  2.74 11.43  6.36 999 1017.0 999.0   6.2 999.0 99.0 99.00
2013 11 30 11 50 999 99.0 99.0  2.68 13.79  6.35 999 1017.0 999.0   6.2 999.0 99.0 99.00
2013 11 30 12 50 999 99.0 99.0  2.73  8.33  6.13 999 1017.1 999.0   6.2 999.0 99.0 99.00
2013 11 30 13 50 999 99.0 99.0  3.00  7.14  6.18 999 1016.8 999.0   6.2 999.0 99.0 99.00
2013 11 30 14 50 999 99.0 99.0  2.83  8.33  6.07 999 1016.9 999.0   6.2 999.0 99.0 99.00
2013 11 30 15 50 999 99.0 99.0  2.93  7.69  6.31 999 1016.6 999.0   6.2 999.0 99.0 99.00
2013 11 30 16 50 999 99.0 99.0  2.63  8.33  6.03 999 1016.6 999.0   6.2 999.0 99.0 99.00
2013 11 30 17 50 999 99.0 99.0  2.69  7.69  6.00 999 1016.4 999.0   6.2 999.0 99.0 99.00
2013 11 30 18 50 999 99.0 99.0  2.85 11.43  6.27 999 1016.3 999.0   6.2 999.0 99.0 99.00
2013 11 30 19 50 999 99.0 99.0  2.82  7.69  6.11 999 1016.4 999.0   6.2 999.0 99.0 99.00
2013 11 30 20 50 999 99.0 99.0  2.77  8.33  5.85 999 1016.3 999.0   6.1 999.0 99.0 99.00
2013 11 30 21 50 999 99.0 99.0 99.00 99.00 99.00 999 1015.7 999.0   6.2 999.0 99.0 99.00
2013 11 30 22 50 999 99.0 99.0  3.01  8.33  5.85 999 1015.6 999.0   6.2 999.0 99.0 99.00
2013 11 30 23 50 999 99.0 99.0  2.90  9.09  5.77 999 1015.4 999.0   6.2 999.0 99.0 99.00
2013 12 01 00 50 999 99.0 99.0  2.96  8.33  6.07 999 1015.5 999.0   6.2 999.0 99.0 99.00
2013 12 01 01 50 999 99.0 99.0  2.78  8.33  5.91 999 1016.0 999.0   6.2 999.0 99.0 99.00
2013 12 01 02 50 999 99.0 99.0  2.71  8.33  5.68 999 1016.4 999.0   6.2 999.0 99.0 99.00
2013 12 01 03 50 999 99.0 99.0  2.86  8.33  5.79 999 1016.7 999.0   6.1 999.0 99.0 99.00
2013 12 01 04 50 999 99.0 99.0  2.54  7.14  5.41 999 1017.2 999.0   6.1 999.0 99.0 99.00
2013 12 01 05 50 999 99.0 99.0  2.83  7.69  5.57 999 1017.7 999.0   6.1 999.0 99.0 99.00
2013 12 01 06 50 999 99.0 99.0  2.63  6.25  5.62 999 1018.4 999.0   6.0 999.0 99.0 99.00
2013 12 01 07 50 999 99.0 99.0  3.17  8.33  6.07 999 1019.0 999.0   6.0 999.0 99.0 99.00
2013 12 01 08 50 999 99.0 99.0  3.29  9.09  6.19 999 1019.7 999.0   6.1 999.0 99.0 99.00
2013 12 01 09 50 999 99.0 99.0  3.15  7.14  5.74 999 1020.1 999.0   6.1 999.0 99.0 99.00
2013 12 01 10 50 999 99.0 99.0  3.59  7.69  6.06 999 1020.7 999.0   6.1 999.0 99.0 99.00
2013 12 01 11 50 999 99.0 99.0  3.67  9.09  6.15 999 1021.1 999.0   6.1 999.0 99.0 99.00
2013 12 01 12 50 999 99.0 99.0  3.37  8.33  6.07 999 1021.3 999.0   6.1 999.0 99.0 99.00
2013 12 01 13 50 999 99.0 99.0  3.45  9.09  6.21 999 1021.8 999.0   6.0 999.0 99.0 99.00
2013 12 01 14 50 999 99.0 99.0  3.69  9.09  6.46 999 1022.3 999.0   6.0 999.0 99.0 99.00
2013 12 01 15 50 999 99.0 99.0  3.78  9.09  6.47 999 1023.3 999.0   5.9 999.0 99.0 99.00
2013 12 01 16 50 999 99.0 99.0  3.53  9.09  6.29 999 1023.6 999.0   5.9 999.0 99.0 99.00
2013 12 01 17 50 999 99.0 99.0  3.47  8.33  6.47 999 1024.4 999.0   5.9 999.0 99.0 99.00
2013 12 01 18 50 999 99.0 99.0  3.80  9.09  6.82 999 1025.1 999.0   5.9 999.0 99.0 99.00
2013 12 01 19 50 999 99.0 99.0  3.69  9.09  6.61 999 1025.9 999.0   5.9 999.0 99.0 99.00
2013 12 01 20 50 999 99.0 99.0  3.32  9.09  6.56 999 1026.8 999.0   5.9 999.0 99.0 99.00
2013 12 01 21 50 999 99.0 99.0  3.65  9.09  6.97 999 1027.2 999.0   6.0 999.0 99.0 99.00
2013 12 01 22 50 999 99.0 99.0  3.36  9.09  6.58 999 1027.9 999.0   6.2 999.0 99.0 99.00
2013 12 01 23 50 999 99.0 99.0  3.28  9.09  6.50 999 1028.7 999.0   6.2 999.0 99.0 99.00
2013 12 02 00 50 999 99.0 99.0  3.26  9.09  6.38 999 1029.3 999.0   6.2 999.0 99.0 99.00
2013 12 02 01 50 999 99.0 99.0  3.19  9.09  6.42 999 1029.8 999.0   6.2 999.0 99.0 99.00
2013 12 02 02 50 999 99.0 99.0  2.99  9.09  6.39 999 1030.5 999.0   5.9 999.0 99.0 99.00
2013 12 02 03 50 999 99.0 99.0  3.38 10.00  7.07 999 1031.2 999.0   5.8 999.0 99.0 99.00
2013 12 02 04 50 999 99.0 99.0  2.93  9.09  6.78 999 1031.6 999.0   5.8 999.0 99.0 99.00
2013 12 02 05 50 999 99.0 99.0  2.66 10.81  6.55 999 1031.5 999.0   5.8 999.0 99.0 99.00
2013 12 02 06 50 999 99.0 99.0  2.77  9.09  6.75 999 1032.1 999.0   5.9 999.0 99.0 99.00
2013 12 02 07 50 999 99.0 99.0  2.78  9.09  6.85 999 1032.4 999.0   5.8 999.0 99.0 99.00
2013 12 02 08 50 999 99.0 99.0  2.62  9.09  6.67 999 1033.0 999.0   5.9 999.0 99.0 99.00
2013 12 02 09 50 999 99.0 99.0  2.56 10.00  6.57 999 1033.4 999.0   6.1 999.0 99.0 99.00
2013 12 02 10 50 999 99.0 99.0  2.47 10.00  6.74 999 1033.9 999.0   6.1 999.0 99.0 99.00
2013 12 02 11 50 999 99.0 99.0  2.51 10.00  6.93 999 1034.3 999.0   6.1 999.0 99.0 99.00
2013 12 02 12 50 999 99.0 99.0  2.34 10.00  6.86 999 1034.5 999.0   6.1 999.0 99.0 99.00
2013 12 02 13 50 999 99.0 99.0  2.13 10.00  6.46 999 1035.0 999.0   6.0 999.0 99.0 99.00
2013 12 02 14 50 999 99.0 99.0  2.16 10.00  6.74 999 1035.3 999.0   5.9 999.0 99.0 99.00
2013 12 02 15 50 999 99.0 99.0  2.27 10.00  6.94 999 1035.7 999.0   5.8 999.0 99.0 99.00
2013 12 02 16 50 999 99.0 99.0  1.97 10.00  6.82 999 1036.2 999.0   5.8 999.0 99.0 99.00
2013 12 02 17 50 999 99.0 99.0  2.08 10.00  7.03 999 1036.5 999.0   5.7 999.0 99.0 99.00
2013 12 02 18 50 999 99.0 99.0  1.94 10.00  6.47 999 1037.0 999.0   5.8 999.0 99.0 99.00
2013 12 02 19 50 999 99.0 99.0  2.02 10.00  6.75 999 1037.6 999.0   5.8 999.0 99.0 99.00
2013 12 02 20 50 999 99.0 99.0  1.87 10.00  6.33 999 1038.5 999.0   5.8 999.0 99.0 99.00
2013 12 02 21 50 999 99.0 99.0  1.79  8.33  6.32 999 1039.0 999.0   6.0 999.0 99.0 99.00
2013 12 02 22 50 999 99.0 99.0  1.61  9.09  6.24 999 1039.3 999.0   6.0 999.0 99.0 99.00
2013 12 02 23 50 999 99.0 99.0  1.52  8.33  6.17 999 1039.5 999.0   6.1 999.0 99.0 99.00
2013 12 03 00 50 999 99.0 99.0  1.47  8.33  6.02 999 1039.6 999.0   6.0 999.0 99.0 99.00
2013 12 03 01 50 999 99.0 99.0  1.52  9.09  6.30 999 1039.8 999.0   6.0 999.0 99.0 99.00
2013 12 03 02 50 999 99.0 99.0  1.37  9.09  6.34 999 1040.0 999.0   6.0 999.0 99.0 99.00
2013 12 03 03 50 999 99.0 99.0  1.42  9.09  6.61 999 1040.3 999.0   5.9 999.0 99.0 99.00
2013 12 03 04 50 999 99.0 99.0  1.24  9.09  6.13 999 1040.5 999.0   5.9 999.0 99.0 99.00
2013 12 03 05 50 999 99.0 99.0  1.28  8.33  6.16 999 1040.6 999.0   5.9 999.0 99.0 99.00
2013 12 03 06 50 999 99.0 99.0  1.26  9.09  5.93 999 1040.5 999.0   5.9 999.0 99.0 99.00
2013 12 03 07 50 999 99.0 99.0  1.21  8.33  5.38 999 1040.8 999.0   5.9 999.0 99.0 99.00
2013 12 03 08 50 999 99.0 99.0  1.23  8.33  5.38 999 1040.9 999.0   5.9 999.0 99.0 99.00
2013 12 03 09 50 999 99.0 99.0  1.20  7.69  5.68 999 1040.6 999.0   5.9 999.0 99.0 99.00
2013 12 03 10 50 999 99.0 99.0  1.27  8.33  5.96 999 1040.9 999.0   6.0 999.0 99.0 99.00
2013 12 03 11 50 999 99.0 99.0  1.41  8.33  6.29 999 1040.9 999.0   6.0 999.0 99.0 99.00
2013 12 03 12 50 999 99.0 99.0  1.40  7.14  6.40 999 1040.4 999.0   5.9 999.0 99.0 99.00
2013 12 03 13 50 999 99.0 99.0  1.37 10.00  6.51 999 1040.5 999.0   5.9 999.0 99.0 99.00
2013 12 03 14 50 999 99.0 99.0  1.38  9.09  6.48 999 1040.3 999.0   5.9 999.0 99.0 99.00
2013 12 03 15 50 999 99.0 99.0  1.34 10.00  6.61 999 1039.8 999.0   5.9 999.0 99.0 99.00
2013 12 03 16 50 999 99.0 99.0  1.50 10.00  6.87 999 1040.0 999.0   5.9 999.0 99.0 99.00
2013 12 03 17 50 999 99.0 99.0  1.45 10.00  6.60 999 1039.8 999.0   5.9 999.0 99.0 99.00
2013 12 03 18 50 999 99.0 99.0  1.53 10.00  6.61 999 1040.0 999.0   5.9 999.0 99.0 99.00
2013 12 03 19 50 999 99.0 99.0  1.50 10.81  6.50 999 1039.4 999.0   5.9 999.0 99.0 99.00
2013 12 03 20 50 999 99.0 99.0  1.45 10.00  6.23 999 1039.0 999.0   5.9 999.0 99.0 99.00
2013 12 03 21 50 999 99.0 99.0  1.31 10.00  5.54 999 1038.4 999.0   5.9 999.0 99.0 99.00
2013 12 03 22 50 999 99.0 99.0  1.45 10.00  5.88 999 1038.2 999.0   5.9 999.0 99.0 99.00
2013 12 03 23 50 999 99.0 99.0  1.53 10.00  6.12 999 1037.9 999.0   5.9 999.0 99.0 99.00
2013 12 04 00 50 999 99.0 99.0  1.44 10.81  6.28 999 1037.4 999.0   5.9 999.0 99.0 99.00
2013 12 04 01 50 999 99.0 99.0  1.47  9.09  6.06 999 1037.2 999.0   5.9 999.0 99.0 99.00
2013 12 04 02 50 999 99.0 99.0  1.58 10.00  6.06 999 1036.8 999.0   5.9 999.0 99.0 99.00
2013 12 04 03 50 999 99.0 99.0  1.53 10.00  5.74 999 1036.3 999.0   5.9 999.0 99.0 99.00
2013 12 04 04 50 999 99.0 99.0  1.50 10.00  5.56 999 1036.2 999.0   5.9 999.0 99.0 99.00
2013 12 04 05 50 999 99.0 99.0  1.62 10.00  5.56 999 1035.8 999.0   5.9 999.0 99.0 99.00
2013 12 04 06 50 999 99.0 99.0  1.68 10.00  5.64 999 1035.6 999.0   5.9 999.0 99.0 99.00
2013 12 04 07 50 999 99.0 99.0  1.55 10.00  5.62 999 1035.1 999.0   5.9 999.0 99.0 99.00
2013 12 04 08 50 999 99.0 99.0  1.63  9.09  5.67 999 1034.6 999.0   6.0 999.0 99.0 99.00
2013 12 04 09 50 999 99.0 99.0  1.68 10.00  5.41 999 1034.4 999.0   6.0 999.0 99.0 99.00
2013 12 04 10 50 999 99.0 99.0  1.73 10.81  5.66 999 1034.2 999.0   6.0 999.0 99.0 99.00
2013 12 04 11 50 999 99.0 99.0  1.86 10.00  6.18 999 1033.8 999.0   6.0 999.0 99.0 99.00
2013 12 04 12 50 999 99.0 99.0  1.66 10.00  5.95 999 1033.3 999.0   6.0 999.0 99.0 99.00
2013 12 04 13 50 999 99.0 99.0  1.78 10.00  5.77 999 1033.0 999.0   6.0 999.0 99.0 99.00
2013 12 04 14 50 999 99.0 99.0  1.86  9.09  6.03 999 1032.5 999.0   5.9 999.0 99.0 99.00
2013 12 04 16 50 999 99.0 99.0  1.71 10.00  5.83 999 1032.0 999.0   5.9 999.0 99.0 99.00
2013 12 04 17 50 999 99.0 99.0  1.84  8.33  5.96 999 1031.6 999.0   5.9 999.0 99.0 99.00
2013 12 04 18 50 999 99.0 99.0  1.93 10.00  5.83 999 1031.6 999.0   5.9 999.0 99.0 99.00
