@relation Station_46001_2018_03_05_13_56_1.arff

@attribute air numeric
@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute Class_WDIR {A}

@data
280.836352,101733.168028,-1.655899,12.998595,?
281.497037,101163.860194,1.290287,9.860131,?
281.367021,101213.997421,5.373436,5.059936,?
281.046555,101267.228956,1.692453,3.564881,?
281.541527,101047.376435,-3.87614,4.569052,?
281.235586,100388.886542,-7.354022,4.791628,?
282.070544,99828.229607,-0.533081,0.895248,?
282.03359,99706.783785,9.174203,2.647432,?
281.672599,99663.884941,11.423666,4.749606,?
280.771828,99540.847033,12.9892,3.41653,?
281.012928,99656.349107,11.363551,0.065979,?
281.670308,100010.885895,13.202679,-1.827425,?
281.793227,100485.16821,11.033832,-4.76498,?
281.25258,100994.678929,13.313106,-7.185968,?
280.386935,101421.81797,8.738495,-8.84799,?
280.612484,101877.731669,10.170325,-6.704779,?
279.74903,102070.481508,5.669711,-3.022325,?
279.339299,102138.697438,7.226813,1.717571,?
279.417383,101908.727286,2.278548,6.570679,?
279.912764,101351.182988,-0.026519,9.449872,?
280.416938,100828.472495,2.252035,5.601326,?
280.567102,100716.989915,7.792191,0.930868,?
280.615121,100822.366773,6.421456,-3.771627,?
280.961452,101219.361977,8.405706,-10.243927,?
281.178339,101809.742536,5.625647,-12.721093,?
280.803542,102271.983402,8.93388,-9.074144,?
280.644197,102653.944663,6.275472,-8.57152,?
281.274579,102853.225279,6.061177,-4.650291,?
281.421643,102951.199047,5.615251,-2.220367,?
282.071872,102897.808834,4.178966,1.611044,?
281.474286,102867.561328,7.234044,2.826553,?
281.685227,102509.769226,6.226402,6.84573,?
279.882811,102102.404313,9.289461,10.62686,?
280.61621,101752.158788,6.925061,13.271916,?
280.169194,101648.562647,9.603534,4.369396,?
279.660891,101775.48258,9.806757,-2.246953,?
279.208197,101527.784571,6.771054,-6.81922,?
278.751607,101455.584403,4.327168,-7.729881,?
278.853935,101395.076299,2.744971,-10.822986,?
278.570657,101515.931066,8.354835,-10.766827,?
279.057648,101671.263718,6.739878,-10.719331,?
279.024382,101977.017385,9.241809,-7.873451,?
279.122027,102372.771053,8.229066,-7.461845,?
278.350364,102592.635285,9.114343,-1.367158,?
279.339397,102793.35754,5.284055,1.455766,?
280.851243,102773.625569,7.868613,2.264688,?
281.187338,102877.349265,7.444265,0.617483,?
281.912322,102702.910174,9.07081,1.765505,?
281.514658,102406.34328,13.971301,0.719791,?
282.627857,102058.446136,13.631181,-1.658379,?
282.091998,102105.587081,13.486429,-6.018213,?
281.644921,102157.005182,11.655382,-6.869529,?
281.511391,102164.073427,8.946334,-3.602007,?
281.399892,101936.055839,10.510409,-2.542848,?
281.628868,101759.751523,11.066501,-3.211989,?
281.722681,101821.371958,11.835951,-7.456593,?
279.523642,101935.612357,6.762896,-11.849568,?
278.318338,102152.312981,10.366405,-14.214913,?
276.942427,102161.415428,6.399622,-13.842508,?
276.451551,102236.030358,9.028053,-12.313152,?
274.992288,102186.938268,5.344353,-10.844161,?
275.255172,102175.779248,7.997224,-9.295745,?
274.140738,102133.571592,4.939635,-8.393626,?
274.829884,102144.384926,6.09815,-7.075916,?
274.777963,102174.147238,7.118635,-7.504393,?
275.049498,102197.591813,10.381005,-6.224131,?
274.495302,102181.436194,7.873278,-6.817625,?
274.9501,102289.825576,11.928485,-4.940128,?
274.399927,102249.410204,8.271457,-4.350493,?
273.883371,102149.9397,8.061591,-1.233907,?
273.716574,102145.775499,7.362978,-1.205103,?
275.846093,101926.021401,4.511766,3.323313,?
277.710964,101565.618473,0.543073,5.375034,?
279.210815,100625.605679,-4.042998,5.975865,?
280.553429,100441.474013,1.017656,4.535906,?
281.054381,100414.632606,-0.789533,4.997048,?
281.452701,100259.742701,-2.397315,12.501878,?
281.933303,99590.01935,-2.696504,20.100575,?
280.547917,99194.11228,3.533891,6.332207,?
279.241588,99636.487987,10.175731,4.54533,?
277.513149,100197.692864,9.361757,3.208981,?
277.554276,100668.400287,10.955266,1.321377,?
277.019387,101084.013413,10.316603,5.220391,?
278.211159,101685.088215,9.275444,9.470245,?
278.724303,102029.103612,4.814745,9.589543,?
279.143407,102173.299322,0.680336,8.970875,?
279.158633,102081.296387,-3.251603,8.512381,?
278.940922,101920.255481,-6.713873,8.259815,?
278.797001,101699.538869,-9.576085,6.370344,?
279.458786,101385.134351,-8.957806,2.338496,?
279.611402,100920.193775,-8.194429,-1.727102,?
279.840858,100643.103211,-4.45158,-3.310009,?
280.242185,100614.352625,3.323794,-0.39197,?
279.878308,101042.648599,2.884491,0.227382,?
279.33019,101199.227804,2.003808,0.818573,?
279.350938,101260.850867,-0.135581,1.062438,?
279.722293,101343.968577,-1.18458,0.450843,?
279.820019,101409.234423,1.838522,-0.102729,?
279.057671,101401.453412,4.68616,-0.510209,?
278.524381,101389.728913,8.565163,-2.877607,?
278.896349,101226.895039,13.238154,-3.400419,?
278.607769,101186.73525,9.217705,-3.425608,?
278.126511,101225.461613,11.209747,2.17745,?
276.967042,101208.971052,5.772121,-0.907354,?
275.72062,101436.946481,6.940619,-5.650334,?
274.587253,101547.882403,2.542621,-8.026326,?
274.512552,101788.142702,7.92263,-7.07879,?
274.717065,101924.817701,4.159063,-5.341963,?
274.429525,102024.338092,9.848596,-4.032895,?
274.031534,102020.097103,4.129722,-6.260481,?
273.734905,102090.613913,7.772067,-6.07302,?
272.681004,102095.007831,6.433075,-8.200709,?
273.191659,102089.933333,8.839311,-9.081208,?
274.721087,102390.794611,5.910422,-13.287566,?
277.213196,102576.486429,7.010956,-12.990025,?
277.085281,102963.586183,0.773491,-9.670874,?
277.336892,103408.353306,0.270956,-4.960452,?
277.379905,103586.961313,-2.522132,-2.507301,?
276.925976,103784.565615,0.528196,-1.599101,?
278.126802,104020.561445,-1.440423,-0.869002,?
278.01822,104258.645598,-1.610702,0.492244,?
277.461611,104354.474536,-3.041836,1.648815,?
277.505419,104355.144758,-0.722592,3.146902,?
278.009858,104247.447232,-2.504931,3.572386,?
278.177648,104072.666929,-0.757544,5.208527,?
278.793023,103857.607263,-1.547547,5.391621,?
277.785637,103585.67897,-0.599461,5.95201,?
278.750779,103461.343646,-2.137073,5.970292,?
279.638587,103246.10703,-1.331496,4.802206,?
280.050088,103179.629262,-1.732778,5.747771,?
280.096522,103093.348485,-1.88404,5.134568,?
279.907293,103237.717647,-3.066174,4.182584,?
280.312344,103318.284103,-2.734539,2.393795,?
280.559159,103474.884701,-4.481238,3.827161,?
280.043539,103560.93465,-5.259212,4.616744,?
280.151397,103547.995793,-6.875146,4.397193,?
280.507226,103571.210409,-7.239341,4.115221,?
280.363945,103505.917528,-5.330623,4.075741,?
279.191304,103455.202134,-4.203015,2.920202,?
278.775765,103399.818174,-5.866498,2.887218,?
278.546181,103476.525658,-4.018041,2.41907,?
279.241868,103545.589737,-2.152756,2.252862,?
278.27547,103660.098755,-0.428767,2.741124,?
279.399603,103582.721049,0.845627,3.748765,?
279.047883,103516.723132,-1.606242,5.357563,?
279.719638,103254.777921,-2.106777,6.159953,?
280.196087,103172.916928,2.347028,3.069609,?
279.247184,103053.878716,0.255422,-1.78987,?
278.995254,102875.683202,-2.489565,0.604809,?
279.495094,102564.207618,-5.068189,0.743875,?
279.726321,102054.284058,-7.832661,0.596605,?
279.98494,101281.147968,-10.54126,-0.958681,?
280.657833,100485.704931,-9.756633,-2.906899,?
280.189187,99777.486856,-8.83457,-2.663301,?
280.500263,99306.965823,-5.829273,-8.982513,?
279.083763,99341.309961,1.993402,-12.103437,?
279.066366,99675.191892,8.580449,-12.606203,?
277.445858,100022.521161,11.063147,-5.784308,?
277.143592,100145.198058,12.156715,1.19238,?
276.500374,100102.320181,11.141307,2.366289,?
274.934542,100255.175447,10.483518,2.371645,?
273.986414,100136.185906,3.335053,2.819101,?
275.820502,99335.643324,-6.998391,0.308063,?
278.641447,98288.658052,-0.158534,-4.826947,?
276.918229,98425.925279,10.723206,-0.791552,?
275.134751,98670.374969,9.99007,3.038029,?
274.099546,98688.060001,6.456428,0.890108,?
274.517762,98824.270031,13.959039,3.924362,?
273.051586,99073.245359,15.707882,7.266886,?
271.866845,99451.017287,17.65601,5.192073,?
272.274103,100121.481329,17.022524,4.197299,?
271.895267,100603.319277,16.603507,0.462535,?
272.927985,101203.43972,16.294076,-1.420437,?
272.388342,101555.423301,11.08384,0.130741,?
272.849728,101791.681226,8.151337,-0.950651,?
272.153466,101729.755948,4.519322,-3.436044,?
271.970338,101752.748442,7.659912,-5.211432,?
273.314406,101892.783498,7.271953,-4.010841,?
273.731169,102133.70483,11.978203,-5.728881,?
274.075612,102449.754779,9.220705,-4.959219,?
275.096618,102849.244588,11.134208,-3.288233,?
274.370443,103142.396379,6.785084,-2.925822,?
274.530445,103258.992744,3.339772,3.665682,?
275.283312,102938.499848,-4.423409,8.148385,?
276.756658,101923.938362,-11.980968,13.438101,?
280.531204,100270.597584,-5.558833,13.44522,?
279.550911,100289.160661,12.303808,5.947902,?
279.350639,100765.618039,5.703612,-0.683758,?
278.900058,100470.914176,0.5348,1.09725,?
279.526691,100329.347136,4.3781,0.635805,?
279.487923,100773.823428,5.216238,-0.674915,?
279.512091,100972.22341,2.273577,4.81835,?
280.266855,100935.420238,4.146122,7.090542,?
279.390525,100855.453834,2.54807,5.154548,?
279.488269,100694.220171,-0.326909,4.719983,?
279.002131,100418.803242,-0.616704,3.285642,?
278.691861,100201.306069,1.723195,3.100599,?
278.72867,99908.118537,6.175013,3.147751,?
278.87996,99853.628632,10.412625,0.957394,?
278.335023,100122.198085,13.891273,-1.800249,?
276.29146,100438.014579,18.085668,-3.180036,?
275.687416,100975.352939,17.115292,-3.817073,?
275.67389,101594.547577,17.462706,-4.773324,?
275.494831,102039.707704,11.217467,-3.585657,?
275.229467,102221.252133,6.473697,0.587074,?
276.451318,102028.750475,-1.737504,2.006207,?
278.12876,101462.64508,-11.066884,-0.057744,?
278.746627,100368.166218,-13.189178,-0.772847,?
278.58579,99756.909415,-4.712051,1.636106,?
279.270981,99947.232647,4.543312,-1.215601,?
278.866096,100342.454673,6.656189,-2.749663,?
278.407565,100491.137032,1.123009,-0.871236,?
278.322618,100520.777441,1.797718,-0.651669,?
277.99301,100599.506925,2.583709,-1.246353,?
277.844877,100747.366811,5.790579,-3.159238,?
277.262298,100884.977974,5.623086,-2.75998,?
278.263351,101022.509092,6.257566,0.949212,?
278.05557,101188.829457,6.682409,2.817672,?
278.474115,101352.767439,2.170077,3.832798,?
278.432145,101265.132931,-5.257527,8.476501,?
279.768753,101037.607562,-6.730988,8.369616,?
278.643895,101198.476968,2.992162,4.762724,?
278.182349,101337.461446,1.627606,-2.415255,?
277.373192,101360.6217,0.050214,-6.261629,?
277.522327,101329.971944,1.650335,-5.304493,?
277.552867,101523.018065,1.632292,-2.122432,?
278.956067,101432.396513,-1.619559,1.166287,?
278.82029,100967.779497,-5.937884,4.817959,?
278.799826,100493.684982,-3.429875,3.610057,?
278.580171,100252.406495,-0.445685,2.303009,?
279.157509,100127.98787,3.675008,2.377116,?
278.482866,100108.020839,4.382654,4.107174,?
279.107552,100207.999446,5.088586,4.117319,?
278.483416,100530.457236,3.410402,3.571656,?
279.255598,100412.466818,-6.197235,3.761491,?
279.185516,99511.879162,-14.657341,9.530903,?
278.764702,99374.740818,-1.284372,16.06555,?
278.591687,99207.453563,0.114193,18.240985,?
278.325925,99388.480671,5.397649,17.111163,?
278.595213,99751.93517,10.633386,14.373312,?
277.955811,100188.367174,8.201721,8.397115,?
278.624062,100753.727355,11.200836,4.323971,?
277.684556,101126.582321,12.562259,0.394242,?
277.900705,101720.737333,10.954434,-3.490292,?
278.054398,102101.965063,8.884747,-3.150714,?
278.188425,102571.121631,7.210718,1.439764,?
278.9183,102754.536976,2.57251,2.392886,?
278.2456,102800.228445,-0.425152,4.313723,?
278.786094,102578.025157,-7.261403,3.332615,?
278.557641,101948.303195,-15.293219,3.876496,?
280.273527,100199.349223,-11.668076,10.208748,?
280.688654,99845.644398,-7.286551,10.612133,?
280.116797,99791.79136,-0.239292,13.253093,?
279.577794,100194.964409,4.951438,11.61964,?
280.059876,100731.637948,2.7813,7.966798,?
279.517903,100874.270058,-1.385509,4.808639,?
279.4953,100830.635596,-3.988645,10.316213,?
279.857076,100908.7678,-1.414684,9.228685,?
278.998885,101023.561525,-0.011101,6.045644,?
278.649873,100961.043866,0.505774,4.04615,?
278.718722,100750.755797,-3.548008,7.079909,?
279.168952,100539.131517,-4.60656,8.220902,?
278.886426,100151.957661,-7.39614,7.283361,?
279.43472,99866.190195,-3.456857,5.640962,?
279.112143,99791.123776,3.215527,3.49206,?
278.834369,99847.998094,7.586026,2.177826,?
277.805399,99891.167779,8.101083,2.313113,?
278.141047,99732.027154,5.765931,1.741466,?
277.732462,99563.062127,2.968711,2.356896,?
277.596325,99641.368025,5.776609,1.074839,?
277.925831,99826.465376,8.370876,5.145757,?
278.085829,100019.918898,10.831411,3.65548,?
277.672972,100194.588817,10.960316,2.50091,?
277.457644,100277.547607,8.614874,1.353851,?
277.210831,100173.830288,5.046463,-1.289621,?
276.800108,100054.693026,6.220141,-0.371213,?
276.725106,99872.712943,8.13758,-0.968835,?
276.78291,99754.712516,7.673653,1.448726,?
276.969069,99185.759199,0.399948,7.011656,?
277.058267,98730.424325,2.973528,6.685457,?
278.222675,98702.943143,7.215784,5.735422,?
277.805485,98787.024971,8.812874,4.461764,?
278.334189,99196.976785,12.248162,3.433343,?
278.16576,99673.713633,11.628258,3.113172,?
277.569212,100355.406866,12.206096,5.474972,?
277.36083,100766.408135,6.538632,5.618397,?
278.709111,100273.89032,-7.908864,3.55098,?
278.619646,99108.221519,-6.651213,10.332243,?
279.396326,98863.992987,2.935903,15.731196,?
279.818567,98926.76507,4.197494,17.189175,?
277.673682,99197.378941,17.568172,12.579705,?
278.388332,100468.782973,13.444342,9.322006,?
278.527409,101051.089764,1.069002,12.191568,?
280.053171,100931.18323,0.138406,13.064405,?
279.41622,100941.578911,2.875856,14.874607,?
280.408265,100876.427149,-5.660225,9.192563,?
279.959512,99761.873344,-9.57674,4.115233,?
279.496244,99335.292393,2.79878,4.440221,?
279.454399,100341.951826,5.785208,3.415083,?
280.392657,99771.143244,-17.059995,6.647957,?
280.04092,98936.464727,-14.145096,12.853237,?
279.613362,98933.814529,-4.756922,12.945237,?
280.253956,99219.974322,-2.836656,10.385056,?
279.276116,99165.724975,0.813751,13.651378,?
278.671046,99495.68764,6.576556,12.599216,?
277.703512,100259.04187,10.692557,9.25275,?
277.874151,100971.171519,5.885633,5.82758,?
278.39035,101113.36866,-4.310098,3.417458,?
279.121276,100620.040874,-13.531063,1.95856,?
279.793998,100061.481201,-14.523966,9.304088,?
280.888597,100291.727944,-7.821085,10.907953,?
280.379313,100532.119044,-9.111173,11.293286,?
281.579977,100752.536804,-9.899943,9.125764,?
280.132175,100766.391059,-11.783662,7.546104,?
278.993943,100474.7699,-10.91554,5.08112,?
278.489959,99623.821824,-2.772687,8.323714,?
279.168625,100077.666263,1.537224,7.192018,?
279.743231,100380.215759,-1.950586,3.007775,?
279.755325,100360.977194,-6.02977,0.446484,?
280.439443,99881.793783,-10.209856,4.233067,?
280.582045,99715.279406,-6.600049,10.260365,?
280.645701,100041.026213,-5.498342,9.045046,?
281.793998,99964.383699,-6.300095,8.26445,?
280.888064,100269.856207,-1.413784,11.325508,?
280.834927,100837.971386,-3.829303,8.941039,?
281.307398,100840.46166,-5.984274,7.401822,?
280.089485,100591.081609,-4.247985,12.99372,?
280.980668,101124.983231,0.869505,8.359882,?
280.052016,101621.334564,0.633281,5.43166,?
280.48191,101888.711921,-3.31523,2.038955,?
279.013213,101712.513651,-9.024676,2.90229,?
280.639151,101573.000121,-9.844007,3.421882,?
280.065588,101314.315567,-12.840108,2.572488,?
281.807586,100961.003011,-13.60516,2.803927,?
281.034552,100626.974085,-17.05419,4.797173,?
281.219958,100743.242767,-12.081743,6.997153,?
280.273057,101024.820415,-11.520545,5.266584,?
281.289214,100489.008916,-18.10453,-1.114229,?
280.890083,99980.88076,-22.10713,-3.055483,?
281.712878,99505.210925,-20.496868,2.005257,?
280.259836,99714.769349,-11.476487,11.669202,?
279.475048,100724.292862,-6.027727,11.039897,?
279.599333,101112.198547,-7.27345,7.64633,?
279.344446,101365.72078,-6.426967,7.003975,?
279.244212,101512.234772,-9.878761,7.291807,?
279.879924,101499.340217,-9.845398,10.513628,?
279.769071,101589.134145,-6.956982,10.722186,?
279.474903,101774.045115,-4.305736,10.311999,?
279.528801,101956.458708,-0.47941,7.638764,?
278.971873,102189.693364,1.975229,4.573614,?
279.715674,102436.940404,0.896935,2.725636,?
280.011845,102564.84522,3.045624,1.597487,?
279.126887,102594.323695,0.844489,0.531846,?
278.830229,102597.311957,0.134664,0.956149,?
278.602035,102628.598281,0.836881,1.601725,?
278.242428,102608.278219,1.80648,-1.361311,?
277.984568,102778.923792,3.086977,0.405008,?
278.432648,102834.086983,6.308272,-0.464821,?
277.940569,102906.374682,5.263531,-1.599476,?
278.993551,103076.165247,6.563261,-0.089074,?
278.439585,103131.16632,5.411685,-1.400493,?
279.28249,103217.484298,5.94219,-0.392901,?
278.923431,103219.267392,4.398427,-0.877896,?
278.905868,103062.966332,2.204806,-0.642874,?
278.246207,103022.96983,-1.734267,2.159509,?
278.859702,102909.159286,-2.966175,3.120481,?
278.914513,102928.661541,-6.602136,4.584007,?
278.709971,102931.645329,-6.784661,4.569549,?
278.502152,102880.37918,-9.489939,3.982813,?
278.85687,102907.189212,-12.409158,3.581936,?
279.042686,102948.023697,-13.232202,2.45085,?
279.218591,103235.154767,-11.329468,1.653563,?
278.795338,103593.444858,-10.550246,1.836957,?
278.624939,103838.327816,-9.420325,2.62746,?
278.154779,104116.594127,-6.669282,0.300978,?
277.852254,104186.426366,-2.535811,0.757849,?
277.201989,104135.830546,-0.00523,-0.629254,?
277.444951,104071.275486,2.08668,-1.213643,?
277.278897,103934.52283,-0.797933,-2.493457,?
276.944239,103708.752485,3.800271,-0.021461,?
276.960348,103323.579178,4.124512,-0.239657,?
278.311644,102554.311598,6.237051,4.878584,?
277.476097,101044.277317,11.822068,4.747701,?
276.801611,99842.855611,9.005125,6.549541,?
276.218384,99573.015834,0.168937,7.270824,?
277.890774,100172.791411,-5.829885,13.094741,?
278.128457,100831.22898,-11.303849,11.001017,?
278.164746,101508.127463,-10.478515,6.781537,?
278.770417,101955.514117,-8.829225,3.203467,?
279.17301,102188.412034,-6.471565,0.098784,?
278.45212,102100.430537,-3.579469,-0.502366,?
278.34932,101767.99414,-0.415759,-1.646816,?
276.951336,101356.489434,-1.858871,-4.129678,?
276.854215,100960.345777,-0.999519,-4.063937,?
276.446522,100686.557902,-2.807878,-4.296188,?
278.000154,100473.88027,-5.324171,-2.838498,?
277.146939,100422.675102,-9.221395,-1.621081,?
277.773693,100500.719667,-9.943845,-0.808484,?
277.485603,100598.898155,-11.979348,-2.485798,?
277.110782,100663.074666,-8.146617,-5.036771,?
275.931657,100706.345896,-3.560022,-6.027406,?
275.949952,100533.843418,-1.487291,-2.369459,?
275.455692,100164.824804,4.320112,-1.518383,?
275.486876,99865.919829,9.570205,0.669263,?
273.520761,99476.499948,10.326592,-0.149184,?
271.463843,99195.674169,13.412537,-3.308963,?
270.741521,98815.496243,10.943834,-1.669459,?
269.552048,98636.170939,12.668774,-0.725654,?
269.698081,98601.027296,9.926087,2.782789,?
268.546093,98585.142778,5.876989,2.32622,?
268.897223,98450.416353,7.159122,3.390675,?
268.274452,98165.50636,7.714936,1.88662,?
269.35113,98080.995545,9.638847,3.394386,?
268.929243,98139.170043,9.741062,5.100974,?
269.643057,98169.728478,2.832971,4.129221,?
269.520778,97911.848987,4.753052,0.049846,?
270.139293,97689.960224,6.729516,2.561868,?
270.353015,97575.873681,8.200388,1.470797,?
271.973402,97704.622471,6.649989,2.931757,?
272.382207,97895.170974,5.695906,4.696091,?
272.66278,98366.34157,6.145341,4.791795,?
271.938909,98599.434283,4.617203,4.407291,?
272.91333,98794.359785,6.314289,1.708813,?
272.0019,98862.220781,6.494344,3.809145,?
272.84369,98888.738137,4.435418,2.614993,?
273.064221,98946.667418,1.260056,1.201391,?
274.142391,99009.145005,0.124711,-2.164879,?
273.709129,99256.96915,3.802707,-2.206659,?
272.416363,99609.213137,8.463698,-1.141501,?
272.094624,99950.797096,8.829677,0.691498,?
271.446091,100156.398704,7.890569,2.415274,?
272.294186,100235.427484,5.012617,1.679384,?
272.60572,100606.209309,8.286477,-0.680563,?
272.86838,100898.137601,8.28128,-1.042913,?
273.031422,101292.042721,9.92497,-1.60597,?
273.372893,101687.78058,9.584766,-0.614421,?
273.201737,101921.172146,6.252624,0.580741,?
273.703513,102013.366515,-1.183974,4.102921,?
276.038711,101787.000059,-7.031262,5.145032,?
276.570326,101713.848027,-5.487058,2.087489,?
277.818828,102013.470831,-2.960591,-0.115996,?
277.620339,102154.687469,-5.74603,2.655564,?
277.939809,102229.232712,-7.225185,3.12141,?
278.58251,102265.904106,-7.678689,2.605493,?
278.419374,102113.622049,-11.728849,1.314492,?
278.404363,101844.500488,-15.549949,-0.726741,?
277.582109,101483.509228,-20.029694,1.826678,?
277.230734,101225.599455,-20.937378,0.592934,?
277.033982,101152.347638,-21.275298,1.155131,?
276.779135,101138.393848,-18.27753,1.693037,?
277.001673,101182.829683,-14.79105,2.243193,?
276.950204,101197.360094,-13.058914,3.121039,?
277.856138,101366.632738,-10.107966,3.859245,?
277.660087,101399.098364,-11.471723,4.702609,?
278.426475,101621.465808,-8.073455,2.1375,?
278.9528,101455.078771,-10.842011,-2.378956,?
278.515322,101073.73822,-17.421054,-3.140748,?
279.105417,100569.073887,-17.829579,-4.054571,?
280.052144,100346.180792,-17.032623,1.242341,?
280.809062,100235.980304,-14.589007,2.251624,?
280.214991,100162.363737,-13.307508,3.585932,?
280.298515,100233.223219,-9.666284,3.438164,?
279.697564,100320.901681,-7.809208,3.069697,?
280.557223,100433.787395,-3.323434,2.318474,?
278.858878,100799.196594,1.014425,4.309531,?
279.1011,101421.942694,3.285624,3.417152,?
278.767013,101916.662017,3.951179,0.183922,?
279.336015,102191.992968,1.096576,-3.608901,?
279.394126,102201.22928,-0.846743,-3.320907,?
278.895384,102069.736777,-1.030217,-3.421051,?
278.947705,101855.659423,-2.557589,-2.099325,?
280.290094,101706.8589,-3.711927,-2.086626,?
280.126969,101548.296065,-5.50205,-2.942227,?
279.159507,101422.442129,-7.778079,-3.141606,?
278.881042,101360.26034,-9.289529,-0.76523,?
278.945192,101307.236095,-6.11819,-1.288572,?
278.031412,101327.701356,-5.148277,-0.313564,?
276.863414,101379.784094,-4.470284,0.446221,?
276.702934,101374.095881,-2.732108,-0.009166,?
276.786738,101328.461787,-0.681483,0.416437,?
276.999882,101421.400645,1.153077,-0.354338,?
276.831598,101374.972282,0.740116,0.105231,?
276.664846,101506.989808,0.805668,0.965959,?
277.015669,101556.689052,-1.291157,2.191497,?
276.76061,101633.441709,-0.145316,1.138757,?
276.58548,101533.618417,-1.761665,3.509161,?
276.408286,101450.284469,-1.204034,3.253788,?
276.676743,101288.29967,-1.471718,2.903624,?
276.331553,101095.151377,-0.138832,1.896473,?
276.122022,100926.273196,-1.989785,0.945842,?
275.906633,100768.476378,-3.22886,0.063522,?
277.080321,100631.083839,-2.030684,0.739604,?
276.392143,100580.212154,-4.939803,-2.151338,?
276.771776,100434.489995,-7.559344,-0.294675,?
276.987941,100193.390496,-12.245108,-3.529649,?
277.309625,99910.463842,-12.006178,-3.212083,?
277.912099,99556.773607,-10.47999,-6.30058,?
278.608366,99002.514346,-7.575695,-9.814022,?
278.354634,98627.497572,-4.28898,-9.636231,?
277.835998,98553.981273,1.08285,-9.650079,?
278.074874,98661.351734,4.2876,-4.583173,?
277.844529,98736.347405,9.265177,-4.253596,?
276.527893,98973.325789,10.453632,0.100553,?
276.637,99266.408869,9.719368,1.647704,?
276.527476,99635.734415,8.416574,4.038909,?
277.021246,99986.859732,5.005517,5.999253,?
277.467684,99985.41701,-4.240793,10.576391,?
278.086716,99373.682402,-9.689603,11.478709,?
278.401286,98616.10733,-5.508748,10.469168,?
278.356306,98503.306609,1.361718,13.908929,?
277.989668,98494.899573,-2.007352,17.42965,?
277.996906,98619.280176,-0.177772,17.049636,?
278.105982,99033.846194,5.276181,11.85503,?
277.780138,99517.344647,7.351168,11.092977,?
276.770725,100049.798939,11.303346,10.673697,?
276.388994,100448.234121,9.382221,7.968068,?
276.242234,100572.701492,-2.075121,9.432742,?
277.218138,99895.037678,-11.870777,11.794605,?
278.689432,99309.730999,-6.225029,10.838654,?
278.793001,98861.596901,-2.685949,5.942363,?
279.121451,98354.743492,-6.258993,2.552736,?
277.682821,97729.1838,-5.247824,3.314003,?
277.921164,97661.817884,3.84558,5.241872,?
275.469441,98221.879156,13.961685,5.476019,?
274.118995,99370.059345,16.021619,7.963461,?
272.185232,100206.241351,12.01759,3.600512,?
271.917529,100908.55137,9.496997,2.61447,?
271.297143,101188.002277,4.119145,-2.039159,?
272.804875,101238.561872,3.656412,-5.028515,?
272.193332,101271.634836,5.607954,-3.084685,?
271.621472,101362.61739,5.986372,1.413043,?
272.064917,101229.437964,6.162727,6.972781,?
276.049244,100616.581045,-6.608615,13.124071,?
277.454798,100295.162326,0.242283,10.005687,?
278.145448,100527.123394,8.66758,7.471532,?
277.912053,100919.199514,10.720048,7.152736,?
277.546555,101168.266848,10.04551,7.931944,?
277.720215,101179.106975,6.299438,7.091625,?
277.048778,101251.826967,6.705176,4.923719,?
276.981577,101217.91946,7.036189,3.056533,?
276.778287,101380.209005,6.611188,-0.075986,?
277.136096,101613.081925,8.189497,-5.27767,?
277.024962,101892.914165,6.503802,-7.527581,?
277.758743,102099.906839,10.817319,-4.966591,?
277.492082,102250.436335,7.972769,-4.977199,?
276.80524,102428.630873,8.215326,-1.696474,?
276.563391,102523.34149,4.502587,-1.52353,?
276.367195,102532.388542,1.182525,-0.079667,?
276.616521,102405.712567,-3.242701,1.499035,?
277.422679,102211.295796,-8.30682,1.978868,?
277.789394,101887.061425,-9.353077,-0.240478,?
277.6387,101666.665609,-8.968074,-2.74599,?
277.424194,101676.558587,-7.507819,-5.106259,?
277.001971,101946.452918,-6.726984,-2.862412,?
277.926289,102099.281633,-8.05848,-1.087528,?
277.731484,102296.606572,-7.325568,0.240307,?
278.070635,102547.168554,-8.931665,-0.958128,?
278.464599,102607.312535,-8.989635,-2.634473,?
278.290928,102688.183244,-12.996958,-3.305931,?
278.339474,102630.348983,-13.433376,-4.221512,?
277.873137,102628.070289,-15.031036,-5.714531,?
277.976275,102415.833897,-12.913984,-6.187811,?
277.790441,102296.675242,-12.683145,-8.542089,?
278.187688,102159.663746,-14.033372,-6.178455,?
277.8907,102086.384893,-10.853587,-7.153133,?
277.104955,101808.580104,-6.502111,-9.147596,?
276.582032,101473.615121,-4.451093,-7.913592,?
277.189202,101304.355271,-0.353981,-10.068668,?
277.629035,101214.105379,0.374541,-8.810421,?
277.847257,101101.389861,1.973474,-8.74119,?
277.761928,101075.290749,1.184155,-4.558838,?
278.195147,100988.756717,1.599498,-5.352101,?
277.310743,100998.258971,-0.135095,-3.295449,?
277.854288,101011.912739,1.118515,-3.742217,?
278.110826,101072.902781,-0.719805,-3.334166,?
278.280691,101144.600246,-0.567059,-4.794593,?
277.964094,101219.902074,-0.210201,-4.285303,?
278.648458,101276.654731,0.721928,-5.981496,?
278.561916,101245.067651,0.01559,-4.546014,?
279.255155,101179.742043,1.397511,-4.392421,?
278.372395,101056.215337,-0.143665,-4.368812,?
278.216523,101007.670639,-0.890717,-5.035006,?
277.671588,100852.258426,0.258692,-4.442083,?
277.722666,100768.005233,-0.017663,-4.769046,?
