@relation Station_46001_2018_07_09_09_59_1.arff

@attribute pres numeric
@attribute Class_WDIR {A}

@data
99266.408869,?
99635.734415,?
99986.859732,?
99985.41701,?
99373.682402,?
98616.10733,?
98503.306609,?
98494.899573,?
98619.280176,?
99033.846194,?
99517.344647,?
100049.798939,?
100448.234121,?
100572.701492,?
99895.037678,?
99309.730999,?
98861.596901,?
98354.743492,?
97729.1838,?
97661.817884,?
98221.879156,?
99370.059345,?
100206.241351,?
100908.55137,?
101188.002277,?
101238.561872,?
101271.634836,?
101362.61739,?
101229.437964,?
100616.581045,?
100295.162326,?
100527.123394,?
100919.199514,?
101168.266848,?
101179.106975,?
101251.826967,?
101217.91946,?
101380.209005,?
101613.081925,?
101892.914165,?
102099.906839,?
102250.436335,?
102428.630873,?
102523.34149,?
102532.388542,?
102405.712567,?
102211.295796,?
101887.061425,?
101666.665609,?
101676.558587,?
101946.452918,?
102099.281633,?
102296.606572,?
102547.168554,?
102607.312535,?
102688.183244,?
102630.348983,?
102628.070289,?
102415.833897,?
102296.675242,?
102159.663746,?
102086.384893,?
101808.580104,?
101473.615121,?
101304.355271,?
101214.105379,?
101101.389861,?
101075.290749,?
100988.756717,?
100998.258971,?
101011.912739,?
101072.902781,?
101144.600246,?
101219.902074,?
101276.654731,?
101245.067651,?
101179.742043,?
101056.215337,?
101007.670639,?
100852.258426,?
100768.005233,?
100752.402649,?
100925.952893,?
101274.945932,?
101593.532304,?
101908.168627,?
102112.977183,?
102325.008372,?
102470.750705,?
102477.475351,?
102369.822755,?
102103.493684,?
101805.782495,?
101534.141053,?
101464.357107,?
101442.62366,?
101359.644345,?
101449.776365,?
101398.740174,?
101256.591113,?
101077.938417,?
100746.96082,?
100263.305592,?
99793.809957,?
99545.558044,?
99717.289695,?
99700.463854,?
99747.773092,?
99747.04189,?
99933.752872,?
100061.973276,?
100280.678005,?
100350.923181,?
100428.061981,?
100385.694053,?
100159.335376,?
100007.52403,?
99962.347709,?
100063.626545,?
100119.840999,?
100282.49602,?
100463.095203,?
100639.101091,?
100556.051741,?
100551.650295,?
100803.307061,?
101160.974673,?
101176.037836,?
101165.51374,?
101428.759731,?
101973.262131,?
102411.642807,?
102656.312967,?
102801.914576,?
102851.95853,?
102612.323522,?
102404.649534,?
102062.679567,?
101658.236002,?
101548.790845,?
101759.042062,?
102223.087666,?
102243.438695,?
101993.847342,?
101627.333242,?
101441.125407,?
101384.951517,?
101304.634083,?
101203.270102,?
101159.80885,?
101110.721234,?
101003.244235,?
100809.996892,?
100608.698123,?
100412.361081,?
100257.639372,?
100098.290529,?
100061.179983,?
100087.197447,?
100125.860501,?
99980.890696,?
100033.259067,?
99811.615925,?
99517.409565,?
99144.475423,?
99028.105895,?
98955.308005,?
98994.877558,?
99098.232899,?
99454.994746,?
100032.638877,?
100728.496311,?
101214.691459,?
101418.629548,?
101619.77962,?
101554.058922,?
101408.884397,?
101324.659457,?
101204.198671,?
101009.199743,?
100833.55646,?
100766.313894,?
100758.253521,?
100749.783225,?
100736.639648,?
100857.7302,?
100944.264474,?
100911.901503,?
100516.164889,?
99726.966597,?
99215.789064,?
98730.998403,?
98581.715015,?
98646.529505,?
98896.903445,?
99025.662051,?
99109.58409,?
99344.984969,?
99654.171635,?
99988.013688,?
100336.024415,?
100863.2736,?
101276.553428,?
101756.348467,?
102115.860645,?
102526.875684,?
102848.89321,?
103171.608969,?
103389.509312,?
103662.86704,?
103774.162311,?
103782.516638,?
103764.630828,?
103646.314629,?
103370.100175,?
102997.44068,?
102576.988841,?
102304.764267,?
102128.282025,?
102175.233025,?
102223.116932,?
102267.163019,?
102231.018734,?
102278.424935,?
102179.687722,?
102223.813853,?
102027.735891,?
102069.206026,?
101944.623823,?
101963.176493,?
101872.875737,?
101718.218022,?
101422.187136,?
101187.79891,?
101113.952384,?
101032.744828,?
100893.19171,?
100838.053903,?
100757.889156,?
100709.496276,?
100794.608951,?
101074.05383,?
101423.980646,?
101722.193321,?
101853.008983,?
102029.952011,?
102166.023112,?
102336.046891,?
102389.96893,?
102446.136994,?
102500.517491,?
102495.867747,?
102448.083132,?
102537.289104,?
102543.51552,?
102706.198552,?
102732.631148,?
102817.768471,?
102870.082038,?
102822.668107,?
102785.233025,?
102869.737569,?
102811.407022,?
102826.430947,?
102838.222061,?
102950.493953,?
103045.220136,?
103175.707716,?
103240.638861,?
103251.140104,?
103145.924881,?
103039.813324,?
102867.816321,?
102796.348816,?
102641.199047,?
102485.844317,?
102199.697645,?
102149.124387,?
101925.400449,?
101831.602458,?
101611.451616,?
101456.372645,?
101308.62523,?
101212.512213,?
101086.920664,?
101080.602927,?
101177.811655,?
101249.236617,?
101343.10901,?
101379.86069,?
101608.286056,?
101585.173746,?
101598.733179,?
101527.548293,?
101432.994344,?
101433.610446,?
101455.33825,?
101323.710714,?
101334.533237,?
101387.599398,?
101401.11477,?
101577.985783,?
101671.383968,?
101790.095315,?
101871.673206,?
102090.131057,?
102276.206631,?
102402.667721,?
102436.142636,?
102492.394292,?
102442.850605,?
102432.148874,?
102486.978823,?
102718.466852,?
102728.972811,?
102749.11942,?
102713.180097,?
102727.240532,?
102710.858318,?
102774.85354,?
102686.941864,?
102508.071412,?
102325.781142,?
102345.571707,?
102177.824535,?
101955.678101,?
101847.462413,?
101550.673666,?
101033.890669,?
100517.300053,?
100584.762569,?
101275.259387,?
101889.143007,?
102504.38055,?
102723.508865,?
102854.531633,?
102869.777197,?
102999.922396,?
103000.016731,?
103061.151971,?
103108.928266,?
103202.684931,?
103130.288992,?
103006.461529,?
102860.839639,?
102877.620549,?
102844.413905,?
102811.55742,?
102676.185664,?
102646.217173,?
102553.005813,?
102432.589956,?
102326.116663,?
102179.458583,?
102009.59036,?
101723.705157,?
101410.782349,?
101182.677045,?
100988.794294,?
100939.662966,?
100918.900496,?
100795.02363,?
100708.966877,?
100696.196756,?
100955.274014,?
101263.802035,?
101576.08759,?
101718.182773,?
101909.412832,?
102021.129361,?
102194.359785,?
102274.355311,?
102308.761674,?
102397.630666,?
102578.218514,?
102709.95318,?
102814.524048,?
102952.275935,?
102898.753945,?
102800.241974,?
102589.379236,?
102479.72069,?
102232.750762,?
101431.445808,?
100451.036678,?
100250.362524,?
100522.010043,?
100891.791418,?
101161.060216,?
101398.744563,?
101669.857676,?
101705.068426,?
101663.7077,?
101731.121631,?
101715.498765,?
101577.907149,?
101238.5479,?
100544.880469,?
99708.785937,?
99618.920741,?
99862.064319,?
100128.796452,?
100525.760389,?
100918.937804,?
101089.697887,?
101326.084334,?
101468.064417,?
101419.638075,?
101225.963783,?
101244.088151,?
101340.310093,?
101302.858961,?
101278.844433,?
101218.45829,?
101241.28915,?
101199.565819,?
101132.771245,?
101090.358387,?
101118.167409,?
100925.670032,?
100723.315767,?
100656.02141,?
100788.88261,?
100865.828267,?
100931.530143,?
101107.794002,?
101322.565357,?
101434.883397,?
101530.399376,?
101651.361406,?
101739.852226,?
101707.250349,?
101484.209078,?
101149.917224,?
100799.026918,?
100338.671559,?
100086.907288,?
100097.884884,?
100248.119317,?
100451.309284,?
100576.674422,?
100794.385853,?
100919.664385,?
101054.326574,?
101057.110117,?
101257.808592,?
101363.588126,?
101545.925472,?
101608.310077,?
101814.256261,?
101963.84512,?
102072.180383,?
102080.071778,?
102114.720303,?
102123.746939,?
102069.197464,?
102075.263849,?
102049.31981,?
102072.874528,?
101967.766434,?
101792.757631,?
101733.930315,?
101707.887467,?
101657.271365,?
101665.459042,?
101664.245903,?
101631.664307,?
101650.154885,?
101552.757873,?
101500.550218,?
101465.527752,?
101371.733017,?
101215.271927,?
101164.962224,?
101261.469113,?
101347.453609,?
101513.743334,?
101588.963031,?
101645.440798,?
101479.826011,?
101475.517829,?
101473.075499,?
101447.025549,?
101456.126587,?
101619.749088,?
101889.153509,?
102189.696669,?
102366.576871,?
102440.116023,?
102359.208247,?
101999.736526,?
101336.58289,?
100875.995149,?
100649.590082,?
100368.796788,?
100344.059378,?
100639.112425,?
100966.789911,?
101170.802053,?
101421.508258,?
101534.052652,?
101681.10932,?
101866.884381,?
102044.248666,?
102225.269048,?
102567.450837,?
102803.604069,?
103003.928362,?
103141.249804,?
103270.575108,?
103330.735139,?
103270.77234,?
103178.474582,?
103182.100338,?
103052.100338,?
103010.701301,?
102860.504069,?
102836.664162,?
102695.636919,?
102582.476423,?
102260.565919,?
101985.871003,?
101738.882803,?
101506.80478,?
101300.430537,?
101160.72075,?
101338.567322,?
101605.075044,?
101598.84201,?
101616.038534,?
101623.313827,?
101498.751907,?
101366.7513,?
101309.73932,?
101444.962031,?
101675.828025,?
102044.720796,?
102270.418198,?
102433.566733,?
102480.994327,?
102367.571387,?
102284.006611,?
102143.258731,?
102016.90477,?
101823.330746,?
101751.148716,?
101713.688636,?
101604.883639,?
101524.796792,?
101442.85245,?
101396.607655,?
101385.563494,?
101304.364017,?
101281.991857,?
101350.832837,?
101446.332766,?
101481.688714,?
101540.644553,?
101599.654511,?
101591.077086,?
101618.426781,?
101706.28458,?
101860.874511,?
101967.392736,?
102077.100927,?
102165.276159,?
102082.447928,?
101884.721279,?
101642.013491,?
101539.733521,?
101602.565008,?
101679.879647,?
101803.055951,?
101998.253038,?
102209.54023,?
102477.49708,?
102579.380441,?
102746.01824,?
102814.353502,?
102778.044713,?
102705.098126,?
102573.346542,?
102417.242714,?
102237.510985,?
102066.429622,?
101881.110633,?
101594.724186,?
101459.304485,?
101412.716575,?
101522.702912,?
101432.808339,?
101164.218227,?
100847.616461,?
100707.601002,?
100813.148839,?
101046.539536,?
101183.285574,?
101386.552223,?
101459.865889,?
101615.676691,?
101747.284921,?
101845.643722,?
101934.006996,?
101802.798572,?
101680.632833,?
101243.944896,?
100826.25423,?
100464.97238,?
100175.313593,?
99952.534524,?
99904.847849,?
99785.978615,?
99831.141806,?
99889.449057,?
100061.972058,?
100113.891161,?
100141.650537,?
100099.181414,?
100163.683813,?
100308.926421,?
100530.413232,?
100688.284452,?
100689.177772,?
100822.671993,?
100825.851795,?
100588.617201,?
100508.440251,?
100467.15154,?
100397.497227,?
100497.160488,?
100622.428371,?
100517.203959,?
100480.934699,?
100599.683731,?
100738.999846,?
100710.111549,?
100825.093558,?
101056.880014,?
101228.698163,?
101054.652453,?
100654.251536,?
100501.82745,?
100660.748175,?
100555.745643,?
100418.222303,?
100882.535308,?
101313.553603,?
101721.698494,?
101913.22012,?
102107.358454,?
102230.51895,?
102247.357236,?
102146.913368,?
102060.640562,?
102041.515504,?
102005.385568,?
102064.350354,?
102314.514858,?
102467.178827,?
102593.771694,?
102760.628117,?
102850.919925,?
102911.211734,?
102814.553654,?
102708.050889,?
102634.243467,?
102778.524671,?
102832.324122,?
102857.636492,?
102567.008321,?
102118.188792,?
101605.085537,?
101261.627348,?
101214.316072,?
101231.834745,?
101359.960815,?
101362.3692,?
101268.40996,?
101259.766839,?
101389.397131,?
101622.188162,?
101835.405164,?
101991.878458,?
102044.220278,?
102006.773861,?
101851.299064,?
101342.924755,?
100684.927449,?
100332.814863,?
100377.19935,?
100454.652328,?
100616.399196,?
100634.533971,?
100742.956081,?
100840.96705,?
100903.434029,?
100849.710332,?
100731.867365,?
100576.359116,?
100433.126121,?
100694.072209,?
100996.234933,?
101289.606325,?
101478.579082,?
101666.895039,?
101958.747819,?
102249.479021,?
102395.48404,?
102416.076604,?
102460.757857,?
102483.375677,?
102387.53093,?
102298.505164,?
102195.430055,?
102138.240391,?
101968.19546,?
101859.244337,?
101633.116103,?
101602.454829,?
101546.648152,?
101496.918326,?
101494.555113,?
101466.835711,?
101578.701912,?
101778.969941,?
101868.812297,?
101954.706689,?
101945.788052,?
101965.468232,?
101979.870121,?
102064.838708,?
102106.490024,?
102106.535197,?
102086.029479,?
102091.047471,?
102067.278602,?
101958.285563,?
101834.424505,?
101803.753172,?
101951.041645,?
102078.088197,?
102212.800031,?
102341.900093,?
102443.577275,?
102421.32434,?
102191.824607,?
101809.094316,?
101570.768591,?
101515.351904,?
101329.272098,?
101108.102778,?
101057.520137,?
101123.562743,?
101269.843279,?
101204.642646,?
101009.60559,?
101007.734915,?
100886.258462,?
100763.166434,?
100628.73089,?
100693.76469,?
100849.505912,?
101071.979268,?
101313.049054,?
101423.033246,?
101382.913914,?
101176.91735,?
100521.366798,?
99842.524466,?
99473.519957,?
99153.862039,?
98670.446345,?
98186.214168,?
98172.80923,?
98499.091467,?
98997.937404,?
99433.247446,?
99861.38339,?
100259.042739,?
100507.331611,?
100565.408662,?
100659.97953,?
100783.300057,?
100789.394695,?
100668.482069,?
100402.062654,?
100163.545282,?
100064.499583,?
100289.251932,?
100552.111673,?
100967.301898,?
101263.121647,?
101500.165871,?
101593.363568,?
101588.928951,?
101504.754634,?
101399.092287,?
101401.497174,?
101422.92661,?
101481.146772,?
101567.410631,?
101675.732472,?
101632.899767,?
101472.966332,?
101229.440737,?
100831.400538,?
100501.10873,?
100237.769139,?
99932.599088,?
99815.963435,?
99772.192972,?
99851.229831,?
100033.051101,?
100358.169361,?
100777.919711,?
101030.374486,?
101188.497927,?
101447.470442,?
101751.926452,?
101955.272845,?
102256.448784,?
102541.425101,?
102697.539287,?
102717.307241,?
102635.626696,?
102518.901074,?
102345.208645,?
101849.432367,?
101046.445659,?
99788.336509,?
98810.343861,?
98443.951695,?
98548.872696,?
99050.093229,?
99754.455629,?
100232.016411,?
100578.549467,?
100597.796872,?
100621.408724,?
100330.9971,?
100135.159021,?
100385.137185,?
100892.925056,?
101350.446985,?
101764.050131,?
102036.458274,?
102205.795781,?
102302.85245,?
102374.106046,?
102274.891127,?
102220.574866,?
101991.651755,?
101783.51698,?
101516.414163,?
101039.175964,?
100294.765019,?
99262.923332,?
98554.775534,?
98213.747364,?
98091.619753,?
97836.918219,?
97747.458566,?
97923.015602,?
98537.737602,?
99115.845718,?
99643.093058,?
100072.130051,?
100235.077324,?
100005.067409,?
99651.155478,?
99285.389164,?
99267.320626,?
99464.723801,?
99839.054688,?
100161.312589,?
100255.490803,?
100184.192517,?
100157.054886,?
100175.776534,?
100179.570051,?
100171.740505,?
100195.509374,?
100236.882545,?
100281.001815,?
100228.975583,?
100274.508481,?
100154.229118,?
99972.124987,?
99706.091956,?
99453.328938,?
99296.567091,?
99199.479841,?
99156.067751,?
99247.311048,?
99166.115803,?
99161.074032,?
99114.938695,?
98987.357245,?
99003.195857,?
98939.393634,?
98894.560563,?
98893.846338,?
99073.395426,?
99251.890236,?
99292.014911,?
99114.535526,?
98930.274361,?
98729.662733,?
98590.715842,?
98678.261309,?
99046.623607,?
99576.396277,?
100237.817983,?
100749.58323,?
101071.692077,?
101295.569185,?
101369.141064,?
101426.884004,?
101452.823327,?
101529.482277,?
101540.345015,?
101529.581327,?
101461.862408,?
101492.53263,?
101491.611298,?
101596.847672,?
101618.310704,?
101664.256888,?
101661.214506,?
101586.137921,?
101385.352841,?
101024.868758,?
100466.595586,?
100021.161981,?
99681.667698,?
99582.547355,?
99723.54187,?
100098.506718,?
100450.697454,?
100782.570516,?
100669.414494,?
100449.519236,?
100217.226193,?
100088.435101,?
99866.840426,?
99187.721494,?
98730.291378,?
98842.850654,?
98870.871923,?
98695.707622,?
98902.496503,?
99130.847332,?
99520.257097,?
99799.891129,?
99962.97961,?
100049.571018,?
100038.560452,?
99912.510261,?
99809.539894,?
99890.703388,?
99989.713346,?
100129.68748,?
100331.968319,?
100434.167269,?
100365.399473,?
100113.610687,?
99822.472818,?
99691.405119,?
99647.263663,?
99463.478937,?
99159.725877,?
99273.406344,?
99536.26394,?
99603.956992,?
99739.612827,?
100122.460955,?
100419.414833,?
100900.377598,?
101376.141324,?
101685.938642,?
101726.735192,?
101577.695376,?
101434.446922,?
101655.644747,?
101900.798748,?
102101.02486,?
102047.254532,?
101782.682446,?
101237.047376,?
101158.857169,?
101256.826221,?
101279.916306,?
101080.010883,?
101101.938548,?
101290.352337,?
101342.367235,?
101351.856802,?
101450.118881,?
101533.883034,?
101463.932438,?
101545.580498,?
101726.08209,?
101928.313284,?
101858.370417,?
101736.775259,?
101498.79837,?
101494.547913,?
101504.010888,?
101034.016231,?
100929.052265,?
101343.1766,?
101946.912983,?
102146.060989,?
101943.436017,?
101231.0374,?
100201.64008,?
99467.415006,?
98965.797782,?
99885.387716,?
100662.550574,?
100920.716375,?
100971.07898,?
100762.016013,?
100186.997045,?
99414.314389,?
98580.555879,?
98246.760767,?
98031.00482,?
97978.816278,?
97944.373931,?
98055.199469,?
98217.590693,?
98525.034964,?
98829.182246,?
99117.945568,?
99413.069471,?
99671.910451,?
99849.194691,?
100137.817047,?
100348.861208,?
100519.020997,?
100812.552177,?
101096.608139,?
101541.420927,?
102018.46515,?
102533.697051,?
102823.203779,?
102938.061739,?
102949.722003,?
102879.192506,?
102788.042434,?
102674.030292,?
102635.53524,?
102589.496867,?
102557.50312,?
102642.800717,?
102616.499899,?
102536.171132,?
102457.474374,?
102355.945888,?
102369.961393,?
102382.457359,?
102412.351206,?
102509.190468,?
102555.72683,?
102430.485982,?
102266.745366,?
102106.20955,?
101794.951722,?
101576.017518,?
101285.924052,?
100987.372793,?
100854.515932,?
101143.51903,?
101294.265934,?
101354.356036,?
101406.06123,?
101319.66885,?
101279.914268,?
101018.911432,?
100795.770242,?
100733.641462,?
100524.109737,?
100367.291626,?
100153.637616,?
99965.938737,?
99807.111178,?
99692.389469,?
99553.282789,?
99521.531446,?
99415.919915,?
99064.551903,?
98091.600735,?
98292.57327,?
98456.928778,?
97821.403126,?
97115.72074,?
96865.710479,?
96843.567109,?
97256.937631,?
97585.980944,?
97674.147228,?
97855.598057,?
98242.867765,?
98530.199081,?
98589.467637,?
98669.986776,?
98835.466772,?
99031.789224,?
99101.102325,?
99230.801569,?
99403.789831,?
99602.565357,?
99881.479521,?
100133.411311,?
100308.119357,?
100277.170457,?
100056.202252,?
99634.532557,?
99202.772558,?
98929.091611,?
98799.011181,?
98652.0502,?
98663.872397,?
98628.489172,?
98687.540805,?
98771.008917,?
98710.4199,?
98860.556393,?
99071.127565,?
99511.614903,?
99963.759491,?
100281.09216,?
100159.311346,?
99683.658767,?
99121.992328,?
98701.444452,?
98570.327107,?
98409.042001,?
98229.72263,?
97881.965641,?
97832.836592,?
97750.83273,?
97795.017213,?
97716.998514,?
97760.21459,?
97962.892221,?
98213.289941,?
98721.115012,?
99224.110135,?
99783.054639,?
100319.734112,?
100807.975909,?
101101.997056,?
101187.671364,?
101187.003046,?
101090.021648,?
101169.665845,?
101189.19071,?
101325.015658,?
101009.033926,?
100607.284594,?
100755.754455,?
101081.83488,?
101123.965043,?
101706.992835,?
102044.175831,?
102114.331146,?
102042.612674,?
102263.017989,?
102633.521561,?
103045.313844,?
103297.743379,?
103404.146987,?
103397.968757,?
103323.208871,?
103163.504177,?
102924.88299,?
102598.798226,?
102320.458731,?
102112.003026,?
101866.92731,?
101601.908207,?
101883.127039,?
102027.229391,?
102079.840457,?
102562.586664,?
103223.105803,?
103591.333695,?
103548.517425,?
103186.279815,?
102510.371275,?
101733.500755,?
101790.297948,?
101988.348931,?
102238.993528,?
102453.496854,?
102571.703595,?
102617.756801,?
102551.051461,?
102436.03201,?
102459.785997,?
102508.770716,?
102730.910831,?
102732.076653,?
102620.869447,?
102403.899625,?
102181.0907,?
101869.939409,?
101495.198103,?
101121.304945,?
101003.21656,?
100974.669718,?
101081.533001,?
101104.389485,?
101235.849261,?
101358.835378,?
101531.300028,?
101249.486245,?
100725.063098,?
100417.420524,?
100658.354408,?
100770.737902,?
100787.955819,?
100870.04279,?
100992.103836,?
101170.977301,?
101391.865906,?
101481.741858,?
101475.473525,?
101346.536751,?
101374.975538,?
101189.857278,?
101092.298148,?
100819.211705,?
100529.845837,?
99853.395104,?
99255.855387,?
98755.783905,?
98906.850677,?
99304.423954,?
100023.114392,?
100604.566013,?
100415.668137,?
99298.704179,?
98114.471308,?
97810.527249,?
97593.716975,?
97478.623027,?
97666.383863,?
97909.519952,?
98161.384066,?
98472.213835,?
98700.018141,?
98802.164575,?
98927.797741,?
99131.957468,?
99341.362817,?
99569.853153,?
99786.618013,?
99941.082729,?
100290.334849,?
100563.617248,?
100885.155165,?
101057.070036,?
101142.596132,?
101003.628533,?
100616.578869,?
100130.945694,?
99901.405796,?
99711.247175,?
99446.677234,?
99183.437621,?
98941.059818,?
98864.299616,?
99010.141541,?
98816.58775,?
98767.386735,?
98766.447557,?
99044.331039,?
99013.006605,?
99204.558862,?
99608.648218,?
100061.998167,?
100105.316123,?
99875.3898,?
99753.321701,?
100128.933716,?
100599.989454,?
101045.167476,?
101426.005458,?
101691.762382,?
101733.677252,?
101641.091183,?
101469.274145,?
101389.368722,?
101233.980046,?
101081.517676,?
100893.460317,?
100855.375053,?
100813.154895,?
100891.015022,?
100924.291837,?
101173.300926,?
101418.211896,?
101722.625361,?
101957.346829,?
102222.997841,?
102463.109095,?
102719.549903,?
102915.085815,?
102726.678296,?
102223.183726,?
101894.251667,?
101766.223094,?
101752.65482,?
101677.723192,?
101419.568242,?
101310.160806,?
101253.883526,?
101382.84408,?
101390.842604,?
101336.546626,?
101219.58006,?
101231.438424,?
101474.640837,?
101550.584634,?
101735.110571,?
101784.494469,?
101810.088106,?
101664.202661,?
101462.426428,?
101044.42888,?
100539.631658,?
100014.519718,?
99681.69596,?
99327.114976,?
98973.773298,?
98754.205831,?
98642.832902,?
98616.437508,?
98659.703915,?
98718.972955,?
99015.650582,?
99286.346913,?
99703.227115,?
100094.783854,?
100478.255223,?
100825.538245,?
100854.662955,?
100843.485798,?
100563.073198,?
100124.637666,?
99898.263772,?
99583.763567,?
99404.824455,?
99379.629697,?
99828.406982,?
100179.061454,?
100428.354031,?
100546.496536,?
100588.563225,?
100538.758755,?
100208.377713,?
99766.427728,?
99562.647874,?
99658.000808,?
100026.813149,?
100442.978199,?
101148.261505,?
101878.53965,?
102527.563608,?
102474.841808,?
101676.941009,?
100924.116383,?
100636.870668,?
100110.619013,?
99727.965416,?
100743.947631,?
101486.105292,?
101776.803283,?
101831.524751,?
101625.154498,?
101488.44799,?
101415.339227,?
101447.47394,?
101698.252402,?
101929.073707,?
102174.400425,?
102261.142917,?
102315.990712,?
102126.687727,?
101787.825005,?
101382.349967,?
101005.732692,?
100956.954259,?
101122.278457,?
101331.288173,?
101359.987259,?
101729.621533,?
101941.165827,?
102011.358343,?
101859.674058,?
101885.130517,?
102218.055953,?
102579.94146,?
102849.546996,?
103058.263928,?
103047.384164,?
102687.744334,?
102267.192226,?
101975.32676,?
102014.665244,?
102193.932689,?
102659.966454,?
103186.584319,?
103564.185607,?
103778.793918,?
103898.013553,?
103798.359481,?
103791.315258,?
103627.344926,?
103516.835845,?
103222.695424,?
103014.248666,?
102946.279371,?
102918.195218,?
103140.365431,?
103424.944029,?
103515.605303,?
103472.761264,?
103204.408106,?
102713.421562,?
102029.071705,?
101693.132489,?
101762.415299,?
102005.3967,?
102161.631088,?
102022.090414,?
101717.975376,?
101551.277815,?
101483.572318,?
101369.749329,?
101172.657605,?
101077.980826,?
101310.508543,?
101718.971109,?
102200.010797,?
102520.088455,?
102811.814173,?
102922.20392,?
102888.277408,?
102666.029296,?
102481.608342,?
102283.543195,?
102370.786737,?
102575.689629,?
102597.156265,?
102640.814749,?
102584.920598,?
102466.909871,?
102392.418748,?
102519.546213,?
102517.858865,?
102448.898553,?
102269.879647,?
102041.238913,?
101631.599189,?
101258.504775,?
100872.515806,?
100479.17836,?
100213.376506,?
100123.394884,?
100199.811044,?
100354.81003,?
100461.778924,?
100389.772916,?
100619.816978,?
100830.376573,?
100954.889089,?
101009.500414,?
101119.045453,?
101233.766428,?
101045.154324,?
100720.935027,?
100374.463009,?
100258.005282,?
100119.52881,?
99836.27281,?
100381.848216,?
101119.306245,?
101353.428288,?
101213.325149,?
100772.424727,?
100280.092096,?
100084.872255,?
100287.695144,?
100523.539649,?
100568.399938,?
100596.074168,?
100607.000901,?
100527.712506,?
100314.017691,?
100245.187253,?
100207.953876,?
100280.738153,?
100288.964007,?
100477.924561,?
100691.759995,?
100954.163664,?
101102.304951,?
101251.529745,?
101212.795545,?
101320.300797,?
101365.059707,?
101339.576455,?
101281.353906,?
101253.557329,?
101196.8374,?
101150.425087,?
100962.290311,?
100645.44959,?
100239.718242,?
99741.338049,?
99208.835329,?
98870.633304,?
98658.768321,?
98666.554153,?
98954.222114,?
99592.638881,?
100176.554986,?
100393.020201,?
100502.168556,?
100419.674435,?
100011.480717,?
99412.98095,?
99149.902585,?
98970.555888,?
98904.638934,?
98872.149877,?
99072.578286,?
99513.727731,?
99902.933461,?
100138.596435,?
100254.543246,?
100191.723479,?
100259.425479,?
100344.719578,?
100551.276463,?
100795.666391,?
101076.819034,?
101107.505198,?
100929.391574,?
100668.666014,?
100471.118604,?
100509.590853,?
100605.345255,?
101103.254603,?
101599.332564,?
101984.985036,?
102173.971457,?
102366.614032,?
102372.160593,?
102337.92345,?
102166.731945,?
101915.585612,?
101708.687514,?
101601.197829,?
101541.768517,?
101607.453474,?
101590.327361,?
101292.230512,?
100889.669199,?
100595.272894,?
100005.223624,?
99179.910869,?
99063.445761,?
99801.703993,?
100150.968944,?
100456.711036,?
100571.737975,?
100644.973114,?
100484.360752,?
99739.151897,?
98901.886344,?
98645.457546,?
98730.588251,?
98733.503088,?
98846.9712,?
98963.526625,?
99059.487099,?
99298.221927,?
99591.501997,?
99936.472913,?
100012.361855,?
100051.527129,?
100180.754494,?
100304.554872,?
100522.274959,?
100668.265832,?
100791.472476,?
100976.052292,?
101075.40842,?
100746.984784,?
99890.568816,?
99125.028054,?
99082.575165,?
98993.982966,?
99247.101653,?
99685.273629,?
100077.864413,?
100501.518423,?
100915.669203,?
101121.885802,?
101385.61747,?
101606.5016,?
101673.413147,?
101268.694886,?
100514.72694,?
99880.064966,?
100185.616735,?
100464.724526,?
100350.82388,?
100172.859301,?
100274.168477,?
100571.666927,?
100786.88614,?
100873.113532,?
101054.725753,?
101433.755752,?
101822.486589,?
102057.641315,?
102161.85866,?
102065.001502,?
101721.63472,?
100844.937003,?
99999.624149,?
100299.010443,?
100982.006058,?
101712.501273,?
101866.697516,?
101867.351303,?
101663.624351,?
101475.280382,?
101304.010977,?
101186.106161,?
101076.480101,?
101002.619911,?
100843.116439,?
100597.224819,?
100193.737844,?
99750.80745,?
99318.445456,?
99197.213494,?
99288.610444,?
99620.618781,?
99909.693951,?
100143.968537,?
100235.588102,?
100209.206129,?
100135.939722,?
100304.39626,?
100448.007041,?
100506.828223,?
100345.055139,?
100369.714515,?
100634.207725,?
100609.481542,?
100598.573632,?
100839.445076,?
101177.131268,?
101576.686531,?
101805.581872,?
102084.747388,?
102225.704944,?
102315.917877,?
102162.773951,?
101992.800744,?
101933.407415,?
101856.374042,?
101919.180881,?
102080.87509,?
102237.932976,?
102248.217055,?
102305.428353,?
102314.631069,?
102381.861432,?
102357.521634,?
102323.045584,?
102287.28983,?
102271.329114,?
102237.259247,?
101881.496632,?
101593.518632,?
101284.291267,?
101361.851615,?
101459.017741,?
101509.514511,?
101264.521853,?
100672.659643,?
100337.170121,?
100604.49308,?
100790.587477,?
100585.094977,?
100361.673255,?
100571.091291,?
100980.310684,?
101334.199996,?
101543.727875,?
101736.994524,?
101595.905324,?
101232.911129,?
100888.344251,?
100877.444805,?
101197.303704,?
101621.266548,?
101817.022544,?
101910.203806,?
101962.77344,?
101969.223195,?
101980.52668,?
101972.310015,?
101960.38522,?
101725.091363,?
101501.830599,?
101269.841326,?
101101.880003,?
100940.367325,?
100891.740254,?
101069.803991,?
101486.7301,?
101940.762523,?
102372.062268,?
102700.134845,?
102904.689905,?
102928.252836,?
102961.363928,?
102857.869949,?
102894.458101,?
102754.700263,?
102684.023181,?
102678.029738,?
102659.287808,?
