#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 04 13 03 50  53  5.2  6.3  1.40  7.14  5.59  46 1015.2  27.7  28.3  23.7 99.0 99.00
2016 04 13 04 50  64  5.7  7.3  1.38  7.14  5.73  41 1014.8  27.6  28.3  23.8 99.0 99.00
2016 04 13 05 50  60  5.8  7.0  1.53  7.14  5.82  51 1014.3  27.5  28.3  23.7 99.0 99.00
2016 04 13 06 50  51  6.1  7.3  1.30  7.14  5.51  43 1013.8  27.4  28.3  23.4 99.0 99.00
2016 04 13 07 50  55  5.7  6.8  1.29  7.14  5.49  39 1013.2  27.3  28.3  23.5 99.0 99.00
2016 04 13 08 50  55  5.0  6.4  1.30  7.14  5.33  41 1013.3  27.2  28.3  23.4 99.0 99.00
2016 04 13 09 50  54  5.2  6.3  1.26  7.14  5.28  30 1013.4  27.1  28.3  23.6 99.0 99.00
2016 04 13 10 50  52  6.1  7.6  1.13  6.67  5.02  37 1013.7  27.1  28.3  22.8 99.0 99.00
2016 04 13 11 50  50  5.8  6.9  1.03  6.67  4.95  34 1014.3  27.2  28.4  23.1 99.0 99.00
2016 04 13 12 50  50  6.6  7.6  1.16  6.67  5.12  33 1014.6  27.4  28.4  22.7 99.0 99.00
2016 04 13 13 50  65  6.9  8.5  1.05  6.25  4.72  27 1014.9  27.4  28.4  22.3 99.0 99.00
2016 04 13 14 50  62  6.2  7.5  1.09  6.25  4.71  38 1015.1  27.5  28.4  23.0 99.0 99.00
2016 04 13 15 50  63  6.2  7.8  1.04  6.25  4.54  43 1014.9  27.5  28.4  22.8 99.0 99.00
2016 04 13 16 50  71  5.5  6.8  0.98  5.00  4.36  38 1014.5  27.6  28.5  22.6 99.0 99.00
2016 04 13 17 50  82  4.8  5.7  0.95  5.56  4.54  44 1014.1  27.6  28.4  22.3 99.0 99.00
2016 04 13 18 50  76  4.2  5.1  0.92  5.56  4.60  55 1013.2  27.6  28.5  22.3 99.0 99.00
2016 04 13 19 50  76  3.8  4.6  0.87  5.56  4.57  43 1012.4  27.6  28.6  22.3 99.0 99.00
2016 04 13 20 50  89  3.7  4.3  0.85  5.26  4.65  39 1011.8  27.7  28.6  22.2 99.0 99.00
2016 04 13 21 50  92  3.7  4.7  0.78  5.56  4.63  39 1011.6  27.8  28.6  22.5 99.0 99.00
2016 04 13 22 50  95  3.8  4.7  0.79  5.00  4.65  37 1011.6  27.8  28.5  22.2 99.0 99.00
2016 04 13 23 50  84  3.2  4.0  0.82  5.00  4.69  45 1012.0  27.6  28.4  21.8 99.0 99.00
2016 04 14 00 50  83  3.3  3.9  0.69  5.56  4.69  67 1012.3  27.8  28.4  21.0 99.0 99.00
2016 04 14 01 50  86  3.2  4.0  0.74  5.56  4.75  61 1012.8  27.7  28.3  21.5 99.0 99.00
2016 04 14 02 50  83  3.3  4.2  0.73  5.56  4.62  43 1013.2  27.6  28.4  21.7 99.0 99.00
2016 04 14 03 50  89  2.8  4.1  0.67  5.56  4.52  45 1013.2  27.5  28.3  21.7 99.0 99.00
2016 04 14 04 50  84  2.9  3.7  0.68  6.67  4.63  94 1012.8  27.5  28.3  21.7 99.0 99.00
2016 04 14 05 50  83  3.0  3.6  0.61  6.67  4.53  86 1012.3  27.3  28.4  21.7 99.0 99.00
2016 04 14 06 50  81  3.8  4.5  0.59  6.25  4.64  86 1011.7  27.2  28.4  21.7 99.0 99.00
2016 04 14 07 50  68  3.8  4.7  0.63  6.67  4.75 112 1011.4  27.1  28.4  22.1 99.0 99.00
2016 04 14 08 50  79  3.4  4.5  0.69  6.67  4.79  82 1011.3  27.0  28.4  22.4 99.0 99.00
2016 04 14 09 50  64  3.0  3.6  0.73  6.67  4.96  70 1011.6  27.0  28.5  22.3 99.0 99.00
2016 04 14 10 50  69  3.6  4.8  0.73  5.56  4.83  33 1012.3  27.1  28.4  22.2 99.0 99.00
2016 04 14 11 50  72  4.1  5.2  0.89  6.25  5.28  24 1012.7  27.2  28.3  22.5 99.0 99.00
2016 04 14 12 50  76  3.9  4.9  0.89  6.25  5.10   6 1013.2  27.5  28.4  22.6 99.0 99.00
2016 04 14 13 50  72  3.2  4.1  0.92  6.25  5.02  21 1013.6  27.6  28.4  23.0 99.0 99.00
2016 04 14 14 50  91  3.6  4.3  0.74  6.25  4.71   8 1013.9  27.6  28.3  22.6 99.0 99.00
2016 04 14 15 50  89  4.0  5.4  0.75  5.88  4.79  20 1013.8  27.6  28.4  23.0 99.0 99.00
2016 04 14 16 50  92  4.0  4.9  0.69  5.88  4.67  25 1013.4  27.6  28.4  23.0 99.0 99.00
2016 04 14 17 50  88  3.7  5.1  0.63  5.88  4.43  38 1012.8  27.7  28.5  23.4 99.0 99.00
2016 04 14 18 50 112  4.0  5.1  0.62  5.88  4.51  15 1012.0  27.7  28.7  23.1 99.0 99.00
2016 04 14 19 50 108  4.3  5.5  0.59  5.88  4.58  20 1011.2  27.8  28.8  23.1 99.0 99.00
2016 04 14 20 50 111  4.0  5.0  0.60  5.56  4.46  43 1010.7  27.8  28.8  23.1 99.0 99.00
2016 04 14 21 50 115  3.8  4.3  0.58  5.88  4.48  50 1010.5  27.9  28.8  23.1 99.0 99.00
2016 04 14 22 50 117  4.0  4.9  0.54  5.00  4.45  34 1010.6  27.9  28.7  23.1 99.0 99.00
2016 04 14 23 50 115  3.6  4.8  0.56  5.26  4.49  45 1010.8  27.7  28.6  23.1 99.0 99.00
2016 04 15 00 50 114  2.9  4.1  0.53  5.00  4.36  34 1011.1  27.7  28.4  23.3 99.0 99.00
2016 04 15 01 50  99  3.0  3.8  0.52  5.56  4.39  49 1011.7  27.7  28.3  23.5 99.0 99.00
2016 04 15 02 50  95  3.3  4.0  0.50  5.26  4.35  46 1012.1  27.7  28.3  23.1 99.0 99.00
2016 04 15 03 50  71  1.3  1.8  0.48  5.00  4.19  46 1012.1  26.2  28.3  23.2 99.0 99.00
2016 04 15 04 50 101  4.6  5.3  0.51  5.26  4.26  60 1011.7  27.3  28.4  23.6 99.0 99.00
2016 04 15 05 50 102  4.1  5.0  0.50  5.26  4.03  38 1011.0  27.4  28.4  23.5 99.0 99.00
2016 04 15 06 50 104  4.4  5.5  0.53  5.00  4.13  46 1010.4  27.4  28.4  23.2 99.0 99.00
2016 04 15 07 50 105  4.7  5.7  0.54  5.00  4.00  51 1009.7  27.3  28.4  23.0 99.0 99.00
2016 04 15 08 50 116  4.9  5.9  0.57  5.00  4.09  55 1009.5  27.3  28.4  22.9 99.0 99.00
2016 04 15 09 50 115  4.6  5.6  0.54  5.26  4.02  54 1010.0  27.3  28.4  22.7 99.0 99.00
2016 04 15 10 50 111  4.8  5.5  0.55  5.00  3.92  61 1010.4  27.4  28.3  22.6 99.0 99.00
2016 04 15 11 50 107  5.0  6.0  0.53  4.76  3.94  41 1010.8  27.4  28.3  22.5 99.0 99.00
2016 04 15 12 50 108  5.0  6.4  0.50  3.33  3.82 102 1011.4  27.7  28.3  22.7 99.0 99.00
2016 04 15 13 50  99  5.1  6.3  0.49  4.35  3.78  46 1012.0  27.7  28.3  23.3 99.0 99.00
2016 04 15 14 50  98  5.3  6.1  0.57  6.67  3.75  35 1012.2  27.8  28.4  23.1 99.0 99.00
2016 04 15 15 50 104  5.4  7.2  0.56  3.85  3.69  67 1012.2  27.9  28.4  22.9 99.0 99.00
2016 04 15 16 50 101  4.7  5.4  0.59  5.88  3.78  63 1012.2  27.9  28.6  23.6 99.0 99.00
2016 04 15 17 50 104  5.2  6.2  0.61  5.88  3.85   9 1011.9  28.0  28.6  23.1 99.0 99.00
2016 04 15 18 50  97  3.9  4.8  0.62  5.56  3.86  58 1011.3  28.0  28.7  23.6 99.0 99.00
2016 04 15 19 50  97  5.9  6.8  0.60  3.23  3.76 106 1010.1  28.0  28.9  23.1 99.0 99.00
2016 04 15 20 50 109  4.6  5.7  0.63  5.56  3.83  50 1010.0  27.9  28.8  23.6 99.0 99.00
2016 04 15 21 50  91  4.3  5.1  0.55  3.33  3.76 119 1010.0  28.1  28.8  23.3 99.0 99.00
2016 04 15 22 50  91  4.7  5.5  0.58  5.26  3.87  51 1010.3  28.0  28.8  23.5 99.0 99.00
2016 04 15 23 50  92  4.9  5.8  0.57  5.00  3.85  75 1010.6  28.0  28.6  23.6 99.0 99.00
2016 04 16 00 50  98  4.2  5.2  0.56  5.56  3.85  85 1011.0  27.9  28.5  23.3 99.0 99.00
2016 04 16 01 50 111  4.4  5.6  0.59  5.00  4.06  82 1011.4  27.9  28.5  23.7 99.0 99.00
2016 04 16 02 50  95  4.3  5.3  0.61  4.55  4.16  95 1011.8  27.8  28.5  23.2 99.0 99.00
2016 04 16 03 50  91  4.6  6.2  0.64  4.17  4.06  85 1012.3  26.8  28.5  23.6 99.0 99.00
2016 04 16 04 50  46  3.2  5.1  0.57  3.70  3.93  96 1011.8  26.5  28.5  23.8 99.0 99.00
2016 04 16 05 50  89  4.8  5.9  0.61  4.55  4.03 105 1011.3  27.6  28.6  23.3 99.0 99.00
2016 04 16 06 50 100  4.6  5.8  0.61  4.76  3.89 104 1010.5  27.5  28.6  23.2 99.0 99.00
2016 04 16 07 50  91  5.0  5.8  0.67  5.00  4.03 115 1010.0  27.5  28.6  23.3 99.0 99.00
2016 04 16 08 50  92  4.7  5.6  0.64  5.00  4.01 113 1009.8  27.5  28.6  23.2 99.0 99.00
2016 04 16 09 50 106  4.6  5.5  0.61  5.26  4.05  92 1010.4  27.2  28.5  23.6 99.0 99.00
2016 04 16 10 50 121  5.1  5.9  0.58  4.76  4.14 102 1010.8  27.4  28.5  23.0 99.0 99.00
2016 04 16 11 50 108  4.6  5.4  0.59  5.88  4.33 106 1011.3  27.5  28.4  23.0 99.0 99.00
2016 04 16 12 50 116  3.0  3.8  0.62  5.00  4.25 112 1011.8  27.6  28.4  23.1 99.0 99.00
2016 04 16 13 50 120  4.7  7.3  0.66  5.26  4.26  95 1011.8  27.3  28.4  23.3 99.0 99.00
2016 04 16 14 50 114  5.6  6.7  0.70  4.76  4.11  95 1012.4  28.0  28.5  23.1 99.0 99.00
2016 04 16 15 50 116  6.1  7.2  0.77  4.55  4.04  69 1012.3  27.9  28.5  23.1 99.0 99.00
2016 04 16 16 50 124  6.0  7.1  0.78  4.17  3.96  97 1011.8  27.9  28.5  23.4 99.0 99.00
2016 04 16 17 50 123  5.3  6.6  0.81  3.85  4.01  76 1011.8  28.0  28.6  23.1 99.0 99.00
2016 04 16 18 50 115  5.6  6.5  0.85  4.55  4.10  77 1010.9  28.0  28.6  23.3 99.0 99.00
2016 04 16 19 50 114  5.0  6.1  0.80  4.55  4.11  86 1010.3  28.0  28.5  23.4 99.0 99.00
2016 04 16 20 50 111  5.4  6.6  0.83  4.55  4.26  85 1009.8  28.2  28.8  23.2 99.0 99.00
2016 04 16 21 50 104  5.2  6.6  0.81  5.88  4.20 121 1009.9  28.2  28.8  23.4 99.0 99.00
2016 04 16 22 50 110  5.0  5.7  0.84  4.76  4.31 116 1010.2  28.1  28.7  23.7 99.0 99.00
2016 04 16 23 50 104  5.2  6.2  0.84  5.88  4.43 122 1010.8  28.0  28.8  23.4 99.0 99.00
2016 04 17 00 50 114  4.3  5.4  0.80  5.26  4.55 114 1011.5  28.1  28.7  23.4 99.0 99.00
2016 04 17 01 50 108  4.6  5.7  0.76  6.67  4.63 133 1012.2  28.1  28.8  23.4 99.0 99.00
2016 04 17 02 50 115  3.9  4.8  0.88  6.67  4.76 132 1012.9  28.0  28.7  23.7 99.0 99.00
2016 04 17 03 50 103  4.8  8.0  0.80  7.14  4.74 141 1012.6  27.8  28.7  23.9 99.0 99.00
2016 04 17 04 50 110  4.3  5.0  0.88  6.25  4.78 119 1012.5  27.7  28.7  24.1 99.0 99.00
2016 04 17 05 50 111  5.4  6.5  0.82  5.26  4.61 125 1012.3  27.9  28.6  23.6 99.0 99.00
2016 04 17 06 50 108  4.6  5.8  0.81  6.67  4.44 131 1011.8  27.8  28.7  23.6 99.0 99.00
2016 04 17 07 50 116  5.0  6.1  0.86  6.67  4.77 138 1011.3  27.7  28.7  23.3 99.0 99.00
2016 04 17 08 50 107  4.5  5.6  0.81  6.25  4.45 127 1011.4  27.7  28.6  23.7 99.0 99.00
2016 04 17 09 50 106  5.5  6.6  0.77  5.88  4.35 118 1011.9  27.6  28.5  23.9 99.0 99.00
2016 04 17 10 50 112  6.0  7.4  0.74  6.67  4.41 133 1012.5  27.6  28.5  22.8 99.0 99.00
2016 04 17 11 50 110  5.7  6.8  0.77  6.67  4.26 142 1013.0  27.7  28.6  22.7 99.0 99.00
2016 04 17 12 50 105  6.0  7.1  0.78  6.25  4.30 121 1013.7  27.9  28.5  23.0 99.0 99.00
2016 04 17 13 50 108  6.0  7.3  0.84  6.25  4.37 135 1013.9  27.9  28.4  22.8 99.0 99.00
2016 04 17 14 50 103  6.1  7.7  0.87  7.14  4.43 129 1014.4  27.9  28.4  22.7 99.0 99.00
2016 04 17 15 50 102  6.0  7.0  1.03  6.67  4.71 126 1014.3  27.9  28.6  23.1 99.0 99.00
2016 04 17 16 50 102  5.6  7.3  0.99  7.14  4.69 117 1014.1  27.9  28.5  23.0 99.0 99.00
2016 04 17 17 50 109  5.7  6.8  1.05  7.14  4.71 121 1013.6  27.9  28.6  23.0 99.0 99.00
2016 04 17 18 50 106  5.6  7.0  0.97  6.67  4.49 121 1013.1  28.0  28.7  22.9 99.0 99.00
2016 04 17 19 50  95  4.9  6.5  0.95  7.14  4.55 121 1012.5  28.0  28.8  22.8 99.0 99.00
2016 04 17 20 50 102  5.6  6.6  1.05  6.67  4.71 124 1011.6  28.0  28.8  23.0 99.0 99.00
2016 04 17 21 50 102  5.2  6.0  1.02  7.69  4.54 126 1011.6  28.2  28.6  23.1 99.0 99.00
2016 04 17 22 50  86  5.2  6.8  0.92  7.14  4.62 129 1012.0  28.1  28.5  23.3 99.0 99.00
2016 04 17 23 50  90  5.0  6.0  0.95  7.14  4.68 128 1012.3  27.9  28.5  23.4 99.0 99.00
2016 04 18 00 50  85  5.6  6.4  0.90  6.67  4.62 111 1012.9  27.9  28.4  23.4 99.0 99.00
2016 04 18 01 50  96  5.6  6.7  0.90  6.25  4.64 121 1013.5  28.0  28.5  22.8 99.0 99.00
2016 04 18 02 50  81  4.9  6.3  0.89  6.25  4.60 115 1014.1  27.9  28.6  23.3 99.0 99.00
2016 04 18 03 50  91  5.2  6.2  0.87  7.14  4.80 132 1014.3  28.0  28.7  23.0 99.0 99.00
2016 04 18 04 50  76  4.5  5.3  0.92  6.67  4.56 106 1014.3  27.8  28.6  23.9 99.0 99.00
2016 04 18 05 50  73  5.4  6.3  0.88  6.25  4.58 121 1013.8  27.8  28.5  23.1 99.0 99.00
2016 04 18 06 50  68  5.5  6.5  0.94  6.67  4.53 109 1013.2  27.7  28.5  23.2 99.0 99.00
2016 04 18 07 50  62  5.5  6.7  1.00  4.76  4.56  79 1012.6  27.7  28.5  23.0 99.0 99.00
2016 04 18 08 50  57  4.9  5.9  0.93  4.55  4.52  91 1012.5  27.6  28.4  23.2 99.0 99.00
2016 04 18 09 50  69  5.8  6.6  0.99  4.55  4.44  80 1012.6  27.6  28.4  23.3 99.0 99.00
2016 04 18 10 50  66  6.1  7.6  1.03  6.25  4.54  83 1013.0  27.7  28.4  23.7 99.0 99.00
2016 04 18 11 50  66  6.4  7.8  1.12  6.67  4.75  39 1014.2  27.9  28.3  23.5 99.0 99.00
2016 04 18 12 50  51  7.1  9.1  1.29  6.67  5.10  60 1014.7  28.0  28.3  23.8 99.0 99.00
2016 04 18 13 50  58  7.4  8.9  1.23  6.67  4.81  41 1015.3  28.2  28.5  23.7 99.0 99.00
2016 04 18 14 50  71  7.4  8.5  1.26  6.25  4.71  47 1015.4  28.3  28.6  23.7 99.0 99.00
2016 04 18 15 50  91  5.4  6.4  1.22  5.88  4.79  37 1015.4  28.2  28.7  23.6 99.0 99.00
2016 04 18 16 50  74  5.5  6.6  1.31  6.25  4.98  37 1015.0  28.2  28.8  23.2 99.0 99.00
2016 04 18 17 50  85  5.0  5.8  1.26  6.25  4.94  37 1014.4  28.2  28.8  23.3 99.0 99.00
2016 04 18 18 50  55  4.8  5.9  1.24  5.88  4.99  66 1013.6  27.7  28.9  24.4 99.0 99.00
2016 04 18 19 50  56  5.9  7.1  1.29  6.25  5.01  35 1013.1  27.9  29.0  23.7 99.0 99.00
2016 04 18 20 50  51  5.3  6.3  1.36  6.25  5.06  46 1012.7  27.8  29.0  22.8 99.0 99.00
2016 04 18 21 50  49  5.6  6.9  1.56  5.88  5.40  49 1012.5  27.3  28.9  24.2 99.0 99.00
2016 04 18 22 50  60  7.5  9.2  1.47  6.67  5.29  33 1012.8  26.6  28.9  24.0 99.0 99.00
2016 04 18 23 50  55  7.8  9.8  1.63  7.14  5.50  42 1013.4  27.4  28.8  24.2 99.0 99.00
2016 04 19 00 50  52  8.7 10.4  1.82  7.69  5.72  26 1013.9  27.7  28.8  23.7 99.0 99.00
2016 04 19 01 50  49  9.1 10.4  1.91  7.69  5.57  39 1014.2  27.6  28.7  23.7 99.0 99.00
2016 04 19 02 50  48  8.5 10.2  2.18  7.69  5.85  39 1014.5  27.5  28.7  23.6 99.0 99.00
2016 04 19 03 50  54  7.7  9.5  2.06  7.69  5.81  42 1014.7  27.4  28.7  23.6 99.0 99.00
2016 04 19 04 50  51  7.3  8.8  1.95  7.69  5.74  42 1014.4  27.3  28.7  23.0 99.0 99.00
2016 04 19 05 50  44  7.3  8.5  1.83  7.69  5.78  43 1013.7  27.2  28.6  23.1 99.0 99.00
2016 04 19 06 50  43  7.1  8.8  1.82  7.69  5.72  48 1013.1  27.1  28.5  22.6 99.0 99.00
2016 04 19 07 50  43  6.8  8.2  1.87  7.14  5.57  44 1012.8  27.0  28.4  22.7 99.0 99.00
2016 04 19 08 50  48  6.9  8.4  1.61  7.69  5.54  49 1012.4  27.0  28.3  22.3 99.0 99.00
2016 04 19 09 50  46  6.3  7.7  1.57  7.14  5.45  47 1012.7  27.1  28.2  22.6 99.0 99.00
2016 04 19 10 50  43  6.5  8.1  1.50  7.14  5.40  55 1013.1  27.1  28.2  22.6 99.0 99.00
2016 04 19 11 50  44  7.4  9.0  1.49  7.69  5.34  55 1013.5  27.3  28.2  22.2 99.0 99.00
2016 04 19 12 50  56  7.6  8.6  1.38  7.14  5.12  39 1013.9  27.5  28.2  22.0 99.0 99.00
2016 04 19 13 50  55  8.4 10.0  1.38  7.14  5.21  44 1014.1  27.5  28.2  22.9 99.0 99.00
2016 04 19 14 50  55  8.6  9.8  1.51  6.67  5.12  52 1014.6  27.3  28.3  22.4 99.0 99.00
2016 04 19 15 50  52  8.8 10.5  1.65  7.14  5.18  54 1014.5  27.3  28.2  22.3 99.0 99.00
2016 04 19 16 50  53  7.7  9.4  1.59  6.67  5.07  49 1014.2  27.3  28.3  22.4 99.0 99.00
2016 04 19 17 50  45  8.3  9.7  1.67  6.67  5.12  54 1013.5  27.3  28.3  22.4 99.0 99.00
2016 04 19 18 50  53  7.0  8.2  1.63  6.67  5.10  42 1013.1  27.4  28.3  22.1 99.0 99.00
2016 04 19 19 50  58  6.6  8.2  1.64  7.14  5.38  51 1012.5  27.4  28.4  21.7 99.0 99.00
2016 04 19 20 50  50  6.3  7.4  1.74  6.67  5.43  45 1011.8  27.4  28.4  22.2 99.0 99.00
2016 04 19 21 50  48  6.4  7.4  1.62  7.14  5.49  41 1011.9  27.4  28.5  22.3 99.0 99.00
2016 04 19 22 50  49  6.3  7.6  1.65  7.14  5.58  47 1012.0  27.4  28.5  22.0 99.0 99.00
2016 04 19 23 50  48  5.8  7.1  1.54  6.67  5.37  52 1012.4  27.3  28.4  22.2 99.0 99.00
2016 04 20 00 50  44  5.6  6.7  1.56  6.67  5.63  61 1013.0  27.3  28.4  22.6 99.0 99.00
2016 04 20 01 50  51  4.9  6.0  1.68  8.33  5.93  53 1013.8  27.4  28.4  22.7 99.0 99.00
2016 04 20 02 50  60  4.9  6.2  1.88  8.33  6.28  53 1014.2  27.3  28.4  22.5 99.0 99.00
2016 04 20 03 50  48  4.6  5.5  1.61  8.33  6.01  54 1014.1  27.3  28.4  22.1 99.0 99.00
2016 04 20 04 50  55  4.4  5.4  1.65  8.33  6.05  57 1013.6  27.2  28.4  22.3 99.0 99.00
2016 04 20 05 50  44  3.9  5.2  1.38  7.69  5.72  54 1012.8  27.1  28.4  22.0 99.0 99.00
2016 04 20 06 50  63  4.2  5.4  1.43  7.69  5.79  46 1011.6  27.1  28.4  22.3 99.0 99.00
2016 04 20 07 50  66  4.1  5.1  1.43  7.69  5.88  55 1010.6  27.0  28.4  21.9 99.0 99.00
2016 04 20 08 50  63  4.7  5.5  1.32  7.14  5.68  64 1010.3  27.0  28.4  22.6 99.0 99.00
2016 04 20 09 50  60  4.2  5.3  1.40  7.14  5.61  57 1010.7  27.0  28.4  22.6 99.0 99.00
2016 04 20 10 50  60  4.0  4.9  1.35  7.69  5.64  53 1011.2  27.1  28.4  22.5 99.0 99.00
2016 04 20 11 50  44  4.3  5.6  1.15  7.14  5.29  50 1011.9  27.2  28.3  22.5 99.0 99.00
2016 04 20 12 50  69  5.3  6.4  1.14  6.67  5.43  52 1012.6  27.0  28.4  23.3 99.0 99.00
2016 04 20 13 50  55  6.1  7.0  1.15  7.14  5.16  57 1013.4  26.0  28.4  23.3 99.0 99.00
2016 04 20 14 50  61  6.2  7.8  1.16  6.67  5.03  69 1013.8  26.2  28.4  23.0 99.0 99.00
2016 04 20 15 50  60  7.0  8.2  1.14  6.67  4.76  56 1014.2  25.9  28.4  22.9 99.0 99.00
2016 04 20 16 50  62  5.4  6.7  1.11  6.25  4.69  73 1014.1  26.0  28.4  22.8 99.0 99.00
2016 04 20 17 50  56  7.1  8.5  1.00  6.67  4.70  67 1013.4  26.0  28.4  22.0 99.0 99.00
2016 04 20 18 50  86  4.9  6.7  1.02  6.25  4.63  69 1012.8  25.7  28.4  22.5 99.0 99.00
2016 04 20 19 50  77  5.6  6.4  0.84  6.25  4.49  55 1011.6  26.1  28.5  21.8 99.0 99.00
2016 04 20 20 50  75  4.4  5.4  0.84  6.67  4.73  93 1011.2  26.3  28.5  21.8 99.0 99.00
2016 04 20 21 50  80  3.0  4.0  0.80  6.67  4.68  94 1011.0  26.5  28.5  22.3 99.0 99.00
2016 04 20 22 50  72  3.7  4.9  0.81  6.67  4.78  79 1011.2  26.9  28.5  22.2 99.0 99.00
2016 04 20 23 50  67  3.9  4.7  0.80  5.26  4.83  59 1011.5  27.1  28.4  22.3 99.0 99.00
2016 04 21 00 50  69  4.1  4.9  0.74  6.67  4.75 102 1011.9  27.3  28.4  22.7 99.0 99.00
2016 04 21 01 50  68  3.3  4.0  0.77  5.56  4.81  72 1012.5  27.4  28.4  22.5 99.0 99.00
2016 04 21 02 50  53  3.3  4.1  0.79  5.88  4.84  74 1013.0  27.5  28.5  22.2 99.0 99.00
2016 04 21 03 50  63  3.6  4.4  0.76  6.25  4.74  93 1013.0  27.4  28.5  22.5 99.0 99.00
2016 04 21 04 50  73  4.3  5.5  0.73  5.88  4.74  90 1012.5  27.5  28.5  22.4 99.0 99.00
2016 04 21 05 50  74  4.2  5.1  0.83  5.88  4.79  69 1012.1  27.4  28.5  22.7 99.0 99.00
2016 04 21 06 50  81  4.3  5.2  0.84  6.25  4.90  92 1011.3  27.2  28.4  22.9 99.0 99.00
2016 04 21 07 50  64  4.1  5.0  0.83  5.88  4.82 102 1010.9  27.3  28.4  22.7 99.0 99.00
2016 04 21 08 50  62  4.5  5.5  0.86  6.67  4.94  58 1010.8  27.3  28.4  22.8 99.0 99.00
2016 04 21 09 50  68  5.0  6.0  0.91  6.67  4.90  63 1010.5  27.3  28.4  23.1 99.0 99.00
2016 04 21 10 50  81  5.2  6.3  1.03  6.25  5.06  64 1011.0  27.3  28.5  22.7 99.0 99.00
2016 04 21 11 50  69  5.9  7.0  0.96  6.25  4.84  65 1011.4  27.4  28.4  22.9 99.0 99.00
2016 04 21 12 50  66  5.8  7.0  0.95  6.67  4.75  55 1012.2  27.5  28.4  22.5 99.0 99.00
2016 04 21 13 50  62  5.4  6.7  1.05  6.25  4.89  63 1012.9  27.7  28.5  22.5 99.0 99.00
2016 04 21 14 50  67  5.4  6.2  1.03  6.25  4.72  59 1013.5  28.0  28.5  22.3 99.0 99.00
2016 04 21 15 50  57  5.9  7.2  0.92  6.67  4.71  57 1013.2  28.0  28.6  22.9 99.0 99.00
2016 04 21 16 50  78  5.2  6.3  0.94  6.67  4.57  78 1013.0  28.0  28.6  23.2 99.0 99.00
2016 04 21 17 50  88  4.4  5.6  0.93  5.26  4.60  59 1012.4  28.0  28.7  23.1 99.0 99.00
2016 04 21 18 50  91  4.2  5.4  0.94  5.88  4.71  63 1011.7  28.0  28.9  22.8 99.0 99.00
2016 04 21 19 50  72  3.2  4.2  0.93  5.56  4.80  78 1011.4  28.0  29.0  23.4 99.0 99.00
2016 04 21 20 50  61  3.8  4.9  0.88  5.56  4.78  65 1010.8  28.1  28.9  23.2 99.0 99.00
2016 04 21 21 50  52  4.4  5.4  0.79  6.25  4.59  54 1010.5  28.1  28.8  23.5 99.0 99.00
2016 04 21 22 50  50  5.4  6.3  0.79  5.26  4.64  44 1010.7  28.1  28.7  23.4 99.0 99.00
2016 04 21 23 50  56  5.0  6.3  0.86  5.56  4.46  50 1011.2  27.9  28.5  23.5 99.0 99.00
2016 04 22 00 50  55  5.5  6.7  0.90  6.67  4.77  88 1011.5  27.9  28.5  23.6 99.0 99.00
2016 04 22 01 50  63  5.6  6.9  0.88  7.69  4.63  93 1012.2  27.9  28.5  23.9 99.0 99.00
2016 04 22 02 50  60  6.0  7.0  0.91  5.56  4.69  72 1012.7  27.9  28.6  24.2 99.0 99.00
2016 04 22 03 50  67  6.3  7.3  1.06  8.33  4.85 100 1012.9  28.0  28.5  24.0 99.0 99.00
2016 04 22 04 50  69  6.3  7.3  1.09  7.69  4.87 102 1013.0  28.0  28.5  24.1 99.0 99.00
2016 04 22 05 50  55  5.1  6.1  1.03  5.00  4.69  84 1012.7  27.9  28.4  24.4 99.0 99.00
2016 04 22 06 50  54  5.9  7.2  1.17  7.69  5.11  80 1011.8  27.8  28.5  24.2 99.0 99.00
2016 04 22 07 50  50  5.2  6.0  1.23  5.56  4.95  95 1011.6  27.6  28.4  24.2 99.0 99.00
2016 04 22 08 50  49  5.8  6.8  1.35  7.14  5.20  81 1011.0  27.6  28.4  24.0 99.0 99.00
2016 04 22 09 50  42  4.7  5.8  1.33  6.67  5.15  79 1011.3  27.7  28.4  24.4 99.0 99.00
2016 04 22 10 50  62  5.8  6.8  1.22  6.25  5.00  79 1011.4  27.2  28.4  25.0 99.0 99.00
2016 04 22 11 50  75  5.1  6.2  1.26  5.88  5.29  86 1012.1  27.6  28.3  25.0 99.0 99.00
2016 04 22 12 50  75  6.1  7.0  1.17  6.67  4.88  79 1012.6  27.8  28.3  25.1 99.0 99.00
2016 04 22 13 50  67  5.2  6.2  1.21  6.25  4.87  76 1013.2  27.6  28.4  25.0 99.0 99.00
2016 04 22 14 50  69  6.0  7.0  1.14  5.88  4.99  78 1013.7  27.6  28.4  25.3 99.0 99.00
2016 04 22 15 50  85  5.5  6.6  1.24  6.25  5.17  81 1013.7  28.0  28.4  24.9 99.0 99.00
2016 04 22 16 50  85  6.2  9.7  1.33  7.69  5.52  76 1013.3  28.0  28.5  25.1 99.0 99.00
2016 04 22 17 50 103  6.5  8.0  1.34  7.69  5.21  83 1012.7  27.4  28.6  24.5 99.0 99.00
